"NSS 2023 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,39.5,54,,17.5,18,4,0,,0,89.9,83,6.8,5.3,1,3.9,16.8,79.3,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,39.5,54,,11.5,19,9,0,,0,77.2,83.1,-5.9,6.1,1,70.9,20.5,8.6,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,39.5,54,,17,19,3.5,0,,0,91.1,83.6,7.5,5.2,1,2.7,14,83.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q08: To what extent does your course have the right balance of directed and independent study?,39.5,54,,14.5,15,7.5,2.5,,0,74.7,76,-1.3,6.6,1,43,28.8,28.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,39.5,54,,7,21.5,10,1,,0,72.2,78.4,-6.3,6.7,1,71.3,19.2,9.5,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q10: How clear were the marking criteria used to assess your work?,39.5,54,,12.5,15.5,10.5,1,,0,70.9,77.6,-6.8,6.7,1,73.6,17.9,8.5,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q11: How fair has the marking and assessment been on your course?,39.5,54,,6,30.5,2.5,0.5,,0,92.4,82.2,10.2,5.2,1,0.7,6.1,93.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q12: How well have assessments allowed you to demonstrate what you have learned?,39.5,54,,7.5,29,3,0,,0,92.4,85.6,6.9,5,1,3.1,16.2,80.7,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q13: How often have you received assessment feedback on time?,39.5,54,,8,22,8,1.5,,0,75.9,79.7,-3.7,6.4,1,57.5,25.8,16.7,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q14: How often does feedback help you to improve your work?,39.5,54,,8,20,10.5,1,,0,70.9,76.5,-5.6,6.7,1,67.6,20.9,11.4,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q15: How easy was it to contact teaching staff when you needed to?,39.5,54,,16,16,6,1.5,,0,81,85,-4,5.8,1,60.4,26.5,13.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q16: How well have teaching staff supported your learning?,39.5,54,,15,19,3,2.5,,0,86.1,85.7,0.4,5.3,1,29.1,36.2,34.7,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q17: How well organised is your course?,39.5,54,,8.5,28,2.5,0.5,,0,92.4,70.4,22,6,1,0,0.1,99.9,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q18: How well were any changes to teaching on your course communicated?,39.5,54,,11.5,18,6,4,,0,74.7,73.4,1.3,6.6,1,28.4,29,42.6,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q19: How well have the IT resources and facilities supported your learning?,37.5,54,,13.5,17.5,6,0.5,,2,82.7,82.3,0.4,6.1,1,31.8,32,36.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",39.5,54,,22,16.5,1,0,,0,97.5,89.4,8.1,3.9,1,0.4,7.5,92.2,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",37.5,54,,15,17,4.5,1,,2,85.3,84.2,1.1,5.7,1,26.1,33.4,40.5,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q22: To what extent do you get the right opportunities to give feedback on your course?,39.5,54,,12,19.5,7,1,,0,79.7,78.7,1.1,6.2,1,28.3,30.8,40.9,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q23: To what extent are students' opinions about the course valued by staff?,38.5,54,,13.5,17,6.5,1.5,,1,79.2,77.1,2.1,6.3,1,23.3,29.3,47.3,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q24: How clear is it that students' feedback on the course is acted on?,39.5,54,,4.5,14.5,16.5,4,,0,48.1,59.4,-11.3,7.5,1,88,8.7,3.3,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q25: How well does the students' union (association or guild) represent students' academic interests?,36.5,54,,4,19.5,11.5,1.5,,3,64.4,69.7,-5.3,7.5,1,64.7,20.5,14.9,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Q26: How well communicated was information about your university/college's mental wellbeing support services?,38,54,,8,15.5,10,4.5,,1,61.8,69.6,-7.7,7.4,1,76,15.7,8.3,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",39,54,,14,21,4,0,,0,89.7,88.7,1,4.8,1.2,23.2,39.1,37.7,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 1: Teaching on my course,39.5,54,,,,,,,,94.3,84.2,10.1,5,1,0.5,5.6,93.9,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 2: Learning opportunities,39.5,54,,,,,,,,81,80.8,0.2,6.2,1,33.2,31.5,35.3,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 3: Assessment and feedback,39.5,54,,,,,,,,80.5,80.3,0.2,6.2,1,33,31.3,35.7,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 4: Academic support,39.5,54,,,,,,,,83.5,85.3,-1.8,5.6,1,44.7,32.8,22.5,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 5: Organisation and management,39.5,54,,,,,,,,83.5,71.9,11.7,6.4,1,1.3,6.2,92.5,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 6: Learning resources,39.5,54,,,,,,,,88,85.3,2.6,5.3,1,16.7,32.3,51,51,73.1
Full-time,First degree,CAH2,CAH24-01,"Media, journalism and communications",Theme 7: Student voice,39.5,54,,,,,,,,68.4,71.8,-3.4,7,1,55.1,24.9,20,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q01: How good are teaching staff at explaining things?,39.5,54,,17.5,20.5,1.5,0,,0,96.2,91.7,4.5,3.8,1,3.2,26.6,70.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q02: How often do teaching staff make the subject engaging?,39.5,54,,14,23.5,2,0,,0,94.9,83.7,11.3,5,1,0.3,3.6,96.1,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q03: How often is the course intellectually stimulating?,39.5,54,,18,21,0.5,0,,0,98.7,79.1,19.6,5,1,0,0,100,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q04: How often does your course challenge you to achieve your best work?,39.5,54,,12.5,22,5,0,,0,87.3,82.2,5.2,5.6,1,8.7,23.2,68.1,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,39.5,54,,17.5,18,4,0,,0,89.9,83,6.8,5.3,1,3.9,16.8,79.3,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,39.5,54,,11.5,19,9,0,,0,77.2,83.1,-5.9,6.1,1,70.9,20.5,8.6,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,39.5,54,,17,19,3.5,0,,0,91.1,83.6,7.5,5.2,1,2.7,14,83.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q08: To what extent does your course have the right balance of directed and independent study?,39.5,54,,14.5,15,7.5,2.5,,0,74.7,76,-1.3,6.6,1,43,28.8,28.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,39.5,54,,7,21.5,10,1,,0,72.2,78.4,-6.3,6.7,1,71.3,19.2,9.5,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q10: How clear were the marking criteria used to assess your work?,39.5,54,,12.5,15.5,10.5,1,,0,70.9,77.6,-6.8,6.7,1,73.6,17.9,8.5,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q11: How fair has the marking and assessment been on your course?,39.5,54,,6,30.5,2.5,0.5,,0,92.4,82.2,10.2,5.2,1,0.7,6.1,93.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q12: How well have assessments allowed you to demonstrate what you have learned?,39.5,54,,7.5,29,3,0,,0,92.4,85.6,6.9,5,1,3.1,16.2,80.7,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q13: How often have you received assessment feedback on time?,39.5,54,,8,22,8,1.5,,0,75.9,79.7,-3.7,6.4,1,57.5,25.8,16.7,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q14: How often does feedback help you to improve your work?,39.5,54,,8,20,10.5,1,,0,70.9,76.5,-5.6,6.7,1,67.6,20.9,11.4,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q15: How easy was it to contact teaching staff when you needed to?,39.5,54,,16,16,6,1.5,,0,81,85,-4,5.8,1,60.4,26.5,13.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q16: How well have teaching staff supported your learning?,39.5,54,,15,19,3,2.5,,0,86.1,85.7,0.4,5.3,1,29.1,36.2,34.7,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q17: How well organised is your course?,39.5,54,,8.5,28,2.5,0.5,,0,92.4,70.4,22,6,1,0,0.1,99.9,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q18: How well were any changes to teaching on your course communicated?,39.5,54,,11.5,18,6,4,,0,74.7,73.4,1.3,6.6,1,28.4,29,42.6,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q19: How well have the IT resources and facilities supported your learning?,37.5,54,,13.5,17.5,6,0.5,,2,82.7,82.3,0.4,6.1,1,31.8,32,36.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",39.5,54,,22,16.5,1,0,,0,97.5,89.4,8.1,3.9,1,0.4,7.5,92.2,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",37.5,54,,15,17,4.5,1,,2,85.3,84.2,1.1,5.7,1,26.1,33.4,40.5,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q22: To what extent do you get the right opportunities to give feedback on your course?,39.5,54,,12,19.5,7,1,,0,79.7,78.7,1.1,6.2,1,28.3,30.8,40.9,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q23: To what extent are students' opinions about the course valued by staff?,38.5,54,,13.5,17,6.5,1.5,,1,79.2,77.1,2.1,6.3,1,23.3,29.3,47.3,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q24: How clear is it that students' feedback on the course is acted on?,39.5,54,,4.5,14.5,16.5,4,,0,48.1,59.4,-11.3,7.5,1,88,8.7,3.3,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q25: How well does the students' union (association or guild) represent students' academic interests?,36.5,54,,4,19.5,11.5,1.5,,3,64.4,69.7,-5.3,7.5,1,64.7,20.5,14.9,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Q26: How well communicated was information about your university/college's mental wellbeing support services?,38,54,,8,15.5,10,4.5,,1,61.8,69.6,-7.7,7.4,1,76,15.7,8.3,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",39,54,,14,21,4,0,,0,89.7,88.7,1,4.8,1.2,23.2,39.1,37.7,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 1: Teaching on my course,39.5,54,,,,,,,,94.3,84.2,10.1,5,1,0.5,5.6,93.9,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 2: Learning opportunities,39.5,54,,,,,,,,81,80.8,0.2,6.2,1,33.2,31.5,35.3,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 3: Assessment and feedback,39.5,54,,,,,,,,80.5,80.3,0.2,6.2,1,33,31.3,35.7,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 4: Academic support,39.5,54,,,,,,,,83.5,85.3,-1.8,5.6,1,44.7,32.8,22.5,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 5: Organisation and management,39.5,54,,,,,,,,83.5,71.9,11.7,6.4,1,1.3,6.2,92.5,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 6: Learning resources,39.5,54,,,,,,,,88,85.3,2.6,5.3,1,16.7,32.3,51,51,73.1
Full-time,First degree,CAH3,CAH24-01-05,Media studies,Theme 7: Student voice,39.5,54,,,,,,,,68.4,71.8,-3.4,7,1,55.1,24.9,20,51,73.1
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q01: How good are teaching staff at explaining things?,59,80,,14,44,1,0,,0,98.3,92.1,6.2,3,0.8,0.2,10.6,89.2,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q02: How often do teaching staff make the subject engaging?,59,80,,13.5,35.5,10,0,,0,83.1,89,-5.9,4.7,0.8,76.9,19.5,3.5,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q03: How often is the course intellectually stimulating?,59,80,,13.5,31,14,0.5,,0,75.4,81.2,-5.8,5.4,0.8,72.8,20.9,6.3,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q04: How often does your course challenge you to achieve your best work?,59,80,,15,31.5,10.5,2,,0,78.8,84.9,-6.1,5,0.8,76.7,19.2,4.2,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,59,80,,14,29.5,15.5,0,,0,73.7,83.3,-9.6,5.1,0.8,91.8,7.3,0.9,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,59,80,,12.5,31.5,12,3,,0,74.6,83.9,-9.4,5.3,0.8,90.2,8.6,1.3,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,59,80,,15.5,26.5,15.5,1.5,,0,71.2,82.4,-11.2,5.3,0.8,94.8,4.7,0.5,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q08: To what extent does your course have the right balance of directed and independent study?,59,80,,17.5,25.5,8.5,7.5,,0,72.9,76,-3.1,5.6,0.8,54.5,29.8,15.7,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,59,80,,9,28,16.5,5.5,,0,62.7,81.4,-18.7,5.8,0.8,99.7,0.2,0,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q10: How clear were the marking criteria used to assess your work?,58,80,,10.5,34.5,11,2,,1,77.6,73.4,4.2,5.5,0.8,11.1,26.9,62,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q11: How fair has the marking and assessment been on your course?,59,80,,9,35,10.5,4.5,,0,74.6,76.2,-1.6,5.3,0.8,43.4,34.8,21.8,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q12: How well have assessments allowed you to demonstrate what you have learned?,59,80,,7.5,36.5,12.5,2.5,,0,74.6,82.5,-7.9,5.2,0.8,85.1,12.7,2.2,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q13: How often have you received assessment feedback on time?,59,80,,15.5,32,9,2.5,,0,80.5,76.9,3.7,4.9,0.8,10.5,30.2,59.3,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q14: How often does feedback help you to improve your work?,59,80,,6.5,31.5,19,2,,0,64.4,76.4,-12,5.7,0.8,95.1,4.3,0.6,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q15: How easy was it to contact teaching staff when you needed to?,59,80,,23.5,22,13,0.5,,0,77.1,84,-6.9,4.9,0.8,81.4,15.8,2.8,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q16: How well have teaching staff supported your learning?,59,80,,13.5,34,10.5,1,,0,80.5,86.1,-5.6,4.7,0.8,74.3,21.3,4.4,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q17: How well organised is your course?,59,80,,13.5,31,11.5,3,,0,75.4,59,16.4,5.9,0.8,0.1,0.8,99.1,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q18: How well were any changes to teaching on your course communicated?,57,80,,11,32,12,2,,2,75.4,65.9,9.5,5.7,0.8,1.8,9.2,89,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q19: How well have the IT resources and facilities supported your learning?,57,80,,16,30.5,10,0.5,,1.5,81.6,77.5,4.1,5.2,0.8,10.4,27.9,61.7,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",58,80,,30.5,21.5,6,0,,0.5,89.7,85,4.6,4,0.8,3.8,26,70.2,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",57.5,80,,26,25,5.5,1,,1,88.7,79.4,9.3,4.7,0.8,0.6,6.8,92.5,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q22: To what extent do you get the right opportunities to give feedback on your course?,58.5,80,,14.5,23,17,4,,0,64.1,75.5,-11.4,5.7,0.8,94,5.3,0.8,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q23: To what extent are students' opinions about the course valued by staff?,58.5,80,,12,27,12.5,7,,0,66.7,71.5,-4.8,5.7,0.8,65.9,24.1,10,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q24: How clear is it that students' feedback on the course is acted on?,58.5,80,,5,18,29,6.5,,0,39.3,57.1,-17.8,6.4,0.8,99.2,0.8,0.1,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q25: How well does the students' union (association or guild) represent students' academic interests?,53.5,80,,4,26,19,4.5,,5,56.1,68.9,-12.8,6.3,0.8,94.9,4.4,0.8,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts",Q26: How well communicated was information about your university/college's mental wellbeing support services?,56,80,,6,22,19.5,8.5,,2,50,70.9,-20.9,6.3,0.8,99.8,0.2,0,77,73.8
Full-time,First degree,CAH1,CAH25,"Design, and creative and performing arts","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",58,80,,17.5,30.5,6.5,3.5,,0,82.8,84.4,-1.6,4.6,0.9,42.2,39.1,18.7,77,73.8
