module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name
ECMM164,MSc Dissertation,60,2 and 3,,engineering,2020/1,Engineering
ECMM168,Project Management,15,1,,engineering,2020/1,Engineering
ECMM171,Programming for Engineering,15,1,,engineering,2020/1,Engineering
ECMM172,Management Science,15,2,,engineering,2020/1,Engineering
ECMM178,Computational Techniques for Engineers,15,2,,engineering,2020/1,Engineering
ECMM179,Global Sourcing and Logistics Management,15,2,,engineering,2020/1,Engineering
ECMM180,Business Start-up Project,90,"1, 2 and 3",,engineering,2020/1,Engineering
ECMM181,Entrepreneurship Skills Development 3,30,1,,engineering,2020/1,Engineering
EMP3001,Commercial and Industrial Experience,15,1,,engineering,2020/1,Engineering
EMP3003,Professional Experience,45,1 and 2,,engineering,2020/1,Engineering
EDU2016,Learning for Teaching: School Experience,15,1 and 2,Stage Two Modules,education,2020/1,Education
EDU2017,Learning for Teaching: School Experience,30,1 and 2,Stage Two Modules,education,2020/1,Education
EDU3013,Learning for Teaching: School Experience,15,1 and 2,Stage Three Modules,education,2020/1,Education
EDU3014,Learning for Teaching: School Experience,30,1 and 2,Stage Three Modules,education,2020/1,Education
EDUM030,Professional Learning (School Direct),,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM033,Primary Curriculum Studies,,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM034,Primary Professional Learning,,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM036,Secondary Education and Professional Studies,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM037,Secondary Biology Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM038,Secondary Biology with Psychology Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM039,Secondary Chemistry Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM042,Secondary English Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM043,Secondary French Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM044,Secondary German Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM046,Secondary History Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM047,Secondary Mathematics Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM048,Secondary Physics Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM049,Secondary Physical Education Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM051,Secondary Spanish Subject Knowledge and Pedagogy,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM052,Secondary Professional Learning,,"1, 2 and 3",Masters Modules,education,2020/1,Education
EDUM061,Primary Teaching and Learning,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EFPM266,Principles of Language Learning for TESOL,30,1,Masters Modules,education,2020/1,Education
EFPM268,Developing an Appropriate Language Teaching Methodology,15,1,Masters Modules,education,2020/1,Education
EFPM269,Developing Language Teachers,15,1,Masters Modules,education,2020/1,Education
EFPM270,SEN: Teaching and Learning,30,1,Masters Modules,education,2020/1,Education
EFPM278,SEN Organisational Contexts,30,1 and 2,Masters Modules,education,2020/1,Education
EFPM279,SEN Leading on Teaching and Learning,30,2 and 3,Masters Modules,education,2020/1,Education
EFPM280,Developing Practical Knowledge for TESOL Teaching,30,1 and 2,Masters Modules,education,2020/1,Education
EFPM285,Learning Outcomes Portfolio,,"1, 2 and 3",Masters Modules,education,2020/1,Education
EFPM288,Learning and Teaching in Higher Education,30,1 and 2,Masters Modules,education,2020/1,Education
EFPM292,Bilingual and Multilingual Perspectives on Language Learning and Teaching,15,2,Masters Modules,education,2020/1,Education
EFPM308,Preparing for Educational Research and Dissertation,60,"1, 2 and 3",Masters Modules,education,2020/1,Education
EFPM311,Principles and Practices of Curriculum Development and Syllabus Design,15,1,Masters Modules,education,2020/1,Education
EFPM313,Issues in English Language Teaching,15,1,Masters Modules,education,2020/1,Education
EFPM329,Preparing for TESOL Inquiry and Dissertation,60,,Masters Modules,education,2020/1,Education
EFPM787,Teaching English to Young Learners,15,2,Masters Modules,education,2020/1,Education
EFPM835,Foreign Language Testing and Assessment,15,2,Masters Modules,education,2020/1,Education
EFPM837,Teaching and Researching English for Academic Purposes,15,2,Masters Modules,education,2020/1,Education
EFPM900,The Contemporary Academic in Context,30,1 and 2,Masters Modules,education,2020/1,Education
EFPM902,Creating Effective Learning in Higher Education,30,"1, 2 and 3",Masters Modules,education,2020/1,Education
EFPM906,"Arts Education Theory, Practice and Potential",30,1,Masters Modules,education,2020/1,Education
EFPM907,"Creativity in Education: Valuing, Facilitating and Assessing It",30,2,Masters Modules,education,2020/1,Education
EFPM910,Education Policy,30,2,Masters Modules,education,2020/1,Education
EFPM911,Educational Leadership and Management,30,1,Masters Modules,education,2020/1,Education
EFPM912,Perspectives on International Education,30,1,Masters Modules,education,2020/1,Education
EFPM914,Education Studies,30,1,Masters Modules,education,2020/1,Education
EFPM917,APP End-Point Assessment,,"1, 2 and 3",Masters Modules,education,2020/1,Education
ERPM000,The Nature of Educational Enquiry,30,2,Masters Modules,education,2020/1,Education
ERPM004,Dissertation,60,"1, 2 and 3",Masters Modules,education,2020/1,Education
ERPM005,Designing and Communicating Research,30,1,Masters Modules,education,2020/1,Education
ERPM006,Cognitive and Developmental Psychology,15,2,Masters Modules,education,2020/1,Education
ERPM007,Personality and Individual Differences,15,2,Masters Modules,education,2020/1,Education
ERPM008,Children and Young People's Mental Health,15,2,Masters Modules,education,2020/1,Education
ERPM009,Special Educational Needs: Teaching and Learning,15,1,Masters Modules,education,2020/1,Education
EAF1501,Major Debates in Film Theory,30,2,Stage One Modules,communications,2020/1,Communications
EAF1504,Introduction to Film History,30,1,Stage One Modules,communications,2020/1,Communications
EAF1506,Interrogating Screens,30,1,Stage One Modules,communications,2020/1,Communications
EAF1507,The Contemporary Film and Television Industries,30,2,Stage One Modules,communications,2020/1,Communications
DRA2045,Theatre and Health,30,1,Stage Two Modules,communications,2020/1,Communications
DRA2061B,Digital Theatrecrafts,30,2 and 3,Stage Two Modules,communications,2020/1,Communications
DRA2072,Culture in / as Performance,30,1,Stage Two Modules,communications,2020/1,Communications
DRA2087,Activism and Performance,30,1,Stage Two Modules,communications,2020/1,Communications
EAF2502,Shots in the Dark,30,1,Stage Two Modules,communications,2020/1,Communications
EAF2508,"Cinescapes: Time, Space and Identity",30,1,Stage Two Modules,communications,2020/1,Communications
EAF2510,"Adaptation: Text, Image, Culture",30,2,Stage Two Modules,communications,2020/1,Communications
EAF2511,"Television: Times, Trends and Technologies",30,2,Stage Two Modules,communications,2020/1,Communications
EAF2512,"European Cinemas: Art, Industry, Entertainment",30,2,Stage Two Modules,communications,2020/1,Communications
EAF2513,Filmmaking,30,1,Stage Two Modules,communications,2020/1,Communications
DRA3011,Practice II: Technical Specialisation,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3012,Theatre Practice I: Applied Drama,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3030,Interpretative Acting II,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3061,Practical Essay,30,2,Stage Three Modules,communications,2020/1,Communications
DRA3075,Playwriting,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3076,The Actor's Body: Intercultural Theories and Practices,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3088,Women and Theatre 1700-1928,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3092,Theatre for a Changing Climate,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3094,Theatre Dissertation,30,2,Stage Three Modules,communications,2020/1,Communications
DRA3095,Music Drama,30,1,Stage Three Modules,communications,2020/1,Communications
DRA3100,Physical Performance,30,1,Stage Three Modules,communications,2020/1,Communications
EAF3106,"Female Screens: Representation, Agency and Authorship",30,2,Stage Three Modules,communications,2020/1,Communications
EAF3501,American Independent Film,30,1,Stage Three Modules,communications,2020/1,Communications
EAF3508,Beyond Sex and the City: Becoming a Woman in Western Cinema,30,1,Stage Three Modules,communications,2020/1,Communications
EAF3513,British Screens,30,1,Stage Three Modules,communications,2020/1,Communications
EAF3514,Film Studies Dissertation,30,2,Stage Three Modules,communications,2020/1,Communications
EAF3515,Something to See: War and Visual Media,30,1,Stage Three Modules,communications,2020/1,Communications
EAF3516,Creative Film Dissertation,30,2,Stage Three Modules,communications,2020/1,Communications
EAF3518,Queering British Film and Television,30,2,Stage Three Modules,communications,2020/1,Communications
DRAM103,Cultural Adaptation,30,1 and 2,Masters Modules,communications,2020/1,Communications
DRAM136,Contemporary Performance Practices,30,1,Masters Modules,communications,2020/1,Communications
DRAM141,Ideas Generation and the Creative Process,30,1 and 3,Masters Modules,communications,2020/1,Communications
DRAM142,Creative Management,30,2,Masters Modules,communications,2020/1,Communications
DRAM145,Dissertation (Written or Project),60,1 and 3,Masters Modules,communications,2020/1,Communications
EAFM081,Hearing Film: Film Sound and Music,30,2,Masters Modules,communications,2020/1,Communications
EAFM088,"Sense, Sensation and Cinema",30,1,Masters Modules,communications,2020/1,Communications
EAFM200,Distribution and Markets,30,1,Masters Modules,communications,2020/1,Communications
EAFM201,The Entertainment Value Chain,30,2,Masters Modules,communications,2020/1,Communications
EAFM202,Models of Innovation,30,2,Masters Modules,communications,2020/1,Communications
EAFM203,Dissertation,60,3,Masters Modules,communications,2020/1,Communications
EAFM204,Dissertation Project,60,3,Masters Modules,communications,2020/1,Communications
EAFM205,"The International Film Business: Approaches, Concepts and Strategies",30,1,Masters Modules,communications,2020/1,Communications
PSY1105,Introduction to Behaviour and Evolution,15,1,Stage One Modules,psychology,2020/1,Psychology
PSY1126,Classic Studies in Psychology,15,2,Stage One Modules,psychology,2020/1,Psychology
PSY1202,Introduction to Biological Psychology,15,2,Stage One Modules,psychology,2020/1,Psychology
PSY1203,Introduction to Social Psychology,15,1,Stage One Modules,psychology,2020/1,Psychology
PSY1204,Introduction to Clinical Psychology,15,1,Stage One Modules,psychology,2020/1,Psychology
PSY1205,Introduction to Statistics,15,1 and 2,Stage One Modules,psychology,2020/1,Psychology
PSY1206,Introduction to Research Methods,15,1,Stage One Modules,psychology,2020/1,Psychology
PSY1207,"Cognition, Emotion and Development",15,2,Stage One Modules,psychology,2020/1,Psychology
PSY1208,Workplace Learning,15,1 and 2,Stage One Modules,psychology,2020/1,Psychology
PSY2203,Social Psychology II,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2205,Personality and Individual Differences,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2206,Methods and Statistics in Psychology II,15,1 and 2,Stage Two Modules,psychology,2020/1,Psychology
PSY2209,Cognition Practical I,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2210,Social Practical I,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2212,Cognition Practical II,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2213,Social Practical II,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2214,Observations and Experiments in Animal Behaviour,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2216,Qualitative Methods and Interview Skills,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2217,Wild Behaviour,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2218,Social Practical III,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY2303,Cognition and Emotion,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2304,Biological Basis of Behaviour,15,2,Stage Two Modules,psychology,2020/1,Psychology
PSY2306,Development Psychology and Psychopathology,15,1,Stage Two Modules,psychology,2020/1,Psychology
PSY3401,Psychology Research Project,45,1 and 2,Stage Three Modules,psychology,2020/1,Psychology
PSY3402,Methods and Statistics in Psychology III,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3403,Contemporary Issues in Psychology,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3404,One Year Study Abroad,120,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PSY3405,Psychology Dissertation,30,1 and 2,Stage Three Modules,psychology,2020/1,Psychology
PSY3406,Professional Placement,120,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PSY3411,Psychology and Law,15,1 and 2,Stage Three Modules,psychology,2020/1,Psychology
PSY3412,The Psychology of Gender,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3416,Work and Organisational Psychology,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3417,The Associative Mind,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3419,Studying Cognition and Emotion with Brain Imaging,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3420,Brain Plasticity and Language Learning across the Lifespan,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3425,Cognitive Behavioural Approaches to Mood Disorders,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3426,Parental Psychiatric Disorders and Children's Development,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3427,Compulsive Behaviour,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3431,Comparative Approaches in the Study of Brain and Behaviour,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3432,The Moral Mind,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3437,The Psychology of Addiction,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3439,Social Exclusion and Inclusion in Childhood and Adolescence,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3440,The Psychology of Helping,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3441,Psychology of Close Relationships,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3443,The Social Psychology of Ageing and Ageism,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3444,Foundations of Human Behaviour,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3445,Mechanisms of Face Recognition,15,1,Stage Three Modules,psychology,2020/1,Psychology
PSY3446,Prevention Science in Developmental Psychopathology,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3447,Solitude and Social Withdrawal across the Lifespan,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3448,Sleep and Psychology,15,2,Stage Three Modules,psychology,2020/1,Psychology
PSY3910,Professional Development Experience,5,1 and 2,Stage Three Modules,psychology,2020/1,Psychology
PYC3007,Core Skills for Working with Young People with Mental Health Problems and Their Families,60,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3009,Evidence-based Parenting Interventions,60,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3010,Fundamental Principles 0-5s,20,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3011,Interventions to Enhance Attachment in Vulnerable Groups,20,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3012,Interventions for Existing Diagnosable Problems in Children Aged 1.5 to 5 Years,20,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3019,Engagement and Assessment of Patients with Common Mental Health Problems,20,1,Stage Three Modules,psychology,2020/1,Psychology
PYC3020,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,1,Stage Three Modules,psychology,2020/1,Psychology
PYC3021,"Values, Diversity and Context",20,2,Stage Three Modules,psychology,2020/1,Psychology
PYC3022,Children and Young People's Mental Health Settings: Context and Values,20,2 and 3,Stage Three Modules,psychology,2020/1,Psychology
PYC3023,Fundamental Skills: Assessment and Engagement,20,2 and 3,Stage Three Modules,psychology,2020/1,Psychology
PYC3024,Evidence-based Interventions for Common Mental Health Problems with Children and Young People (Theory and Skills),20,"1, 2 and 3",Stage Three Modules,psychology,2020/1,Psychology
PYC3025,"Working, Assessing and Engaging in Education Settings",20,1 and 2,Stage Three Modules,psychology,2020/1,Psychology
PYC3026,Common Problems and Processes in Education Settings,20,2 and 3,Stage Three Modules,psychology,2020/1,Psychology
PYC3027,Interventions for Emerging Mental Health Difficulties in Education Settings,20,2,Stage Three Modules,psychology,2020/1,Psychology
PYC3028,Autism-Learning Disability Core Knowledge and Skills,20,2,Stage Three Modules,psychology,2020/1,Psychology
PYC3029,"Assessment, Engagement and Formulation with Young People and Families (Autism and Learning Disabilities)",20,2,Stage Three Modules,psychology,2020/1,Psychology
