module_code,academic_year,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning
EMP3003,2019/0,Professional Experience,45.0,1.0,20.0,350.0,80.0,90.0,0.0,10.0,5.0,6.0,No
EFPM292,2019/0,,,,,,,,,,,,
CLA3275,2019/0,,,,,,,,,,,,
MTH1000,2019/0,Foundations,0.0,354.0,84.0,36.0,,0.0,0.0,0.0,,4.0,No
MTH1001,2019/0,Mathematical Structures,30.0,180.0,76.0,224.0,,0.0,100.0,0.0,2.0,4.0,No
MTH1002,2019/0,Mathematical Methods,30.0,180.0,76.0,224.0,,0.0,100.0,,2.0,4.0,No
MTH1003,2019/0,Mathematical Modelling,30.0,181.0,77.0,223.0,0.0,40.0,60.0,0.0,4.0,4.0,No
MTH1004,2019/0,"Probability, Statistics and Data",30.0,276.0,89.0,211.0,,40.0,60.0,,3.0,4.0,No
MTH1100,2019/0,Employability and Preparation for Placement or Internship,0.0,30.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH2001,2019/0,Analysis,30.0,244.0,76.0,224.0,,0.0,100.0,,2.0,5.0,No
MTH2002,2019/0,Algebra,30.0,203.0,76.0,224.0,,0.0,100.0,0.0,2.0,5.0,No
MTH2003,2019/0,Differential Equations,15.0,295.0,38.0,112.0,,0.0,100.0,,1.0,5.0,No
MTH2004,2019/0,Vector Calculus and Applications,15.0,203.0,38.0,112.0,,0.0,100.0,,1.0,5.0,No
MTH2005,2019/0,Modelling: Theory and Practice,30.0,128.0,64.0,236.0,,70.0,30.0,,3.0,5.0,No
MTH2006,2019/0,Statistical Modelling and Inference,30.0,93.0,70.0,230.0,0.0,40.0,60.0,0.0,3.0,5.0,No
MTH2007,2019/0,Independent Study for Exchange Students,15.0,5.0,38.0,112.0,0.0,100.0,0.0,0.0,1.0,5.0,No
MTH2100,2019/0,Employability and Career Resources,0.0,240.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH3001,2019/0,Theory of Weather and Climate,15.0,61.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3004,2019/0,Number Theory,15.0,86.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3006,2019/0,Mathematical Biology and Ecology,15.0,90.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3007,2019/0,Fluid Dynamics,15.0,152.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3008,2019/0,Partial Differential Equations,15.0,88.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3011,2019/0,Nonlinear Systems and Control,15.0,11.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3012,2019/0,Advanced Statistical Modelling,15.0,37.0,33.0,117.0,,40.0,60.0,,3.0,6.0,No
MTH3019,2019/0,Mathematics: History and Culture,15.0,67.0,20.0,130.0,0.0,40.0,50.0,10.0,4.0,6.0,No
MTH3021,2019/0,Combinatorics,15.0,19.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3022,2019/0,"Graphs, Networks and Algorithms",15.0,76.0,33.0,117.0,0.0,0.0,60.0,40.0,2.0,6.0,No
MTH3024,2019/0,Stochastic Processes,15.0,91.0,33.0,117.0,,0.0,100.0,,1.0,6.0,No
MTH3025,2019/0,Semester of Mathematical Studies Abroad,60.0,5.0,,,,100.0,0.0,,,6.0,No
MTH3026,2019/0,Cryptography,15.0,116.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3027,2019/0,Special Topics in Statistics,15.0,,,,,0.0,100.0,,,6.0,No
MTH3028,2019/0,Statistical Inference: Theory and Practice,15.0,80.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3030,2019/0,Mathematics of Climate Change,15.0,33.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3032,2019/0,Applications of Geometry and Topology,15.0,44.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3035,2019/0,Mathematics Group Project,15.0,138.0,22.0,128.0,0.0,70.0,0.0,30.0,5.0,6.0,No
MTH3037,2019/0,Mathematical Sciences Project,15.0,,,,,100.0,0.0,,,6.0,No
MTH3038,2019/0,Galois Theory,15.0,13.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3039,2019/0,Computational Nonlinear Dynamics,15.0,19.0,33.0,117.0,0.0,100.0,0.0,0.0,2.0,6.0,No
MTH3040,2019/0,Topology and Metric Spaces,15.0,24.0,33.0,127.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3041,2019/0,"Bayesian statistics, Philosophy and Practice",15.0,14.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3042,2019/0,Integral Equations,15.0,150.0,33.0,117.0,,20.0,80.0,0.0,2.0,6.0,No
MTH3100,2019/0,Industrial Placement,120.0,6.0,6.0,314.0,880.0,90.0,0.0,10.0,6.0,3.0,No
MTHM001,2019/0,Functional Analysis,15.0,30.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM002,2019/0,Methods for Stochastics and Finance,15.0,58.0,33.0,117.0,,0.0,100.0,,1.0,7.0,No
MTHM003,2019/0,Analysis and Computation for Finance,15.0,49.0,39.0,114.0,,50.0,50.0,,4.0,7.0,No
MTHM004,2019/0,Fractal Geometry,15.0,20.0,33.0,127.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM007,2019/0,Engaging with Research,15.0,20.0,44.0,106.0,0.0,40.0,0.0,60.0,6.0,7.0,No
MTHM008,2019/0,Computational Modelling,15.0,20.0,33.0,117.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM010,2019/0,Representation Theory of Finite Groups,15.0,,33.0,117.0,,20.0,80.0,,3.0,7.0,No
MTHM017,2019/0,Advanced Topics in Statistics,15.0,15.0,36.0,114.0,0.0,100.0,0.0,0.0,2.0,7.0,No
MTHM025,2019/0,The Climate System,15.0,17.0,33.0,117.0,0.0,50.0,50.0,0.0,4.0,7.0,No
MTHM028,2019/0,Algebraic Number Theory,15.0,15.0,33.0,117.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM029,2019/0,Algebraic Curves,15.0,11.0,50.0,100.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM036,2019/0,Research in Mathematical Sciences,15.0,42.0,20.0,130.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM040,2019/0,MSci Project,45.0,3.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM044,2019/0,MMATH Project in Statistics,45.0,20.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM045,2019/0,Space Weather and Plasmas,15.0,21.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM501,2019/0,Working with Data,15.0,15.0,36.0,48.0,0.0,50.0,0.0,50.0,2.0,7.0,No
MTHM502,2019/0,Introduction to Data Science and Statistical Modelling,15.0,15.0,36.0,114.0,0.0,0.0,60.0,40.0,2.0,7.0,No
MTHM503,2019/0,Applications of Data Science and Statistics,15.0,15.0,36.0,114.0,0.0,60.0,40.0,0.0,3.0,7.0,No
MTHM504,2019/0,Applied Data Science and Statistics Project,60.0,15.0,20.0,580.0,0.0,100.0,0.0,0.0,3.0,7.0,No
HIH1411,2019/0,,,,,,,,,,,,
ARCM007,2019/0,,,,,,,,,,,,
ARCM600,2019/0,,,,,,,,,,,,
ENG1001,2020/1,"Fundamentals of Mechanics, Materials and Electronics",45.0,,150.0,300.0,0.0,45.0,55.0,0.0,4.0,4.0,No
ENG1002,2020/1,Engineering Mathematics and Scientific Computing,30.0,,100.0,200.0,0.0,30.0,70.0,0.0,2.0,4.0,No
ENG1005,2020/1,Multi-Disciplinary Group Challenge Project,30.0,,70.0,230.0,,60.0,0.0,40.0,6.0,4.0,No
ENG1006,2020/1,Entrepreneurship 1,15.0,225.0,30.0,120.0,0.0,100.0,0.0,0.0,7.0,4.0,No
ECM1102,2020/1,Core Engineering 1,30.0,195.0,130.0,170.0,0.0,24.0,70.0,6.0,7.0,4.0,No
ECM1106,2020/1,Electronics for Engineers: Core Engineering 2,15.0,206.0,34.0,116.0,0.0,10.0,60.0,30.0,3.0,1.0,No
ECM1107,2020/1,Materials and Manufacturing: Core Engineering 2,15.0,171.0,28.0,122.0,0.0,30.0,70.0,0.0,3.0,1.0,No
ECM1108,2020/1,Engineering Mechanics: Core Engineering 2,15.0,173.0,40.0,110.0,0.0,30.0,70.0,0.0,5.0,1.0,No
ECM1110,2020/1,Engineering Mathematics,30.0,195.0,100.0,200.0,0.0,20.0,80.0,0.0,3.0,4.0,No
ENG2001,2020/1,Civil Engineering Challenge Project,30.0,,40.0,260.0,,0.0,0.0,,4.0,5.0,No
ENG2003,2020/1,Electronic Engineering Challenge Project,30.0,,65.0,225.0,,0.0,0.0,,4.0,5.0,No
ENG2004,2020/1,Entrepreneurship 2,15.0,250.0,25.0,125.0,0.0,100.0,0.0,0.0,6.0,5.0,No
ENG2005,2020/1,Entrepreneurship Challenge Project,30.0,,55.0,245.0,,100.0,0.0,,4.0,5.0,No
ENG2006,2020/1,Industry 4.0,15.0,,36.0,114.0,,100.0,0.0,,2.0,5.0,No
ENG2007,2020/1,Introduction to Fluid Dynamics,15.0,,50.0,100.0,,30.0,70.0,,2.0,5.0,No
ENG2008,2020/1,Microcontroller Engineering,15.0,15.0,63.0,87.0,,40.0,60.0,,4.0,5.0,No
ENG2009,2020/1,Modelling of Engineering Systems,15.0,,33.0,117.0,,50.0,50.0,,2.0,5.0,No
ENG2010,2020/1,Soil Mechanics,15.0,,57.0,93.0,,50.0,35.0,15.0,3.0,5.0,No
ENG2011,2020/1,Solid Mechanics,15.0,,40.0,110.0,,40.0,60.0,,2.0,5.0,No
ENG2012,2020/1,Structural Behaviour,15.0,,42.0,108.0,,15.0,85.0,,2.0,5.0,No
ENG2013,2020/1,Sustainable Design Challenge Project,30.0,,55.0,245.0,,100.0,0.0,,8.0,5.0,No
ENG2014,2020/1,Technology Entrepreneurship,15.0,,11.0,139.0,,0.0,0.0,,2.0,5.0,No
ENG2015,2020/1,Management Challenge Project,30.0,,55.0,245.0,,100.0,0.0,,4.0,5.0,No
ENG2016,2020/1,Introduction in Economics and Company Finance,15.0,,22.0,128.0,,50.0,50.0,,2.0,4.0,No
ECM2102,2020/1,Management and Management Science,15.0,175.0,34.0,116.0,0.0,40.0,60.0,,3.0,5.0,No
ECM2103,2020/1,Introduction to Mechanical Engineering Design,15.0,114.0,34.0,116.0,0.0,100.0,0.0,,4.0,5.0,No
ECM2105,2020/1,Control Engineering,15.0,182.0,33.0,117.0,0.0,30.0,70.0,,2.0,2.0,No
ECM2106,2020/1,Manufacturing Systems,15.0,17.0,22.0,138.0,0.0,30.0,70.0,,3.0,5.0,No
ECM2108,2020/1,Construction Methods and Materials,15.0,46.0,45.0,105.0,0.0,100.0,0.0,0.0,5.0,2.0,No
ECM2109,2020/1,Structures,15.0,145.0,45.0,105.0,0.0,15.0,85.0,0.0,2.0,2.0,No
ECM2110,2020/1,Geotechnics 1,15.0,49.0,50.0,100.0,0.0,50.0,50.0,,2.0,2.0,No
ECM2111,2020/1,Mathematical Modelling of Engineering Systems,15.0,226.0,34.0,116.0,0.0,15.0,85.0,,2.0,5.0,No
ECM2113,2020/1,Thermofluid Engineering,15.0,213.0,46.0,104.0,,40.0,60.0,,3.0,2.0,No
ECM2114,2020/1,Solid Mechanics,15.0,209.0,36.0,114.0,0.0,30.0,70.0,,2.0,2.0,No
ECM2115,2020/1,"PICS, Microcontrollers and Microprocessors",15.0,33.0,51.0,99.0,0.0,40.0,60.0,,4.0,5.0,No
ECM2117,2020/1,Communication and Networking Technologies,15.0,20.0,30.0,120.0,0.0,40.0,60.0,,4.0,2.0,No
ECM2118,2020/1,Analogue and Digital Electronics Design,15.0,24.0,49.0,101.0,0.0,40.0,60.0,,6.0,5.0,No
ECM2119,2020/1,Mathematical Modelling and Control Engineering,15.0,15.0,34.0,116.0,0.0,15.0,85.0,,2.0,2.0,No
ECM2120,2020/1,Materials Engineering,15.0,7.0,28.0,122.0,0.0,30.0,70.0,,3.0,2.0,No
ECM2121,2020/1,Entrepreneurship 2,15.0,200.0,55.0,95.0,0.0,100.0,0.0,0.0,5.0,5.0,No
ENG3001,2020/1,Construction Project Management,15.0,,50.0,100.0,,100.0,0.0,,2.0,6.0,No
ENG3002,2020/1,Decision Making Systems & Decision Theory,15.0,,,,,,,,,6.0,No
ENG3003,2020/1,Digital Engineering and Building Information Modelling,15.0,,33.0,117.0,,100.0,0.0,,2.0,6.0,No
ENG3004,2020/1,Engineering Electromagnetics,15.0,,,,,,,,,6.0,No
ENG3005,2020/1,Fluid Dynamics and CFD,15.0,,50.0,100.0,,60.0,40.0,,3.0,6.0,No
ENG3006,2020/1,Geotechnical Engineering and Foundation Design,15.0,,48.0,102.0,,30.0,50.0,20.0,3.0,6.0,No
ENG3007,2020/1,Global Entrepreneurial Marketing,15.0,,,,,,,,,6.0,No
ENG3008,2020/1,Group Design and Build Project - MEng students,30.0,,,,,,,,,6.0,No
ENG3008A,2020/1,Mechanical Design and Build: Part 1 - Research,15.0,,,,,,,,,,No
ENG3008B,2020/1,Mechanical Design and Build: Part 2 - Development,15,,,,,,,,,,No
ENG3009,2020/1,Structures & Finite Element Analysis,15,,48.0,102.0,,100.0,0.0,,3.0,6.0,No
ENG3010,2020/1,Industrial Awareness & Problem Solving,15,,,,,0.0,0.0,,,6.0,No
ENG3011,2020/1,Management and Leadership,15,,,,,0.0,0.0,,,6.0,No
ENG3012,2020/1,Mechatronics,15,,33.0,,117.0,25.0,70.0,5.0,3.0,6.0,No
ENG3013,2020/1,Structural Mechanics and Dynamics,15,,,,,,,,,,No
ENG3013A,2020/1,Civil Design and Build: Part 1 - Research,15,,18.0,132.0,0.0,50.0,0.0,50.0,2.0,,No
ENG3013B,2020/1,Civil Design and Build: Part 2 - Development,15,,33.0,117.0,,50.0,0.0,50.0,2.0,,No
ENG3014,2020/1,Structural Engineering,15,,35.0,115.0,,35.0,65.0,,3.0,6.0,No
ENG3015,2020/1,Structural Dynamics,15,,40.0,110.0,,30.0,70.0,,2.0,6.0,No
ENG3016,2020/1,Thermodynamics and Heat Transfer,15,,43.0,107.0,,15.0,70.0,15.0,3.0,6.0,No
ENG3017,2020/1,Quality Control and Improvement,15,,,,,,,,,6.0,No
ENG3018,2020/1,Control Engineering,15,,37.0,113.0,,30.0,70.0,,3.0,,No
ENG3019A,2020/1,Management Design and Build: Part 1 - Research,15,,,,,,,,,,No
ENG3019B,2020/1,Management Design and Build: Part 2 - Development,15,,,,,,,,,,No
ENG3020A,2020/1,Entrepreneurship Design and Build: Part 1 - Research,15,,18.0,132.0,,50.0,0.0,50.0,2.0,,No
ENG3020B,2020/1,Entrepreneurship Design and Build: Part 2 - Development,15,,33.0,117.0,,50.0,0.0,50.0,2.0,,No
ENG3021A,2020/1,Electronic Design and Build: Part 1 - Research,15,,,,,,,,,,No
ENG3021B,2020/1,Electronic Design and Build: Part 2 - Development,15,,,,,,,,,,No
ECM3130,2020/1,Engineering in Society and Company Finance,15,183.0,78.0,72.0,0.0,30.0,70.0,,2.0,3.0,No
ECM3149,2020/1,Commercial and Industrial Experience and Individual Project (BEng/MEng),45,7.0,27.0,123.0,300.0,100.0,0.0,0.0,,6.0,No
ECM3150,2020/1,Electromagnetics and Wave Propagation,15,30.0,25.0,125.0,,30.0,70.0,,2.0,6.0,No
ECM3151,2020/1,Thermofluids and Energy Conversion,15,113.0,43.0,107.0,0.0,30.0,70.0,,2.0,6.0,No
ECM3152,2020/1,Computational Engineering,15,79.0,31.0,119.0,29.0,100.0,0.0,,3.0,3.0,No
ECM3153,2020/1,Management of Product Development,15,82.0,22.0,128.0,0.0,40.0,60.0,,3.0,3.0,No
ECM3154,2020/1,Manufacturing,15,28.0,25.0,125.0,0.0,30.0,70.0,,3.0,3.0,No
ECM3155,2020/1,Structural Engineering,15,39.0,37.0,113.0,0.0,35.0,65.0,0.0,3.0,6.0,No
ECM3156,2020/1,Civil Engineering Hydraulics,15,36.0,28.0,122.0,0.0,30.0,70.0,,5.0,3.0,No
ECM3157,2020/1,Geotechnics 2,15,39.0,101.0,49.0,0.0,15.0,50.0,35.0,3.0,3.0,No
ECM3158,2020/1,Water Resources and Pollution Control,15,28.0,48.0,102.0,0.0,30.0,70.0,,3.0,3.0,No
ECM3159,2020/1,Management of Processes and People,15,26.0,24.0,126.0,0.0,40.0,60.0,,3.0,6.0,No
ECM3160,2020/1,Materials,15,49.0,84.0,66.0,0.0,40.0,60.0,,4.0,3.0,No
ECM3161,2020/1,Civil Engineering Design Studies,15,34.0,47.0,103.0,0.0,100.0,0.0,,3.0,3.0,No
ECM3162,2020/1,Electronic Engineering Design Studies,15,30.0,98.0,52.0,0.0,100.0,0.0,,6.0,6.0,No
ECM3163,2020/1,Mechanical Engineering Design Studies,15,86.0,44.0,108.0,0.0,100.0,0.0,0.0,4.0,3.0,No
ECM3164,2020/1,Operations Management,15,39.0,22.0,128.0,0.0,30.0,70.0,,2.0,6.0,No
ECM3165,2020/1,Digital Signal Processing,15,20.0,45.0,105.0,0.0,40.0,60.0,,5.0,3.0,No
ECM3166,2020/1,Communications Engineering,15,17.0,50.0,100.0,0.0,20.0,60.0,20.0,4.0,3.0,No
ECM3171,2020/1,Computer Aided Engineering Drawing,15,101.0,27.0,123.0,0.0,100.0,0.0,0.0,4.0,6.0,No
ECM3172,2020/1,Study Abroad Semester,60,10.0,0.0,0.0,600.0,100.0,0.0,0.0,2.0,6.0,No
ECM3173,2020/1,Structural Dynamics,15,80.0,40.0,110.0,,25.0,75.0,,2.0,6.0,No
ECM3174,2020/1,Year in Industry,120,4.0,6.0,,,80.0,0.0,20.0,4.0,6.0,No
ECM3175,2020/1,Individual Project,30,106.0,27.0,300.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ECM3176,2020/1,Industrial Awareness and Problem Solving,15,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No
ECM3177,2020/1,Market Research and Business Planning,15,50.0,12.0,138.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ENGM001,2020/1,Additive Manufacturing,15,,16.0,137.0,,40.0,60.0,,2.0,7.0,No
ENGM002,2020/1,Advanced Communication Systems,15,,33.0,117.0,,40.0,60.0,,5.0,7.0,No
ENGM003,2020/1,Advanced Finite Element Analysis (FEA),15,,33.0,117.0,,0.0,0.0,,3.0,7.0,No
ENGM005,2020/1,Business Start-up Project,90,,,900.0,,100.0,0.0,,1.0,7.0,No
ENGM006,2020/1,Civil Engineering Materials,15,,44.0,106.0,,30.0,70.0,,2.0,7.0,No
ENGM008,2020/1,Design of Reinforced Concrete and Steel Structures,15,,26.0,124.0,,30.0,70.0,,3.0,7.0,No
ENGM009,2020/1,Electric Machines and Power Electronics,15,,47.0,103.0,,30.0,70.0,,4.0,7.0,No
ENGM010,2020/1,Data-Centric Engineering,15,,33.0,117.0,,100.0,0.0,,4.0,7.0,No
ENGM011,2020/1,Entrepreneurship 3,30,,22.0,278.0,,100.0,0.0,,2.0,7.0,No
ENGM012,2020/1,Performance Based Design Under Dynamic Loading,15,,33.0,117.0,,30.0,70.0,,2.0,7.0,No
ENGM014,2020/1,Individual Project - MEng students,45,,,,,,,,,7.0,No
ENGM015,2020/1,MEng Individual Investigative Project,45,,22.0,428.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM016,2020/1,Metamaterials,15,,33.0,117.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM017,2020/1,Composite Materials,15,,22.0,128.0,,40.0,60.0,,2.0,7.0,No
ENGM018,2020/1,Nonlinear Control,15,,35.0,115.0,,30.0,70.0,,2.0,7.0,No
ENGM019,2020/1,Quality Engineering & Management,15,,22.0,128.0,,0.0,0.0,,2.0,7.0,No
ENGM020,2020/1,Robotics and Automation,15,,63.0,87.0,,60.0,40.0,,3.0,7.0,No
ENGM021,2020/1,Smart Production Systems,15,,33.0,117.0,,0.0,100.0,,2.0,7.0,No
ENGM023,2020/1,Sustainable Manufacturing,15,,22.0,128.0,,100.0,0.0,,1.0,7.0,No
ENGM024,2020/1,Trauma and Degeneration,15,,,,,,,,,7.0,No
ENGM025,2020/1,Smart Civil Structures,15,,44.0,106.0,,65.0,35.0,,4.0,,No
ENGM026,2020/1,"Design, Innovation & Entrepreneurship",15,,22.0,128.0,,100.0,0.0,0.0,1.0,7.0,No
ENGM027,2020/1,Engineering Management Science,30,150.0,66.0,234.0,,100.0,0.0,0.0,3.0,,No
ENGM028,2020/1,MSc Industrial Placement,60,20.0,20.0,80.0,500.0,80.0,0.0,20.0,,7.0,No
ECMM102,2020/1,Group Project (MEng),60,75.0,0.0,600.0,,100.0,0.0,,2.0,7.0,No
ECMM103,2020/1,Computer Aided Engineering Design,15,37.0,28.0,122.0,0.0,100.0,0.0,,4.0,7.0,No
ECMM107,2020/1,Mechanics of Materials,15,0.0,28.0,122.0,,30.0,70.0,,2.0,7.0,No
ECMM108,2020/1,Advanced Structural Engineering,15,0.0,22.0,128.0,,50.0,50.0,0.0,3.0,7.0,No
ECMM109,2020/1,Advanced Geotechnical Engineering,15,0.0,22.0,128.0,0.0,50.0,50.0,0.0,3.0,7.0,No
ECMM110,2020/1,Water and Environmental Systems,15,0.0,22.0,128.0,,65.0,0.0,35.0,3.0,7.0,No
ECMM112,2020/1,Manufacturing Supply Chain Management,15,30.0,22.0,128.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM113,2020/1,"Agile, Lean and Competitive Enterprise",15,60.0,44.0,106.0,,100.0,0.0,0.0,2.0,7.0,No
ECMM124,2020/1,Hydroinformatics Tools,15,0.0,40.0,110.0,,30.0,70.0,,2.0,7.0,No
ECMM127,2020/1,Advanced Materials Engineering,15,0.0,22.0,128.0,,30.0,70.0,,3.0,7.0,No
ECMM128,2020/1,Management Concepts,15,0.0,22.0,128.0,,0.0,100.0,0.0,1.0,7.0,No
ECMM132,2020/1,Urban Drainage and Waste Water Management,15,0.0,44.0,106.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM133,2020/1,Water Supply and Distribution Management,15,0.0,36.0,114.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM134,2020/1,Environmental Processes,15,0.0,34.0,116.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM136,2020/1,Systems Analysis in Engineering,15,0.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM140,2020/1,Vibration Engineering,15,0.0,33.0,117.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM141,2020/1,Multivariable State-Space Control,15,0.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,7.0,No
ECMM142,2020/1,Contemporary Advanced Materials Research,15,0.0,22.0,128.0,0.0,80.0,0.0,20.0,5.0,7.0,No
ECMM144,2020/1,Environmental and Computational Hydraulics,15,0.0,36.0,114.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM145,2020/1,Computational Hydrology,15,20.0,36.0,114.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM146,2020/1,Mathematical Modelling of Waste Water Treatment Processes,15,19.0,36.0,114.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM147,2020/1,Mechatronics: Sensors and Machine Automation,15,47.0,33.0,117.0,0.0,25.0,70.0,5.0,3.0,7.0,No
ECMM148,2020/1,Advanced CFD,15,0.0,26.0,124.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM149,2020/1,Linear Systems and Structural Analysis,15,0.0,33.0,117.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM150,2020/1,Structural Design,15,0.0,37.0,113.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM151,2020/1,Introduction to Earthquake Engineering,15,0.0,50.0,100.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM153,2020/1,Conceptual Design of Buildings,15,30.0,40.0,110.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM158,2020/1,Active and Passive Structural Control,15,0.0,40.0,110.0,0.0,30.0,70.0,,2.0,7.0,No
ECMM159,2020/1,Structural Health and Performance Monitoring,15,0.0,44.0,106.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM160,2020/1,Engineering Materials and the Environment,15,0.0,22.0,128.0,0.0,40.0,60.0,0.0,4.0,7.0,No
ECMM162,2020/1,Water Management in Developing Countries,15,0.0,30.0,115.0,0.0,0.0,100.0,0.0,1.0,7.0,No
ECMM163,2020/1,Sustainable Engineering,15.0,0.0,40.0,110.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM164,2020/1,MSc Dissertation,60.0,200.0,22.0,578.0,0.0,0.0,90.0,10.0,3.0,7.0,No
ECMM168,2020/1,Project Management,15.0,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM171,2020/1,Programming for Engineering,15.0,66.0,36.0,114.0,0.0,80.0,0.0,20.0,3.0,7.0,No
ECMM172,2020/1,Management Science,15.0,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM178,2020/1,Computational Techniques for Engineers,15.0,0.0,26.0,124.0,0.0,0.0,0.0,100.0,2.0,7.0,No
ECMM179,2020/1,Global Sourcing and Logistics Management,15.0,0.0,22.0,128.0,0.0,100.0,0.0,,1.0,7.0,No
ECMM180,2020/1,Business Start-up Project,90.0,50.0,0.0,100.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM181,2020/1,Entrepreneurship Skills Development 3,30.0,50.0,100.0,200.0,0.0,100.0,0.0,0.0,4.0,7.0,No
EMP3001,2020/1,Commercial and Industrial Experience,15.0,31.0,9.0,61.0,80.0,100.0,0.0,,2.0,6.0,No
EMP3003,2020/1,Professional Experience,45.0,1.0,20.0,350.0,80.0,90.0,0.0,10.0,5.0,6.0,No
EDUM030,2020/1,,,,,,,,,,,,
EFPM900,2020/1,,,,,,,,,,,,
MTH1000,2020/1,Foundations,0.0,300.0,84.0,36.0,,0.0,0.0,0.0,,4.0,No
MTH1001,2020/1,Mathematical Structures,30.0,200.0,76.0,224.0,,0.0,100.0,0.0,2.0,4.0,No
MTH1002,2020/1,Mathematical Methods,30.0,200.0,76.0,224.0,,0.0,100.0,,2.0,4.0,No
MTH1003,2020/1,Mathematical Modelling,30.0,200.0,88.0,212.0,0.0,40.0,60.0,0.0,4.0,4.0,No
MTH1004,2020/1,"Probability, Statistics and Data",30.0,275.0,89.0,211.0,,40.0,60.0,,3.0,4.0,No
MTH1100,2020/1,Employability and Preparation for Placement or Internship,0.0,30.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH2003,2020/1,Differential Equations,15.0,300.0,38.0,112.0,,10.0,90.0,0.0,2.0,5.0,No
MTH2004,2020/1,Vector Calculus and Applications,15.0,250.0,33.0,118.0,,10.0,90.0,,2.0,5.0,No
MTH2005,2020/1,Modelling: Theory and Practice,30.0,128.0,64.0,236.0,,70.0,30.0,,3.0,5.0,No
MTH2006,2020/1,Statistical Modelling and Inference,30.0,128.0,70.0,230.0,0.0,30.0,70.0,0.0,3.0,5.0,No
MTH2007,2020/1,Independent Study for Exchange Students,15.0,5.0,38.0,112.0,0.0,100.0,0.0,0.0,1.0,5.0,No
MTH2008,2020/1,Real Analysis,15.0,260.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
MTH2009,2020/1,Complex Analysis,15.0,200.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
