module_code,academic_year,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning
MTH2010,2020/1,"Groups, Rings and Fields",15.0,120.0,38.0,112.0,,10.0,90.0,0.0,2.0,5.0,No
MTH2011,2020/1,Linear Algebra,15.0,230.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
MTH2100,2020/1,Employability and Career Resources,0.0,240.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH3001,2020/1,Theory of Weather and Climate,15.0,61.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3004,2020/1,Number Theory,15.0,100.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3006,2020/1,Mathematical Biology and Ecology,15.0,90.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3007,2020/1,Fluid Dynamics,15.0,152.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3008,2020/1,Partial Differential Equations,15.0,88.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3011,2020/1,Nonlinear Systems and Control,15.0,11.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3012,2020/1,Advanced Statistical Modelling,15.0,37.0,33.0,117.0,,100.0,0.0,0.0,3.0,7.0,No
MTH3019,2020/1,Mathematics: History and Culture,15.0,67.0,20.0,130.0,0.0,40.0,50.0,10.0,4.0,6.0,No
MTH3021,2020/1,Combinatorics,15.0,19.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3022,2020/1,"Graphs, Networks and Algorithms",15.0,76.0,33.0,117.0,0.0,0.0,60.0,40.0,3.0,6.0,No
MTH3024,2020/1,Stochastic Processes,15.0,100.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3025,2020/1,Semester of Mathematical Studies Abroad,60.0,5.0,,,,100.0,0.0,,,6.0,No
MTH3026,2020/1,Cryptography,15.0,116.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3028,2020/1,Statistical Inference: Theory and Practice,15.0,80.0,33.0,117.0,,40.0,60.0,,2.0,6.0,No
MTH3030,2020/1,Mathematics of Climate Change,15.0,170.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3032,2020/1,Applications of Geometry and Topology,15.0,44.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3035,2020/1,Mathematics Group Project,15.0,138.0,22.0,128.0,0.0,85.0,0.0,15.0,5.0,6.0,No
MTH3037,2020/1,Mathematical Sciences Project,15.0,,,,,100.0,0.0,,,6.0,No
MTH3038,2020/1,Galois Theory,15.0,30.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3039,2020/1,Computational Nonlinear Dynamics,15.0,19.0,33.0,117.0,0.0,100.0,0.0,0.0,2.0,6.0,No
MTH3040,2020/1,Topology and Metric Spaces,15.0,24.0,33.0,127.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3041,2020/1,"Bayesian statistics, Philosophy and Practice",15.0,25.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3042,2020/1,Integral Equations,15.0,150.0,33.0,117.0,,20.0,80.0,0.0,2.0,6.0,No
MTH3100,2020/1,Industrial Placement,120.0,6.0,6.0,314.0,880.0,90.0,0.0,10.0,6.0,3.0,No
MTHM001,2020/1,Functional Analysis,15.0,20.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM002,2020/1,Methods for Stochastics and Finance,15.0,58.0,33.0,117.0,,0.0,100.0,,3.0,7.0,No
MTHM003,2020/1,Analysis and Computation for Finance,15.0,49.0,39.0,114.0,,50.0,50.0,,4.0,7.0,No
MTHM004,2020/1,Fractal Geometry,15.0,20.0,33.0,127.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM005,2020/1,Mathematical Sciences Project,30.0,34.0,22.0,278.0,,90.0,0.0,10.0,2.0,7.0,No
MTHM006,2020/1,Mathematical Theory of Option Pricing,15.0,48.0,22.0,128.0,,20.0,80.0,0.0,3.0,7.0,No
MTHM007,2020/1,Engaging with Research,15.0,20.0,44.0,106.0,0.0,100.0,0.0,0.0,4.0,7.0,No
MTHM008,2020/1,Computational Modelling,15.0,20.0,33.0,117.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM009,2020/1,Advanced Topics in Mathematical & Computational Biology,15.0,10.0,33.0,117.0,0.0,100.0,0.0,0.0,1.0,7.0,No
MTHM010,2020/1,Representation Theory of Finite Groups,15.0,,33.0,117.0,,20.0,80.0,,3.0,7.0,No
MTHM017,2020/1,Advanced Topics in Statistics,15.0,50.0,30.0,120.0,0.0,100.0,0.0,0.0,2.0,7.0,No
MTHM018,2020/1,Dynamical Systems and Chaos,15.0,33.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM019,2020/1,Fluid Dynamics of Atmospheres and Oceans,15.0,23.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM021,2020/1,Advanced Mathematics Project,60.0,25.0,22.0,578.0,0.0,90.0,0.0,10.0,2.0,7.0,No
MTHM023,2020/1,Modelling the Weather and Climate,15.0,5.0,33.0,117.0,0.0,50.0,50.0,0.0,3.0,7.0,No
MTHM029,2020/1,Algebraic Curves,15.0,11.0,50.0,100.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM030,2020/1,"Waves, Instabilities and Turbulence",15.0,13.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM031,2020/1,Magnetic Fields and Fluid Flows,15.0,21.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM032,2020/1,"Mathematics, Business and Finance Project",30.0,4.0,22.0,278.0,,100.0,0.0,0.0,3.0,7.0,No
MTHM033,2020/1,Statistical Modelling in Space and Time,15.0,20.0,33.0,115.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM036,2020/1,Research in Mathematical Sciences,15.0,42.0,20.0,130.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM040,2020/1,MSci Project,45.0,3.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM041,2020/1,Analytic Number Theory,15.0,30.0,33.0,117.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM044,2020/1,MMATH Project in Statistics,45.0,20.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM045,2020/1,Space Weather and Plasmas,15.0,10.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM047,2020/1,"Bayesian Statistics, Philosophy and Practice",15.0,28.0,33.0,117.0,0.0,70.0,30.0,0.0,3.0,7.0,No
MTHM048,2020/1,Ergodic Theory,15.0,20.0,33.0,117.0,0.0,20.0,80.0,,3.0,7.0,No
MTHM050,2020/1,Research Project in Statistics,60.0,,20.0,580.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM501,2020/1,Working with Data,15.0,50.0,30.0,120.0,0.0,100.0,0.0,0.0,1.0,7.0,No
MTHM502,2020/1,Introduction to Data Science and Statistical Modelling,15.0,15.0,36.0,114.0,0.0,0.0,60.0,40.0,2.0,7.0,No
MTHM503,2020/1,Applications of Data Science and Statistics,15.0,50.0,36.0,114.0,0.0,100.0,0.0,0.0,2.0,7.0,No
MTHM504,2020/1,Applied Data Science and Statistics Project,60.0,50.0,20.0,580.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM505,2020/1,Data Science and Statistical Modelling in Space and Time,15.0,50.0,30.0,118.0,,100.0,0.0,,2.0,,No
MTHM506,2020/1,Statistical Data Modelling,15.0,50.0,30.0,120.0,,100.0,0.0,,3.0,7.0,No
MTHM507,2020/1,Communicating Data Science,15.0,50.0,40.0,110.0,,100.0,0.0,,3.0,7.0,No
BEEM062,2020/1,,,,,,,,,,,,
BEP1140,2021/2,,,,,,,,,,,,
BUS1908,2021/2,,,,,,,,,,,,
BEMM496Z,2021/2,,,,,,,,,,,,
BEMM497Z,2021/2,,,,,,,,,,,,
BEMM498Z,2021/2,,,,,,,,,,,,
ENG1002,2021/2,Engineering Mathematics and Scientific Computing,30.0,200.0,100.0,200.0,0.0,30.0,70.0,0.0,2.0,4.0,No
ENG1005,2021/2,Multi-Disciplinary Group Challenge Project,30.0,,70.0,230.0,,60.0,0.0,40.0,5.0,4.0,No
ENG1006,2021/2,Entrepreneurship 1,15.0,225.0,30.0,120.0,0.0,100.0,0.0,0.0,7.0,4.0,No
ENG1007,2021/2,Fundamentals of Mechanics,15.0,,44.0,106.0,0.0,40.0,60.0,0.0,4.0,4.0,No
ENG1008,2021/2,Fundamentals of Materials,15.0,,44.0,106.0,0.0,45.0,55.0,0.0,3.0,4.0,No
ENG1009,2021/2,Fundamentals of Electronics,15.0,,76.0,74.0,0.0,45.0,55.0,0.0,3.0,4.0,No
ECM1102,2021/2,Core Engineering 1,30,195.0,130.0,170.0,0.0,24.0,70.0,6.0,7.0,4.0,No
ECM1106,2021/2,Electronics for Engineers: Core Engineering 2,15,206.0,34.0,116.0,0.0,10.0,60.0,30.0,3.0,1.0,No
ECM1107,2021/2,Materials and Manufacturing: Core Engineering 2,15,171.0,28.0,122.0,0.0,30.0,70.0,0.0,3.0,1.0,No
ECM1108,2021/2,Engineering Mechanics: Core Engineering 2,15,173.0,40.0,110.0,0.0,30.0,70.0,0.0,5.0,1.0,No
ECM1110,2021/2,Engineering Mathematics,30,195.0,100.0,200.0,0.0,20.0,80.0,0.0,3.0,4.0,No
ECM1111,2021/2,Entrepreneurship Skills Development 1,15,225.0,45.0,105.0,0.0,100.0,0.0,0.0,9.0,4.0,No
ENG2001,2021/2,Civil Engineering Challenge Project,30,60.0,85.0,205.0,,0.0,0.0,,5.0,5.0,No
ENG2003,2021/2,Electronic Engineering Challenge Project,30,23.0,70.0,230.0,,100.0,0.0,,6.0,5.0,No
ENG2004,2021/2,Entrepreneurship 2,15,250.0,25.0,125.0,0.0,100.0,0.0,0.0,5.0,5.0,No
ENG2005,2021/2,Entrepreneurship Challenge Project,30,,55.0,245.0,,100.0,0.0,,5.0,5.0,No
ENG2006,2021/2,Industry 4.0,15,,24.0,126.0,,100.0,0.0,,3.0,5.0,No
ENG2007,2021/2,Introduction to Fluid Dynamics,15,,50.0,100.0,,30.0,70.0,,2.0,5.0,No
ENG2008,2021/2,Microcontroller Engineering,15,15.0,63.0,87.0,,40.0,60.0,,4.0,5.0,No
ENG2009,2021/2,Modelling of Engineering Systems,15,,33.0,117.0,,50.0,50.0,,2.0,5.0,No
ENG2010,2021/2,Soil Mechanics,15,,57.0,93.0,,50.0,35.0,15.0,3.0,5.0,No
ENG2011,2021/2,Solid Mechanics,15,,25.0,125.0,0.0,20.0,80.0,,2.0,5.0,No
ENG2012,2021/2,Structural Behaviour,15,160.0,39.0,111.0,,15.0,85.0,,2.0,5.0,No
ENG2013,2021/2,Sustainable Design Challenge Project,30,,55.0,245.0,,100.0,0.0,,4.0,5.0,No
ENG2014,2021/2,Technology Entrepreneurship,15,20.0,19.0,131.0,,100.0,0.0,,2.0,5.0,No
ENG2015,2021/2,Management Challenge Project,30,,55.0,245.0,,100.0,0.0,,4.0,5.0,No
ENG2016,2021/2,Introduction in Economics and Company Finance,15,,22.0,128.0,,50.0,50.0,,2.0,4.0,No
ENG2017,2021/2,Communication and Networking Technologies,15,20.0,30.0,120.0,0.0,40.0,60.0,,4.0,2.0,No
ENG2118,2021/2,Analogue and Digital Electronics Design,15,24.0,50.0,100.0,,40.0,60.0,,5.0,,No
ECM2102,2021/2,Management and Management Science,15,175.0,34.0,116.0,0.0,40.0,60.0,,3.0,5.0,No
ECM2103,2021/2,Introduction to Mechanical Engineering Design,15,114.0,34.0,116.0,0.0,100.0,0.0,,4.0,5.0,No
ECM2105,2021/2,Control Engineering,15,182.0,33.0,117.0,0.0,30.0,70.0,,2.0,2.0,No
ECM2106,2021/2,Manufacturing Systems,15,17.0,22.0,138.0,0.0,30.0,70.0,,3.0,5.0,No
ECM2108,2021/2,Construction Methods and Materials,15,46.0,45.0,105.0,0.0,100.0,0.0,0.0,5.0,2.0,No
ECM2109,2021/2,Structures,15,145.0,45.0,105.0,0.0,15.0,85.0,0.0,2.0,2.0,No
ECM2110,2021/2,Geotechnics 1,15,49.0,50.0,100.0,0.0,50.0,50.0,,2.0,2.0,No
ECM2111,2021/2,Mathematical Modelling of Engineering Systems,15,226.0,34.0,116.0,0.0,15.0,85.0,,2.0,5.0,No
ECM2113,2021/2,Thermofluid Engineering,15,213.0,46.0,104.0,,40.0,60.0,,3.0,2.0,No
ECM2114,2021/2,Solid Mechanics,15,209.0,36.0,114.0,0.0,30.0,70.0,,2.0,2.0,No
ECM2117,2021/2,Communication and Networking Technologies,15,20.0,30.0,120.0,0.0,40.0,60.0,,4.0,2.0,No
ECM2118,2021/2,Analogue and Digital Electronics Design,15,24.0,49.0,101.0,0.0,40.0,60.0,,6.0,5.0,No
ECM2119,2021/2,Mathematical Modelling and Control Engineering,15,15.0,34.0,116.0,0.0,15.0,85.0,,2.0,2.0,No
ECM2120,2021/2,Materials Engineering,15,7.0,28.0,122.0,0.0,30.0,70.0,,3.0,2.0,No
ECM2121,2021/2,Entrepreneurship 2,15,200.0,55.0,95.0,0.0,100.0,0.0,0.0,5.0,5.0,No
ENG3001,2021/2,Construction Project Management,15,,50.0,100.0,,100.0,0.0,,2.0,6.0,No
ENG3002,2021/2,Decision Making Systems & Decision Theory,15,,,,,,,,,6.0,No
ENG3003,2021/2,Digital Engineering and Building Information Modelling,15,,33.0,117.0,,100.0,0.0,,2.0,6.0,No
ENG3004,2021/2,Engineering Electromagnetics,15,,,,,,,,,6.0,No
ENG3005,2021/2,Fluid Dynamics and CFD,15,,50.0,100.0,,60.0,40.0,,3.0,6.0,No
ENG3006,2021/2,Geotechnical Engineering and Foundation Design,15,,48.0,102.0,,30.0,50.0,20.0,3.0,6.0,No
ENG3007,2021/2,Global Entrepreneurial Marketing,15,,,,,,,,,6.0,No
ENG3008,2021/2,Group Design and Build Project - MEng students,30,,,,,,,,,6.0,No
ENG3008A,2021/2,Mechanical Design and Build: Part 1 - Research,15,,18.0,132.0,0.0,50.0,0.0,50.0,2.0,6.0,No
ENG3008B,2021/2,Mechanical Design and Build: Part 2 - Development,15,,33.0,117.0,0.0,50.0,0.0,50.0,2.0,6.0,No
ENG3009,2021/2,Structures & Finite Element Analysis,15,,48.0,102.0,,100.0,0.0,,3.0,6.0,No
ENG3010,2021/2,Industrial Awareness & Problem Solving,15,,,,,0.0,0.0,,,6.0,No
ENG3011,2021/2,Management and Leadership,15,,,,,0.0,0.0,,,6.0,No
ENG3012,2021/2,Mechatronics,15,,33.0,,117.0,25.0,70.0,5.0,3.0,6.0,No
ENG3013,2021/2,Structural Mechanics and Dynamics,15,,,,,,,,,,No
ENG3013A,2021/2,Civil Design and Build: Part 1 - Research,15,,18.0,132.0,0.0,50.0,0.0,50.0,2.0,,No
ENG3013B,2021/2,Civil Design and Build: Part 2 - Development,15,,33.0,117.0,,50.0,0.0,50.0,2.0,,No
ENG3014,2021/2,Structural Engineering,15,,35.0,115.0,,35.0,65.0,,3.0,6.0,No
ENG3015,2021/2,Structural Dynamics,15,,40.0,110.0,,30.0,70.0,,2.0,6.0,No
ENG3016,2021/2,Thermodynamics and Heat Transfer,15,,43.0,107.0,,15.0,70.0,15.0,3.0,6.0,No
ENG3017,2021/2,Quality Control and Improvement,15,,,,,,,,,6.0,No
ENG3018,2021/2,Control Engineering,15,180.0,32.0,118.0,0.0,25.0,75.0,0.0,2.0,6.0,No
ENG3019A,2021/2,Management Design and Build: Part 1 - Research,15,,,,,,,,,,No
ENG3019B,2021/2,Management Design and Build: Part 2 - Development,15,,,,,,,,,,No
ENG3020A,2021/2,Entrepreneurship Design and Build: Part 1 - Research,15,,18.0,132.0,,50.0,0.0,50.0,2.0,,No
ENG3020B,2021/2,Entrepreneurship Design and Build: Part 2 - Development,15,,33.0,117.0,,50.0,0.0,50.0,2.0,,No
ENG3021A,2021/2,Electronic Design and Build: Part 1 - Research,15,,,,,,,,,,No
ENG3021B,2021/2,Electronic Design and Build: Part 2 - Development,15,,,,,,,,,,No
ECM3130,2021/2,Engineering in Society and Company Finance,15,183.0,78.0,72.0,0.0,30.0,70.0,,2.0,3.0,No
ECM3149,2021/2,Commercial and Industrial Experience and Individual Project (BEng/MEng),45,7.0,27.0,123.0,300.0,100.0,0.0,0.0,,6.0,No
ECM3150,2021/2,Electromagnetics and Wave Propagation,15,30.0,25.0,125.0,,30.0,70.0,,2.0,6.0,No
ECM3151,2021/2,Thermofluids and Energy Conversion,15,113.0,43.0,107.0,0.0,30.0,70.0,,2.0,6.0,No
ECM3152,2021/2,Computational Engineering,15,79.0,31.0,119.0,29.0,100.0,0.0,,3.0,3.0,No
ECM3153,2021/2,Management of Product Development,15,82.0,22.0,128.0,0.0,40.0,60.0,,3.0,3.0,No
ECM3154,2021/2,Manufacturing,15,28.0,25.0,125.0,0.0,30.0,70.0,,3.0,3.0,No
ECM3155,2021/2,Structural Engineering,15,39.0,37.0,113.0,0.0,35.0,65.0,0.0,3.0,6.0,No
ECM3156,2021/2,Civil Engineering Hydraulics,15,36.0,28.0,122.0,0.0,30.0,70.0,,5.0,3.0,No
ECM3157,2021/2,Geotechnics 2,15,39.0,101.0,49.0,0.0,15.0,50.0,35.0,3.0,3.0,No
ECM3158,2021/2,Water Resources and Pollution Control,15,28.0,48.0,102.0,0.0,30.0,70.0,,3.0,3.0,No
ECM3159,2021/2,Management of Processes and People,15,26.0,24.0,126.0,0.0,40.0,60.0,,3.0,6.0,No
ECM3160,2021/2,Materials,15,49.0,84.0,66.0,0.0,40.0,60.0,,4.0,3.0,No
ECM3161,2021/2,Civil Engineering Design Studies,15,34.0,47.0,103.0,0.0,100.0,0.0,,3.0,3.0,No
ECM3162,2021/2,Electronic Engineering Design Studies,15,30.0,33.0,117.0,0.0,100.0,0.0,,6.0,6.0,No
ECM3163,2021/2,Mechanical Engineering Design Studies,15,86.0,44.0,108.0,0.0,100.0,0.0,0.0,4.0,3.0,No
ECM3164,2021/2,Operations Management,15,39.0,22.0,128.0,0.0,30.0,70.0,,2.0,6.0,No
ECM3165,2021/2,Digital Signal Processing,15,20.0,45.0,105.0,0.0,40.0,60.0,,5.0,3.0,No
ECM3166,2021/2,Communications Engineering,15,17.0,50.0,100.0,0.0,20.0,60.0,20.0,4.0,3.0,No
ECM3171,2021/2,Computer Aided Engineering Drawing,15,101.0,27.0,123.0,0.0,100.0,0.0,0.0,4.0,6.0,No
ECM3172,2021/2,Study Abroad Semester,60,10.0,0.0,0.0,600.0,100.0,0.0,0.0,2.0,6.0,No
ECM3173,2021/2,Structural Dynamics,15,80.0,40.0,110.0,,25.0,75.0,,2.0,6.0,No
ECM3174,2021/2,Year in Industry,120,4.0,6.0,,,80.0,0.0,20.0,4.0,6.0,No
ECM3175,2021/2,Individual Project,30,106.0,27.0,300.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ECM3176,2021/2,Industrial Awareness and Problem Solving,15,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No
ECM3177,2021/2,Market Research and Business Planning,15,50.0,12.0,138.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ENGM001,2021/2,Additive Manufacturing,15,,16.0,137.0,,40.0,60.0,,2.0,7.0,No
ENGM002,2021/2,Advanced Communication Systems,15,,33.0,117.0,,40.0,60.0,,5.0,7.0,No
ENGM003,2021/2,Advanced Finite Element Analysis (FEA),15,,33.0,117.0,,0.0,0.0,,3.0,7.0,No
ENGM005,2021/2,Business Start-up Project,90,,,900.0,,100.0,0.0,,1.0,7.0,No
ENGM006,2021/2,Civil Engineering Materials,15,,44.0,106.0,,30.0,70.0,,2.0,7.0,No
ENGM008,2021/2,Design of Reinforced Concrete and Steel Structures,15,,26.0,124.0,,30.0,70.0,,3.0,7.0,No
ENGM009,2021/2,Electric Machines and Power Electronics,15,,47.0,103.0,,30.0,70.0,,4.0,7.0,No
ENGM010,2021/2,Data-Centric Engineering,15,,33.0,117.0,,100.0,0.0,,4.0,7.0,No
ENGM011,2021/2,Entrepreneurship 3,30,,22.0,278.0,,100.0,0.0,,2.0,7.0,No
ENGM012,2021/2,Performance Based Design Under Dynamic Loading,15,,33.0,117.0,,30.0,70.0,,2.0,7.0,No
ENGM014,2021/2,Individual Project - MEng students,45,,,,,,,,,7.0,No
ENGM015,2021/2,MEng Individual Investigative Project,45,,22.0,428.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM016,2021/2,Metamaterials,15,,33.0,117.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM017,2021/2,Composite Materials,15,,22.0,128.0,,40.0,60.0,,2.0,7.0,No
ENGM018,2021/2,Nonlinear Control,15,,35.0,115.0,,30.0,70.0,,2.0,7.0,No
ENGM019,2021/2,Quality Engineering & Management,15,,22.0,128.0,,0.0,0.0,,2.0,7.0,No
ENGM020,2021/2,Robotics and Automation,15,,63.0,87.0,,60.0,40.0,,3.0,7.0,No
ENGM021,2021/2,Smart Production Systems,15,,33.0,117.0,,0.0,100.0,,2.0,7.0,No
ENGM023,2021/2,Sustainable Manufacturing,15,,22.0,128.0,,100.0,0.0,,1.0,7.0,No
ENGM024,2021/2,Trauma and Degeneration,15,,,,,,,,,7.0,No
ENGM025,2021/2,Smart Civil Structures,15,,44.0,106.0,,65.0,35.0,,4.0,,No
ENGM026,2021/2,"Design, Innovation & Entrepreneurship",15,,22.0,128.0,,100.0,0.0,0.0,1.0,7.0,No
ENGM027,2021/2,Engineering Management Science,30,150.0,66.0,234.0,,85.0,0.0,15.0,5.0,,No
ENGM028,2021/2,MSc Industrial Placement,60,20.0,20.0,80.0,500.0,80.0,0.0,20.0,,7.0,No
ECMM102,2021/2,Group Project (MEng),60,75.0,0.0,600.0,,100.0,0.0,,2.0,7.0,No
ECMM103,2021/2,Computer Aided Engineering Design,15,37.0,28.0,122.0,0.0,100.0,0.0,,4.0,7.0,No
ECMM107,2021/2,Mechanics of Materials,15,0.0,28.0,122.0,,30.0,70.0,,2.0,7.0,No
ECMM108,2021/2,Advanced Structural Engineering,15,0.0,22.0,128.0,,50.0,50.0,0.0,3.0,7.0,No
ECMM109,2021/2,Advanced Geotechnical Engineering,15,0.0,22.0,128.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM110,2021/2,Water and Environmental Systems,15,0.0,22.0,128.0,,65.0,0.0,35.0,3.0,7.0,No
ECMM112,2021/2,Manufacturing Supply Chain Management,15,30.0,22.0,128.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM113,2021/2,"Agile, Lean and Competitive Enterprise",15,60.0,44.0,106.0,,100.0,0.0,0.0,2.0,7.0,No
ECMM124,2021/2,Hydroinformatics Tools,15,0.0,40.0,110.0,,30.0,70.0,,2.0,7.0,No
ECMM127,2021/2,Advanced Materials Engineering,15,0.0,22.0,128.0,,30.0,70.0,,3.0,7.0,No
ECMM132,2021/2,Urban Drainage and Waste Water Management,15,0.0,44.0,106.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM133,2021/2,Water Supply and Distribution Management,15,0.0,36.0,114.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM134,2021/2,Environmental Processes,15,0.0,34.0,116.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM136,2021/2,Systems Analysis in Engineering,15,0.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM140,2021/2,Vibration Engineering,15,0.0,33.0,117.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM141,2021/2,Multivariable State-Space Control,15,0.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,7.0,No
ECMM142,2021/2,Contemporary Advanced Materials Research,15,0.0,22.0,128.0,0.0,80.0,0.0,20.0,5.0,7.0,No
ECMM147,2021/2,Mechatronics: Sensors and Machine Automation,15,47.0,33.0,117.0,0.0,25.0,70.0,5.0,3.0,7.0,No
ECMM148,2021/2,Advanced CFD,15,0.0,26.0,124.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM149,2021/2,Linear Systems and Structural Analysis,15,0.0,33.0,117.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM150,2021/2,Structural Design,15,0.0,37.0,113.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM151,2021/2,Introduction to Earthquake Engineering,15,0.0,50.0,100.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM153,2021/2,Conceptual Design of Buildings,15,30.0,40.0,110.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM158,2021/2,Active and Passive Structural Control,15,0.0,40.0,110.0,0.0,30.0,70.0,,2.0,7.0,No
ECMM159,2021/2,Structural Health and Performance Monitoring,15,0.0,44.0,106.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM160,2021/2,Engineering Materials and the Environment,15,0.0,22.0,128.0,0.0,40.0,60.0,0.0,4.0,7.0,No
ECMM162,2021/2,Water Management in Developing Countries,15,20.0,30.0,120.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM163,2021/2,Sustainable Engineering,15,0.0,40.0,110.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM164,2021/2,MSc Dissertation,60,200.0,22.0,578.0,0.0,0.0,90.0,10.0,3.0,7.0,No
ECMM168,2021/2,Project Management,15,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM171,2021/2,Programming for Engineering,15,66.0,36.0,114.0,0.0,80.0,0.0,20.0,3.0,7.0,No
ECMM172,2021/2,Management Science,15,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM178,2021/2,Computational Techniques for Engineers,15,0.0,26.0,124.0,0.0,0.0,0.0,100.0,2.0,7.0,No
ECMM180,2021/2,Business Start-up Project,90,50.0,0.0,100.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM181,2021/2,Entrepreneurship Skills Development 3,30.0,50.0,40.0,260.0,0.0,100.0,0.0,0.0,2.0,7.0,No
EMP3001,2021/2,Commercial and Industrial Experience,15.0,31.0,9.0,61.0,80.0,100.0,0.0,,2.0,6.0,No
EMP3003,2021/2,Professional Experience,45.0,1.0,20.0,350.0,80.0,90.0,0.0,10.0,5.0,6.0,No
EAFM088,2021/2,,,,,,,,,,,,
CLA3045,2021/2,,,,,,,,,,,,
MTH1000,2021/2,Foundations,0.0,300.0,84.0,36.0,,0.0,0.0,0.0,,4.0,No
MTH1001,2021/2,Mathematical Structures,30.0,200.0,76.0,224.0,,0.0,100.0,0.0,2.0,4.0,No
MTH1002,2021/2,Mathematical Methods,30.0,200.0,76.0,224.0,,0.0,100.0,,2.0,4.0,No
MTH1003,2021/2,Mathematical Modelling,30.0,200.0,88.0,212.0,0.0,40.0,60.0,0.0,4.0,4.0,No
MTH1004,2021/2,"Probability, Statistics and Data",30.0,275.0,89.0,211.0,,40.0,60.0,,3.0,4.0,No
MTH1100,2021/2,Employability and Preparation for Placement or Internship,0.0,30.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH2003,2021/2,Differential Equations,15.0,300.0,38.0,112.0,,10.0,90.0,0.0,2.0,5.0,No
MTH2004,2021/2,Vector Calculus and Applications,15.0,250.0,33.0,118.0,,40.0,60.0,,2.0,5.0,No
MTH2005,2021/2,Modelling: Theory and Practice,30.0,128.0,64.0,236.0,,70.0,30.0,,3.0,5.0,No
