module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name,dept_code
BUS3000E,Year Abroad (Work Placement),120,1 and 2,Stage Three Modules,management,2024/5,Management,BUS
BUS3000F,Study and Work Placement,120,1 and 2,Stage Three Modules,management,2024/5,Management,BUS
BUS3001,Dissertation,30,1 and 2,Stage Three Modules,management,2024/5,Management,BUS
BUS3002,Business School Industrial Experience,120,1 and 2,Stage Three Modules,management,2024/5,Management,BUS
BEMM042,Resourcing and Talent Management,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM044,Human Resource Development (HRD),15,1,Masters Modules,management,2024/5,Management,BEM
BEMM046,Employment Law,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM056,Masters Dissertation (HRM),60,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM057,Management Research Report,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM059,International Human Resource Management,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM065,Quantitative Research Methods,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM067,Business and Management Research Design,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM068,Managing Competitive Strategy,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM069,Marketing and New Product Innovation,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM071,Leadership and Global Challenges,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM081DA,Management and Leadership in Technology,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM082DA,Strategy and Innovation,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM083DA,Business Change Management,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM084DA,Digital Futures Management,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM085DA,Applied Business Project,60,3,Masters Modules,management,2024/5,Management,BEM
BEMM103,Advanced Marketing Seminars,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM1066DAZ,Portfolio,10,"1, 2 and 3",Masters Modules,management,2024/5,Management,BEM
BEMM114,Managing Operations,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM114DA,Leading People and Organisations,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM114Z,Leading People and Organisations,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM115,Marketing Analysis and Research,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM116,Principles of International Business,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM116DA,Strategy and Innovation,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM117DA,Strategic Business Proposal,20,1,Masters Modules,management,2024/5,Management,BEM
BEMM118,Strategic Innovation Management,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM118DA,Developing Leadership Behaviour,10,1,Masters Modules,management,2024/5,Management,BEM
BEMM120,Understanding Consumer Behaviour,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM124DA,HR Strategy and Context,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM125DA,HR Skills and Behaviours,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM126,Purchasing and Supply Chain Management,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM128,Brand Design,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM130DA,Management Research Report and Presentation,45,3,Masters Modules,management,2024/5,Management,BEM
BEMM131DA,Working in Practice,15,3,Masters Modules,management,2024/5,Management,BEM
BEMM132DA,Developing Leadership Behaviours,30,,Masters Modules,management,2024/5,Management,BEM
BEMM133DA,Strategic Business Proposal,30,,Masters Modules,management,2024/5,Management,BEM
BEMM136DA,Workplace Project: Creating Impact,30,,Masters Modules,management,2024/5,Management,BEM
BEMM148,Marketing Strategy,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM149,Business Project,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM158,Business and Management Research Skills,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM166,Integrated Marketing Communications,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM170,Global Career Management - Theory and Practice,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM178,Innovation Management,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM181DA,Leading High-Performing Organisations,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM181Z,Leading High Performing Organisations,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM182DA,Applied Leadership Skills and Behaviours,10,"1, 2 and 3",Masters Modules,management,2024/5,Management,BEM
BEMM182Z,Strategy and Innovation,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM183Z,Environmental Economics,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM187,DBA Introduction,,,Masters Modules,management,2024/5,Management,BEM
BEMM190,Digital Transformation,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM215,Marketing in Practice,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM216,Advanced Research Methods and Analysis,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM217,Macro-Level Organisation Theory,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM219,Micro-Level Organisation Theory,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM222,Agile Innovation,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM223,Operations and Project Management,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM224,"Funding, Accounting and Finance",15,2,Masters Modules,management,2024/5,Management,BEM
BEMM250,Dissertation (Marketing),30,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM251,Dissertation (Management),30,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM259Z,The Influential Leader,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM260DA,Environmental Economics,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM261Z,Sustainable Finance,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM263Z,Corporate Storytelling,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM264,Current Issues in International Business,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM265,Sustainability and Behaviour Change,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM355,Dissertation for MRes Mgt,60,2,Masters Modules,management,2024/5,Management,BEM
BEMM375,Sustainable Tourism Management,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM384,International Business Plan,30,1 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM385,Entrepreneur Business Startup,60,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM386,Business Law and Mitigating Risk,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM388,People Management,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM389,Business Analytics and Research Skills,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM392,Summer School,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM394,Entrepreneurship: New Venture Creation,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM456,Organisational Management and Leadership,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM457,Topics in Business Analytics,15,1 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM458,Programming for Business Analytics,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM459,Database Technologies for Business Analytics,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM460,Statistics and Mathematics for Business Analytics,15,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM461,Analytics and Visualisation for Managers and Consultants,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM462,Operations Analytics,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM463,Marketing Analytics,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM464,Strategic and HR Analytics,15,3,Masters Modules,management,2024/5,Management,BEM
BEMM465,Environmental Analytics,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM472,International HRM in Practice,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM473,Talent in Organisations,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM486,Design Intelligence,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM487,Entrepreneurship: Venture Launch,30,3,Masters Modules,management,2024/5,Management,BEM
BEMM490Z,International Business and Globalisation,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM491Z,Cross-Cultural Management,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM492Z,International Business Project - Planning in Practice,30,,Masters Modules,management,2024/5,Management,BEM
BEMM495Z,Responsible Leadership,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM496Z,Digital Transformation,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM778,Applied Digital Marketing Analytics,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM779,Content Creation and Communication,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM780,Consumer Behaviour in the Digital Environment,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM781,Contemporary Digital Marketing Themes,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM782,Digital Marketing Planning,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM783,Supply Chain Analytics,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM784,Operations Management,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM786,Service Design and Innovation,15,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM787,"HR Strategy, Context and Performance",30,"1, 2 and 3",Masters Modules,management,2024/5,Management,BEM
BEMM788,"People Management, Skills and Behaviours",30,"1, 2 and 3",Masters Modules,management,2024/5,Management,BEM
BEMM790DA,Organisation Development,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM791DA,Learning and Development,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM794DA,Business and Change Management,20,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM795DA,Management and Leadership in Technology,20,3,Masters Modules,management,2024/5,Management,BEM
BEMM796DA,Portfolio,20,,Masters Modules,management,2024/5,Management,BEM
BEMM800,Foundations to Business Communication,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM801,Entrepreneurship: Business Simulation,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM802,Cross-Cultural Management and Global Leadership,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM803,Reward Management,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM806,Designing Global Business Solutions,30,2 and 3,Masters Modules,management,2024/5,Management,BEM
BEMM807,Strategic Marketing and Management in a Sustainable World,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM808,Sustainable Business Challenges,30,1 and 2,Masters Modules,management,2024/5,Management,BEM
BEMM809,Research Workshops,15,3,Masters Modules,management,2024/5,Management,BEM
BEMM811Z,Consultancy Project,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM813Z,Digital Transformation,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM814Z,Responsible Digital Innovation,30,2,Masters Modules,management,2024/5,Management,BEM
BEMM820,Organisational Behaviour,15,2,Masters Modules,management,2024/5,Management,BEM
BEMM822,Contribution and Impact in Management Theory,30,,Masters Modules,management,2024/5,Management,BEM
BEMM823,Literature Critique and Research Design,30,,Masters Modules,management,2024/5,Management,BEM
BEMM824,Research Methods,30,,Masters Modules,management,2024/5,Management,BEM
BEMM825,Social Networks and Career Advancement,15,1,Masters Modules,management,2024/5,Management,BEM
BEMM908DA,Resourcing and Talent Development,30,1,Masters Modules,management,2024/5,Management,BEM
BEMM910DA,"Employee Relations, Performance and Employment Law",30,2,Masters Modules,management,2024/5,Management,BEM
BEPM001,Major Project,45,2 and 3,Masters Modules,management,2024/5,Management,BEP
BEPM002,Biomimicry and Circular Economy Design Principles,15,1,Masters Modules,management,2024/5,Management,BEP
BEPM003,Business Transformation Case Study,15,3,Masters Modules,management,2024/5,Management,BEP
BEPM008,Sustainable Business Management,15,1,Masters Modules,management,2024/5,Management,BEP
BEPM009,Strategic Innovation for Sustainable Business,15,2,Masters Modules,management,2024/5,Management,BEP
BEPM010,Circular Economy Management Consultancy Services,15,2,Masters Modules,management,2024/5,Management,BEP
BEPM011,Environmental Governance,15,1,Masters Modules,management,2024/5,Management,BEP
BEPM012,Contemporary Tourism Industry,15,1,Masters Modules,management,2024/5,Management,BEP
BEPM013,Sustainable Tourism Management,15,2,Masters Modules,management,2024/5,Management,BEP
BUSM000,Study Placement (PG Double Degree),,1 and 2,Masters Modules,management,2024/5,Management,BUS
BUSM002,Business School Industrial Experience Abroad,60,"1, 2 and 3",Masters Modules,management,2024/5,Management,BUS
BUSM004,Business School Industrial Experience UK,60,"1, 2 and 3",Masters Modules,management,2024/5,Management,BUS
BUSM005,Career Management Skills for With Industrial Experience,,1,Masters Modules,management,2024/5,Management,BUS
MBAM846,Leading Wellbeing in Organisations,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM849,Being An Entrepreneur: New Venture Creation,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM851,MBA Sustainable Business International,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM852,Behavioural Economics for Leaders,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM855,Media in the Age of AI,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM856,Strategic Brand Management,10,3,Masters Modules,management,2024/5,Management,MBA
MBAM900C,Career Transformation,,"1, 2 and 3",Masters Modules,management,2024/5,Management,MBA
MBAM914,MBA Project,20,"1, 2 and 3",Masters Modules,management,2024/5,Management,MBA
MBAM960,Achieving Enduring Success,30,"1, 2 and 3",Masters Modules,management,2024/5,Management,MBA
MBAM961,Designing a Better Future for All,20,1 and 2,Masters Modules,management,2024/5,Management,MBA
MBAM962B,Creating the New,20,1 and 2,Masters Modules,management,2024/5,Management,MBA
MBAM964,Understanding Our World,30,1 and 2,Masters Modules,management,2024/5,Management,MBA
ENG1002,Engineering Mathematics and Scientific Computing,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1005,Multi-Disciplinary Group Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1006,Entrepreneurship 1,15,1,,engineering,2024/5,Engineering,ENG
ENG1007,Fundamentals of Mechanics,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1008,Fundamentals of Materials,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1009,Fundamentals of Electronics,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1200DA,Core Engineering,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1201DA,Mathematics for Engineers,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1202DA,Basic Mechanics,15,2,,engineering,2024/5,Engineering,ENG
ENG1203DA,Professional Studies and Skills Development A,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1204DA,Materials,15,2,,engineering,2024/5,Engineering,ENG
ENG1205DA,Advanced Mathematics for Engineers,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG1206DA,Professional Studies and Skills Development B,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2001,Civil Engineering Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2003,Electronic Engineering Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2004,Entrepreneurship 2,15,2,,engineering,2024/5,Engineering,ENG
ENG2005,Entrepreneurship Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2006,Industry 4.0,15,1,,engineering,2024/5,Engineering,ENG
ENG2007,Introduction to Fluid Dynamics,15,1,,engineering,2024/5,Engineering,ENG
ENG2008,Microcontroller Engineering,15,2,,engineering,2024/5,Engineering,ENG
ENG2009,Modelling of Engineering Systems,15,1,,engineering,2024/5,Engineering,ENG
ENG2010,Soil Mechanics,15,1,,engineering,2024/5,Engineering,ENG
ENG2011,Solid Mechanics,15,1,,engineering,2024/5,Engineering,ENG
ENG2012,Structural Behaviour,15,2,,engineering,2024/5,Engineering,ENG
ENG2013,Sustainable Design Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2014,Technology Entrepreneurship,15,2,,engineering,2024/5,Engineering,ENG
ENG2015,Management Challenge Project,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2016,Introduction in Economics and Company Finance,15,1,,engineering,2024/5,Engineering,ENG
ENG2017,Communication and Networking Technologies,15,1,,engineering,2024/5,Engineering,ENG
ENG2118,Analogue and Digital Electronics Design,15,1,,engineering,2024/5,Engineering,ENG
ENG2200DA,Structural Materials,15,1,,engineering,2024/5,Engineering,ENG
ENG2201DA,Mechanics,15,1,,engineering,2024/5,Engineering,ENG
ENG2202DA,Structures,15,2,,engineering,2024/5,Engineering,ENG
ENG2203DA,Geotechnics 1,15,1,,engineering,2024/5,Engineering,ENG
ENG2204DA,Construction Site Management,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG2206DA,BIM and Temporary Works,15,1,,engineering,2024/5,Engineering,ENG
ENG2208DA,Sustainable Development,15,2,,engineering,2024/5,Engineering,ENG
ENG2209DA,Structural Concrete,15,2,,engineering,2024/5,Engineering,ENG
ECM2100,Employability and Placement Preparation for Engineers,0,1 and 2,,engineering,2024/5,Engineering,ECM
ECM2106,Manufacturing Systems,15,2,,engineering,2024/5,Engineering,ECM
ENG3001,Construction Project Management,15,2,,engineering,2024/5,Engineering,ENG
ENG3002,Decision Making Systems & Decision Theory,15,2,,engineering,2024/5,Engineering,ENG
ENG3003,Digital Engineering and Building Information Modelling,15,1,,engineering,2024/5,Engineering,ENG
ENG3004,Engineering Electromagnetics,15,1,,engineering,2024/5,Engineering,ENG
ENG3005,Fluid Dynamics and CFD,15,1,,engineering,2024/5,Engineering,ENG
ENG3006,Geotechnical Engineering and Foundation Design,15,2,,engineering,2024/5,Engineering,ENG
ENG3007,Global Entrepreneurial Marketing,15,2,,engineering,2024/5,Engineering,ENG
ENG3008A,Mechanical Design and Build: Part 1 - Research,15,1,,engineering,2024/5,Engineering,ENG
ENG3008B,Mechanical Design and Build: Part 2 - Development,15,2,,engineering,2024/5,Engineering,ENG
ENG3010,Industrial Awareness & Problem Solving,15,2,,engineering,2024/5,Engineering,ENG
ENG3011,Management and Leadership,15,2,,engineering,2024/5,Engineering,ENG
ENG3012,Mechatronics,15,1,,engineering,2024/5,Engineering,ENG
ENG3013A,Civil Design and Build: Part 1 - Research,15,1,,engineering,2024/5,Engineering,ENG
ENG3013B,Civil Design and Build: Part 2 - Development,15,2,,engineering,2024/5,Engineering,ENG
ENG3014,Structural Engineering,15,1,,engineering,2024/5,Engineering,ENG
ENG3015,Structural Dynamics,15,2,,engineering,2024/5,Engineering,ENG
ENG3016,Thermodynamics and Heat Transfer,15,2,,engineering,2024/5,Engineering,ENG
ENG3017,Quality Control and Improvement,15,1,,engineering,2024/5,Engineering,ENG
ENG3018,Control Engineering,15,2,,engineering,2024/5,Engineering,ENG
ENG3019A,Management Design and Build: Part 1 - Research,15,1,,engineering,2024/5,Engineering,ENG
ENG3019B,Management Design and Build: Part 2 - Development,15,2,,engineering,2024/5,Engineering,ENG
ENG3020A,Entrepreneurship Design and Build: Part 1 - Research,15,1,,engineering,2024/5,Engineering,ENG
ENG3020B,Entrepreneurship Design and Build: Part 2 - Development,15,2,,engineering,2024/5,Engineering,ENG
ENG3021A,Electronic Design and Build: Part 1 - Research,15,1,,engineering,2024/5,Engineering,ENG
ENG3021B,Electronic Design and Build: Part 2 - Development,15,2,,engineering,2024/5,Engineering,ENG
ENG3022,Finite Element Analysis for High Value Manufacturing,15,1,,engineering,2024/5,Engineering,ENG
ENG3023,Zero Emission Vehicles,15,2,,engineering,2024/5,Engineering,ENG
ENG3201DA,Structural Engineering,15,1 and 2,,engineering,2024/5,Engineering,ENG
ENG3202DA,Geotechnics 2,15,2,,engineering,2024/5,Engineering,ENG
ENG3204DA,Individual Project,30,"1, 2 and 3",,engineering,2024/5,Engineering,ENG
ENG3206DA,Conceptual Design of Buildings,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENG3207DA,Practical Hydraulic Engineering,15,1,,engineering,2024/5,Engineering,ENG
ENG3211DA,Accounting and Company Finance,15,1,,engineering,2024/5,Engineering,ENG
ECM3153,Management of Product Development,15,1,,engineering,2024/5,Engineering,ECM
ECM3156,Civil Engineering Hydraulics,15,1,,engineering,2024/5,Engineering,ECM
ECM3158,Water Resources and Pollution Control,15,1,,engineering,2024/5,Engineering,ECM
ECM3160,Materials,15,1,,engineering,2024/5,Engineering,ECM
ECM3164,Operations Management,15,1,,engineering,2024/5,Engineering,ECM
ECM3165,Digital Signal Processing,15,2,,engineering,2024/5,Engineering,ECM
ECM3166,Communications Engineering,15,1,,engineering,2024/5,Engineering,ECM
ECM3172,Study Abroad Semester,60,2 and 3,,engineering,2024/5,Engineering,ECM
ECM3174,Year in Industry,120,1,,engineering,2024/5,Engineering,ECM
ECM3175,Individual Project,30,"1, 2 and 3",,engineering,2024/5,Engineering,ECM
ENGM001,Additive Manufacturing,15,2,,engineering,2024/5,Engineering,ENG
ENGM002,Advanced Communication Systems,15,1,,engineering,2024/5,Engineering,ENG
ENGM003,Advanced Finite Element Analysis (FEA),15,1,,engineering,2024/5,Engineering,ENG
ENGM005,Business Start-up Project,90,,,engineering,2024/5,Engineering,ENG
ENGM006,Civil Engineering Materials,15,1,,engineering,2024/5,Engineering,ENG
ENGM008,Design of Reinforced Concrete and Steel Structures,15,1,,engineering,2024/5,Engineering,ENG
ENGM009,Electric Machines and Power Electronics,15,1,,engineering,2024/5,Engineering,ENG
ENGM010,Data-Centric Engineering,15,2,,engineering,2024/5,Engineering,ENG
ENGM011,Entrepreneurship 3,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENGM012,Performance Based Design Under Dynamic Loading,15,2,,engineering,2024/5,Engineering,ENG
ENGM015,MEng Individual Investigative Project,45,1 and 2,,engineering,2024/5,Engineering,ENG
ENGM016,Metamaterials,15,2,,engineering,2024/5,Engineering,ENG
ENGM017,Composite Materials,15,1,,engineering,2024/5,Engineering,ENG
ENGM018,Nonlinear Control,15,2,,engineering,2024/5,Engineering,ENG
ENGM020,Robotics and Automation,15,2,,engineering,2024/5,Engineering,ENG
ENGM021,Smart Production Systems,15,2,,engineering,2024/5,Engineering,ENG
ENGM023,Sustainable Manufacturing,15,1,,engineering,2024/5,Engineering,ENG
ENGM025,Smart Civil Structures,15,2 and 3,,engineering,2024/5,Engineering,ENG
ENGM026,"Design, Innovation & Entrepreneurship",15,1,,engineering,2024/5,Engineering,ENG
ENGM028,MSc Industrial Placement,60,"1, 2 and 3",,engineering,2024/5,Engineering,ENG
ENGM029,Power Systems Analysis,15,1,,engineering,2024/5,Engineering,ENG
ENGM030,Digital Twinning for Power System Plant,15,2,,engineering,2024/5,Engineering,ENG
ENGM031,Smart Grids and Sustainable Energy Systems,15,2,,engineering,2024/5,Engineering,ENG
ENGM032,Resilience of Electrical Energy Systems,15,2,,engineering,2024/5,Engineering,ENG
ENGM033,Supply Chain Quality Management,15,2,,engineering,2024/5,Engineering,ENG
ENGM035,Finance for Engineers,15,1,,engineering,2024/5,Engineering,ENG
ENGM036,Digital Mapping and Survey,15,1,,engineering,2024/5,Engineering,ENG
ENGM038,Digital Analysis,30,1 and 2,,engineering,2024/5,Engineering,ENG
ENGM039,"Modelling, Simulation and Machine Learning for Operations Management",15,1,,engineering,2024/5,Engineering,ENG
ENGM040,Research Ethics and Methodology,15,2,,engineering,2024/5,Engineering,ENG
ENGM041,Digital Design and Virtual Reality in Construction,15,2,,engineering,2024/5,Engineering,ENG
ENGM043,Energy Efficient Electronic Circuits,15,,,engineering,2024/5,Engineering,ENG
ENGM045,Introduction to Power Systems and Plant,15,1,,engineering,2024/5,Engineering,ENG
ECMM103,Computer Aided Engineering Design,15,1,,engineering,2024/5,Engineering,ECM
ECMM109,Advanced Geotechnical Engineering,15,2,,engineering,2024/5,Engineering,ECM
ECMM110,Water and Environmental Systems,15,2,,engineering,2024/5,Engineering,ECM
ECMM112,Manufacturing Supply Chain Management,15,1,,engineering,2024/5,Engineering,ECM
ECMM113,"Agile, Lean and Competitive Enterprise",15,1,,engineering,2024/5,Engineering,ECM
ECMM124,Hydroinformatics Tools,15,1,,engineering,2024/5,Engineering,ECM
ECMM132,Urban Drainage and Waste Water Management,15,2,,engineering,2024/5,Engineering,ECM
ECMM133,Water Supply and Distribution Management,15,1,,engineering,2024/5,Engineering,ECM
ECMM134,Environmental Processes,15,1,,engineering,2024/5,Engineering,ECM
ECMM141,Multivariable State-Space Control,15,1,,engineering,2024/5,Engineering,ECM
ECMM148,Advanced CFD,15,1,,engineering,2024/5,Engineering,ECM
ECMM149,Linear Systems and Structural Analysis,15,1,,engineering,2024/5,Engineering,ECM
ECMM150,Structural Design,15,2,,engineering,2024/5,Engineering,ECM
ECMM153,Conceptual Design of Buildings,15,1,,engineering,2024/5,Engineering,ECM
ECMM162,Water Management in Developing Countries,15,2,,engineering,2024/5,Engineering,ECM
ECMM163,Sustainable Engineering,15,2,,engineering,2024/5,Engineering,ECM
ECMM164,MSc Dissertation,60,2 and 3,,engineering,2024/5,Engineering,ECM
EMP3001,Commercial and Industrial Experience,15,1,,engineering,2024/5,Engineering,EMP
EDU2016,Learning for Teaching: School Experience,15,1 and 2,Stage Two Modules,education,2024/5,Education,EDU
EDU2017,Learning for Teaching: School Experience,30,1 and 2,Stage Two Modules,education,2024/5,Education,EDU
EDU3013,Learning for Teaching: School Experience,15,1 and 2,Stage Three Modules,education,2024/5,Education,EDU
EDU3014,Learning for Teaching: School Experience,30,1 and 2,Stage Three Modules,education,2024/5,Education,EDU
EDUM036,Secondary Education and Professional Studies,30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM070,"Primary Education Theory, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM071,"Primary Curriculum Theory, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM072,Primary Professional Learning in Schools,,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM073,Primary Leadership Development (Art),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM074,Primary Leadership Development (English),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM075,Primary Leadership Development (Humanities),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM076,Primary Leadership Development (Maths),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM077,Primary Leadership Development (Modern Languages),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM078,Primary Leadership Development (Science),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM079,Primary Leadership Development (Inclusion - EAL),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM080,Primary Leadership Development (Inclusion - SEND),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM081,Primary Leadership Development (Inclusion - SEND in Special Schools),,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM082,"Primary (3-7) Education Theory, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM083,"Primary (3-7) Curriculum Theory, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM084,Primary (3-7) Professional Learning in Schools,,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM085,Primary (3-7) Leadership Development,,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM090,"Education Theory, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM091,Secondary Professional Learning in Schools,,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM092,"Secondary Biology Subject Knowledge, Pedagogy, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
EDUM093,"Secondary Biology with Physical Education Subject Knowledge, Pedagogy, Research and Practice",30,"1, 2 and 3",Masters Modules,education,2024/5,Education,EDU
