module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name
ENGM029,Power Systems Analysis,15,1,,engineering,2023/4,Engineering
ENGM030,Digital Twinning for Power System Plant,15,2,,engineering,2023/4,Engineering
ENGM031,Smart Grids and Sustainable Energy Systems,15,2,,engineering,2023/4,Engineering
ENGM032,Resilience of Electrical Energy Systems,15,2,,engineering,2023/4,Engineering
ENGM033,Supply Chain Quality Management,15,2,,engineering,2023/4,Engineering
ENGM035,Finance for Engineers,15,1,,engineering,2023/4,Engineering
ENGM036,Digital Mapping and Survey,15,1,,engineering,2023/4,Engineering
ENGM037,Digital Design,15,2,,engineering,2023/4,Engineering
ENGM038,Digital Analysis,30,1 and 2,,engineering,2023/4,Engineering
ENGM039,"Modelling, Simulation and Machine Learning for Operations Management",15,1,,engineering,2023/4,Engineering
ENGM040,Research Ethics and Methodology,15,2,,engineering,2023/4,Engineering
ECMM103,Computer Aided Engineering Design,15,1,,engineering,2023/4,Engineering
ECMM109,Advanced Geotechnical Engineering,15,2,,engineering,2023/4,Engineering
ECMM110,Water and Environmental Systems,15,2,,engineering,2023/4,Engineering
ECMM112,Manufacturing Supply Chain Management,15,1,,engineering,2023/4,Engineering
ECMM113,"Agile, Lean and Competitive Enterprise",15,1,,engineering,2023/4,Engineering
ECMM124,Hydroinformatics Tools,15,1,,engineering,2023/4,Engineering
ECMM132,Urban Drainage and Waste Water Management,15,2,,engineering,2023/4,Engineering
ECMM133,Water Supply and Distribution Management,15,1,,engineering,2023/4,Engineering
ECMM134,Environmental Processes,15,1,,engineering,2023/4,Engineering
ECMM148,Advanced CFD,15,1,,engineering,2023/4,Engineering
ECMM149,Linear Systems and Structural Analysis,15,1,,engineering,2023/4,Engineering
ECMM150,Structural Design,15,2,,engineering,2023/4,Engineering
ECMM153,Conceptual Design of Buildings,15,1,,engineering,2023/4,Engineering
ECMM162,Water Management in Developing Countries,15,2,,engineering,2023/4,Engineering
ECMM163,Sustainable Engineering,15,2,,engineering,2023/4,Engineering
ECMM164,MSc Dissertation,60,2 and 3,,engineering,2023/4,Engineering
EMP3001,Commercial and Industrial Experience,15,1,,engineering,2023/4,Engineering
EMP3003,Professional Experience,45,1 and 2,,engineering,2023/4,Engineering
CMM1001,Perspectives on Communications,30,1,Stage One Modules,communications,2023/4,Communications
CMM1002,Communications Challenges,30,2,Stage One Modules,communications,2023/4,Communications
DRA1015,Theatre Histories,30,1,Stage One Modules,communications,2023/4,Communications
DRA1016,Performance Analysis,30,2,Stage One Modules,communications,2023/4,Communications
DRA1017,Staging the Text,30,2,Stage One Modules,communications,2023/4,Communications
DRA1018,The Creative Actor,30,1,Stage One Modules,communications,2023/4,Communications
EAF1504,Introduction to Film History,30,1,Stage One Modules,communications,2023/4,Communications
EAF1506,Interrogating Screens,30,1,Stage One Modules,communications,2023/4,Communications
EAF1507,The Contemporary Film and Television Industries,30,2,Stage One Modules,communications,2023/4,Communications
CMM2002,Communications in the Workplace,30,1,Stage Two Modules,communications,2023/4,Communications
CMM2008,Communications Research Methods,30,2,Stage Two Modules,communications,2023/4,Communications
CMM2009,Communications in the 21st Century,30,1,Stage Two Modules,communications,2023/4,Communications
CMM2010,Professional Writing,30,1,Stage Two Modules,communications,2023/4,Communications
CMM2011,History of Communications,30,2,Stage Two Modules,communications,2023/4,Communications
CMM2012,Communications and the Climate Crisis,30,2,Stage Two Modules,communications,2023/4,Communications
CMM2013,Introduction to Games Studies,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2028,Performance and Participation,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2044,Acting Shakespeare,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2045,Theatre and Health,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2047,Interpretive Acting,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2061B,Digital Theatrecrafts,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2071,Adaptation in Contemporary Theatre and Performance,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2072,Culture in / as Performance,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2083,Intermedial Performance Practice,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2087,Activism and Performance,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2092,Modernist Drama in Contemporary Theatre,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2104,Approaches to Comedy,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2105,Eco-Theatre: Outdoor and Immersive Performance,30,1,Stage Two Modules,communications,2023/4,Communications
DRA2106,"Theatres of Space, Form and Colour",30,2,Stage Two Modules,communications,2023/4,Communications
DRA2107,Popular Performance Practices,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2108,Introduction to Creative Producing: Making Change and Shifting Cultures,30,2,Stage Two Modules,communications,2023/4,Communications
DRA2109,Ensemble Acting: Co-Creation,30,1,Stage Two Modules,communications,2023/4,Communications
EAF2500,"European Cinemas: Art, Industry, Entertainment",15,1,Stage Two Modules,communications,2023/4,Communications
EAF2502,Shots in the Dark,30,1,Stage Two Modules,communications,2023/4,Communications
EAF2508,"Cinescapes: Time, Space and Identity",30,2,Stage Two Modules,communications,2023/4,Communications
EAF2510,"Adaptation: Text, Image, Culture",30,2,Stage Two Modules,communications,2023/4,Communications
EAF2511,"Television: Times, Trends and Technologies",30,1,Stage Two Modules,communications,2023/4,Communications
EAF2512,"European Cinemas: Art, Industry, Entertainment",30,1,Stage Two Modules,communications,2023/4,Communications
EAF2513,Filmmaking,30,2,Stage Two Modules,communications,2023/4,Communications
CMM3002,Communications: Dissertation,30,1,Stage Three Modules,communications,2023/4,Communications
CMM3003,Communications: Practical Research Project,30,2,Stage Three Modules,communications,2023/4,Communications
CMM3004,Social Media and Society,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3011,Practice II: Technical Specialisation,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3012,Theatre Practice I: Applied Drama,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3024,Restoration Theatre:Culture and Politics,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3050,Creative Industries Management,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3061,Practical Essay,30,2 and 3,Stage Three Modules,communications,2023/4,Communications
DRA3076,The Actor's Body: Intercultural Theories and Practices,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3088,Women and Theatre 1700-1928,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3094,Theatre Dissertation,30,2,Stage Three Modules,communications,2023/4,Communications
DRA3100,Physical Performance,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3102,Audio Dramaturgy: Theatre of the Ear,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3104,Approaches to Acting,30,1,Stage Three Modules,communications,2023/4,Communications
DRA3106,Acting for Screen,30,1,Stage Three Modules,communications,2023/4,Communications
EAF3501,American Independent Film,30,2,Stage Three Modules,communications,2023/4,Communications
EAF3508,Beyond Sex and the City: Becoming a Woman in Western Cinema,30,2,Stage Three Modules,communications,2023/4,Communications
EAF3513,British Screens,30,1,Stage Three Modules,communications,2023/4,Communications
EAF3514,Film Studies Dissertation,30,2,Stage Three Modules,communications,2023/4,Communications
EAF3515,Something to See: War and Visual Media,30,1,Stage Three Modules,communications,2023/4,Communications
EAF3516,Creative Film Dissertation,30,2,Stage Three Modules,communications,2023/4,Communications
EAF3518,Queering British Film and Television,30,1,Stage Three Modules,communications,2023/4,Communications
EAF3520,Beyond Sex and the City: Becoming a Woman in Contemporary Western Cinema,15,2,Stage Three Modules,communications,2023/4,Communications
EAF3521,Film Audiences,30,2,Stage Three Modules,communications,2023/4,Communications
CMMM001,Media and Communications: Theory and Concepts,30,1,Masters Modules,communications,2023/4,Communications
CMMM002,Social Media: Management and Strategy,30,1,Masters Modules,communications,2023/4,Communications
CMMM003,Gaming in Everyday Life: A Global Perspective,30,1,Masters Modules,communications,2023/4,Communications
CMMM004,Investigating Media Infrastructure,30,2,Masters Modules,communications,2023/4,Communications
CMMM005,Social Media and Migration,30,2,Masters Modules,communications,2023/4,Communications
CMMM006,Soft Power and International Communications,30,2,Masters Modules,communications,2023/4,Communications
CMMM012,Selling the Self: Influencer Culture and Digital Capitalism,30,1,Masters Modules,communications,2023/4,Communications
DRAM103,Cultural Adaptation,30,1,Masters Modules,communications,2023/4,Communications
DRAM136,Contemporary Performance Practices,30,1,Masters Modules,communications,2023/4,Communications
DRAM141,Ideas Generation and the Creative Process,30,1,Masters Modules,communications,2023/4,Communications
DRAM142,Creative Management,30,2,Masters Modules,communications,2023/4,Communications
DRAM145,Dissertation (Written or Project),60,2 and 3,Masters Modules,communications,2023/4,Communications
DRAM147,Applying Performance: A Reflective Practice,30,2,Masters Modules,communications,2023/4,Communications
DRAM148,Principles and Practices of Applied Theatre,30,1,Masters Modules,communications,2023/4,Communications
DRAM149,Performance Practice Project,30,2,Masters Modules,communications,2023/4,Communications
DRAM150,Researching Theatre and Performance,30,1 and 2,Masters Modules,communications,2023/4,Communications
DRAM153,Changing Cultural Leadership,60,1 and 2,Masters Modules,communications,2023/4,Communications
DRAM154,Independent Project,60,2 and 3,Masters Modules,communications,2023/4,Communications
EAFM081,Hearing Film: Film Sound and Music,30,2,Masters Modules,communications,2023/4,Communications
EAFM088,"Sense, Sensation and Cinema",30,1,Masters Modules,communications,2023/4,Communications
EAFM089,Archival Encounters: Material Film Histories,30,1,Masters Modules,communications,2023/4,Communications
EAFM200,Distribution and Markets,30,1,Masters Modules,communications,2023/4,Communications
EAFM201,The Entertainment Value Chain,30,2,Masters Modules,communications,2023/4,Communications
EAFM202,Models of Innovation,30,2,Masters Modules,communications,2023/4,Communications
EAFM203,Dissertation,60,3,Masters Modules,communications,2023/4,Communications
EAFM204,Dissertation Project,60,3,Masters Modules,communications,2023/4,Communications
EAFM205,"The International Film Business: Approaches, Concepts and Strategies",30,1,Masters Modules,communications,2023/4,Communications
EAFM910,"Stars, Stardom and Celebrity From the Classical Era to the Contemporary",30,2,Masters Modules,communications,2023/4,Communications
EAFM911,Dissertation,60,2 and 3,Masters Modules,communications,2023/4,Communications
PSY1105,Introduction to Behaviour and Evolution,15,1,Stage One Modules,psychology,2023/4,Psychology
PSY1126,Classic Studies in Psychology,15,2,Stage One Modules,psychology,2023/4,Psychology
PSY1202,Introduction to Biological Psychology,15,2,Stage One Modules,psychology,2023/4,Psychology
PSY1203,Introduction to Social Psychology,15,1,Stage One Modules,psychology,2023/4,Psychology
PSY1204,Introduction to Clinical Psychology,15,1,Stage One Modules,psychology,2023/4,Psychology
PSY1205,Introduction to Statistics,15,1 and 2,Stage One Modules,psychology,2023/4,Psychology
PSY1206,Introduction to Research Methods,15,1,Stage One Modules,psychology,2023/4,Psychology
PSY1207,"Cognition, Emotion and Development",15,2,Stage One Modules,psychology,2023/4,Psychology
PSY1208,Workplace Learning,15,1 and 2,Stage One Modules,psychology,2023/4,Psychology
PSY1406,Professional Placement Foundation,,"1, 2 and 3",Stage One Modules,psychology,2023/4,Psychology
PSY2203,Social Psychology II,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2205,Personality and Individual Differences,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2206,Methods and Statistics in Psychology II,15,1 and 2,Stage Two Modules,psychology,2023/4,Psychology
PSY2209,Cognition Practical I,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2210,Social Practical I,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2212,Cognition Practical II,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2213,Social Practical II,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2214,Observations and Experiments in Animal Behaviour,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2216,Qualitative Methods and Interview Skills,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2217,Wild Behaviour,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2218,Social Practical III,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2303,Cognition and Emotion,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2304,Biological Basis of Behaviour,15,2,Stage Two Modules,psychology,2023/4,Psychology
PSY2306,Development Psychology and Psychopathology,15,1,Stage Two Modules,psychology,2023/4,Psychology
PSY2406,Professional Placement Preparation,,"1, 2 and 3",Stage Two Modules,psychology,2023/4,Psychology
PSY3401,Psychology Research Project,45,1 and 2,Stage Three Modules,psychology,2023/4,Psychology
PSY3402,Methods and Statistics in Psychology III,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3403,Contemporary Issues in Psychology,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3404,One Year Study Abroad,120,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PSY3405,Psychology Dissertation,30,1 and 2,Stage Three Modules,psychology,2023/4,Psychology
PSY3406,Professional Placement,120,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PSY3411,Psychology and Law,15,1 and 2,Stage Three Modules,psychology,2023/4,Psychology
PSY3412,The Psychology of Gender,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3416,Work and Organisational Psychology,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3417,The Associative Mind,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3418,Processes of Human Memory,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3419,Studying Cognition and Emotion with Brain Imaging,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3420,Brain Plasticity and Language Learning across the Lifespan,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3424,"Applied Social Psychology: Health, Environment and Society",15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3425,Cognitive Behavioural Approaches to Mood Disorders,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3426,Parental Psychiatric Disorders and Children's Development,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3427,Compulsive Behaviour,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3431,Comparative Approaches in the Study of Brain and Behaviour,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3432,The Moral Mind,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3436,Neuropsychology of Ageing and Dementia,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3437,The Psychology of Addiction,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3439,Social Exclusion and Inclusion in Childhood and Adolescence,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3440,The Psychology of Helping,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3443,The Social Psychology of Ageing and Ageism,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3444,Foundations of Human Behaviour,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3445,Mechanisms of Face Recognition,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3446,Prevention Science in Developmental Psychopathology,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3447,Solitude and Social Withdrawal across the Lifespan,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3448,Sleep and Psychology,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3449,The Evolution of Social Behaviour,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3450,Philosophy of Mind,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3451,"Clinical Neuroscience: Brains, Drugs and Psychiatry",15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3452,Social and Affective Neuroscience,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3454,Lifecourse Influences on Behaviour and Cognition,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3455,Environmental Psychology,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3456,Cognitive Biases in Emotion and Psychopathology,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3457,The Psychology of Play,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3458,"The Psychology of Inequality, Conflict and Social Change",15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3459,The Social Psychology of Global Health,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3460,Health Neuroscience,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3461,Neuroscience of Cognition and Behaviour,15,1,Stage Three Modules,psychology,2023/4,Psychology
PSY3462,Women's Reproductive Mental Health,15,2,Stage Three Modules,psychology,2023/4,Psychology
PSY3910,Professional Development Experience,5,1 and 2,Stage Three Modules,psychology,2023/4,Psychology
PYC3007,Core Skills for Working with Young People with Mental Health Problems and Their Families,60,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3008,Evidence-based CBT with Children and Young People,60,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3009,Evidence-based Parenting Interventions,60,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3010,Fundamental Principles 0-5s,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3011,Interventions to Enhance Attachment in Vulnerable Groups,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3012,Interventions for Existing Diagnosable Problems in Children Aged 1.5 to 5 Years,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3019,Engagement and Assessment of Patients with Common Mental Health Problems,20,1,Stage Three Modules,psychology,2023/4,Psychology
PYC3019DA,Engagement and Assessment of Patients with Common Mental Health Problems,20,1,Stage Three Modules,psychology,2023/4,Psychology
PYC3020,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,1,Stage Three Modules,psychology,2023/4,Psychology
PYC3020DA,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,1,Stage Three Modules,psychology,2023/4,Psychology
PYC3021,"Values, Diversity and Context",20,2,Stage Three Modules,psychology,2023/4,Psychology
PYC3021DA,"Values, Diversity and Context",20,2,Stage Three Modules,psychology,2023/4,Psychology
PYC3022,Children and Young People's Mental Health Settings: Context and Values,20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3023,Fundamental Skills: Assessment and Engagement,20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3024,Evidence-based Interventions for Common Mental Health Problems with Children and Young People (Theory and Skills),20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3025,"Working, Assessing and Engaging in Education Settings",20,1 and 2,Stage Three Modules,psychology,2023/4,Psychology
PYC3026,Common Problems and Processes in Education Settings,20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3027,Interventions for Emerging Mental Health Difficulties in Education Settings,20,2,Stage Three Modules,psychology,2023/4,Psychology
PYC3028,Autism-Learning Disability Core Knowledge and Skills,20,2,Stage Three Modules,psychology,2023/4,Psychology
PYC3029,"Assessment, Engagement and Formulation with Young People and Families (Autism and Learning Disabilities)",20,2,Stage Three Modules,psychology,2023/4,Psychology
PYC3030,Mental Health Interventions with Young People and Families (Autism and Learning Disabilities),20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3031,Engagement and Assessment with People with Severe Mental Health Problems,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3032,Care Planning in Partnership,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3033,Low Intensity Psychological Interventions for Severe Mental Health Problems,20,"1, 2 and 3",Stage Three Modules,psychology,2023/4,Psychology
PYC3132,Supervising Evidence-Based Psychological Therapies (Low Intensity Cognitive Behavioural Therapy),20,1,Stage Three Modules,psychology,2023/4,Psychology
PYC3133,Evidence-Based Practice,20,1 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3134,Enhanced Practice,20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
PYC3135,Introduction to Leadership,20,2 and 3,Stage Three Modules,psychology,2023/4,Psychology
