dept_code,academic_year,faculty,n_modules,mean_coursework_pct,mean_written_exam_pct,mean_practical_pct,mean_class_size,mean_scheduled_hours,mean_contact_ratio,mean_assess_diversity,mean_n_summative_items
NSC,2022/3,ESE,14.0,59.76,22.08,18.16,37.6,87.68,0.28427368421052635,1.96,5.72
NSC,2023/4,ESE,13.0,60.583333333333336,20.5,18.916666666666668,37.291666666666664,90.41666666666667,0.2900073099415205,1.9583333333333333,5.833333333333333
NSC,2024/5,ESE,14.0,60.96,20.88,18.16,37.6,94.72,0.3120070175438597,1.96,5.72
PHL,2019/0,HASS,45.0,66.73913043478261,32.82608695652174,0.43478260869565216,51.47727272727273,23.195652173913043,0.15266121972570765,1.4782608695652173,1.9130434782608696
PHL,2020/1,HASS,53.0,69.07407407407408,29.25925925925926,1.6666666666666667,46.88461538461539,23.12962962962963,0.152518849946143,1.4814814814814814,1.962962962962963
PHL,2021/2,HASS,54.0,70.36363636363636,26.90909090909091,2.727272727272727,47.925925925925924,23.01818181818182,0.15182346959528167,1.4727272727272727,1.9454545454545455
PHL,2022/3,HASS,66.0,78.65671641791045,18.65671641791045,2.6865671641791047,44.46153846153846,22.388059701492537,0.14785708677725104,1.3432835820895523,1.9701492537313432
PHL,2023/4,HASS,62.0,79.60317460317461,17.936507936507937,2.4603174603174605,45.622950819672134,22.73015873015873,0.15004907112289653,1.3015873015873016,2.0634920634920637
PHL,2024/5,HASS,68.0,79.92753623188406,16.956521739130434,3.1159420289855073,44.343283582089555,22.73913043478261,0.15025554880821873,1.318840579710145,1.9420289855072463
PHY,2022/3,ESE,46.0,31.692307692307693,47.93846153846154,20.369230769230768,55.23809523809524,57.142857142857146,0.3114424203685948,1.7384615384615385,3.171875
PHY,2023/4,ESE,47.0,34.09090909090909,46.0,19.90909090909091,54.171875,56.325581395348834,0.30761042609645695,1.7424242424242424,3.076923076923077
PHY,2024/5,ESE,39.0,34.71153846153846,42.88461538461539,22.403846153846153,59.54,55.8974358974359,0.29779269202087993,1.7307692307692308,3.2549019607843137
POL,2019/0,HASS,50.0,71.45454545454545,24.53030303030303,4.015151515151516,86.74242424242425,31.939393939393938,0.14790726052471018,1.606060606060606,2.3181818181818183
POL,2020/1,HASS,60.0,74.1625,21.15,4.6875,77.875,32.3875,0.1476062639821029,1.6125,2.3625
POL,2021/2,HASS,62.0,74.95121951219512,19.74390243902439,5.304878048780488,78.9375,32.81707317073171,0.15036721776613735,1.6341463414634145,2.475609756097561
POL,2022/3,HASS,71.0,81.43617021276596,13.159574468085106,5.404255319148936,81.26373626373626,32.43617021276596,0.14879718216002663,1.4574468085106382,2.2872340425531914
POL,2023/4,HASS,81.0,79.42307692307692,15.64423076923077,4.9326923076923075,77.67326732673267,31.817307692307693,0.14854629151609017,1.4615384615384615,2.1923076923076925
POL,2024/5,HASS,80.0,79.86868686868686,16.161616161616163,3.9696969696969697,79.5360824742268,30.595959595959595,0.15007467825553306,1.393939393939394,2.090909090909091
PSY,2019/0,HLS,47.0,62.92168674698795,34.55421686746988,2.5240963855421685,111.74096385542168,26.765060240963855,0.17361445783132537,1.7108433734939759,2.108433734939759
PSY,2020/1,HLS,51.0,57.7970297029703,30.92079207920792,11.282178217821782,102.54950495049505,24.995049504950494,0.15316831683168322,1.702970297029703,2.0594059405940595
PSY,2021/2,HLS,52.0,57.09756097560975,31.931707317073172,10.970731707317073,102.14634146341463,25.11219512195122,0.15414634146341466,1.6926829268292682,2.0439024390243903
PSY,2022/3,HLS,61.0,55.366379310344826,34.68103448275862,9.952586206896552,94.47413793103448,26.030172413793103,0.16181034482758624,1.7543103448275863,2.0129310344827585
PSY,2023/4,HLS,66.0,54.4331983805668,36.21862348178138,9.348178137651821,92.25311203319502,26.453441295546558,0.16534412955465588,1.7692307692307692,1.9716599190283401
PSY,2024/5,HLS,56.0,56.42857142857143,33.06912442396313,10.502304147465438,98.91588785046729,25.465437788018434,0.1572350230414747,1.7235023041474655,1.9400921658986174
PYC,2019/0,HLS,18.0,60.625,3.75,35.625,11.125,120.29166666666667,0.3515588358458962,1.625,3.9583333333333335
PYC,2020/1,HLS,17.0,61.857142857142854,4.285714285714286,33.857142857142854,12.619047619047619,108.9047619047619,0.35423187365398423,1.5714285714285714,3.5238095238095237
PYC,2021/2,HLS,24.0,54.46666666666667,5.333333333333333,40.2,12.321428571428571,106.4,0.3321289782244556,1.6666666666666667,3.533333333333333
PYC,2022/3,HLS,30.0,49.833333333333336,5.833333333333333,44.333333333333336,14.970588235294118,98.05555555555556,0.32371859296482414,1.6666666666666667,3.4722222222222223
PYC,2023/4,HLS,30.0,49.833333333333336,5.833333333333333,44.333333333333336,19.97142857142857,102.27777777777777,0.3430518547452482,1.6666666666666667,3.4444444444444446
PYC,2024/5,HLS,30.0,51.77777777777778,4.444444444444445,43.77777777777778,21.25,102.86111111111111,0.34709260768305994,1.6666666666666667,3.2777777777777777
SOC,2019/0,HASS,30.0,59.5625,34.1875,6.25,32.333333333333336,23.375,0.14437500000000003,1.84375,2.0
SOC,2020/1,HASS,28.0,49.2,45.63333333333333,5.166666666666667,32.5,23.6,0.14511111111111114,1.9333333333333333,2.0
SOC,2021/2,HASS,33.0,57.885714285714286,36.97142857142857,5.142857142857143,33.03030303030303,24.0,0.14952380952380956,1.8,2.085714285714286
SOC,2022/3,HASS,41.0,74.09302325581395,25.441860465116278,0.46511627906976744,33.69047619047619,22.558139534883722,0.14186046511627906,1.4883720930232558,1.9534883720930232
SOC,2023/4,HASS,41.0,75.13636363636364,24.863636363636363,0.0,32.61904761904762,24.068181818181817,0.1437878787878788,1.4545454545454546,1.8863636363636365
SOC,2024/5,HASS,25.0,77.79310344827586,22.20689655172414,0.0,51.25,27.620689655172413,0.1460066740823137,1.3793103448275863,1.7586206896551724
THE,2019/0,HASS,21.0,67.5,30.833333333333332,1.6666666666666667,23.967741935483872,30.27777777777778,0.11981481481481482,1.7222222222222223,2.1666666666666665
THE,2020/1,HASS,22.0,82.57142857142857,14.571428571428571,2.857142857142857,29.137931034482758,31.457142857142856,0.13257142857142856,1.6285714285714286,3.0285714285714285
THE,2021/2,HASS,27.0,76.19565217391305,21.630434782608695,2.1739130434782608,24.97826086956522,29.67391304347826,0.11850440759001941,1.608695652173913,2.9130434782608696
THE,2022/3,HASS,41.0,82.12328767123287,16.506849315068493,1.36986301369863,25.19672131147541,31.301369863013697,0.11768770889234101,1.4794520547945205,2.671232876712329
THE,2023/4,HASS,29.0,88.7,9.3,2.0,24.3,30.42,0.11942405498281786,1.26,2.42
THE,2024/5,HASS,25.0,93.0952380952381,5.0,1.9047619047619047,26.5,32.225,0.12983333333333336,1.2857142857142858,2.4285714285714284
