module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok,dept_code,level_char,level,faculty,total_hours,contact_ratio,assessment_diversity,assess_was_renormalised
BEP3090,2022/3,management,Management,Stage Three Modules,15.0,2,Business Field Trip,15.0,30.0,36.0,114.0,0.0,60.0,0.0,40.0,2.0,6.0,No,31/03/2017,18/05/2023,True,BEP,3,UG Year 3,ESE,150.0,0.24,2.0,False
BEP3100A,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study and Work Placement),120.0,20.0,0.0,0.0,12000.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,12000.0,0.0,1.0,False
BEP3100B,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study),120.0,80.0,0.0,0.0,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BEP3100C,2022/3,management,Management,Stage Three Modules,120.0,"1, 2 and 3",Year Abroad (Work Placement),120.0,20.0,0.0,0.0,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BEP3110,2022/3,management,Management,Stage Three Modules,15.0,1,Marketing Strategy,15.0,38.0,34.0,116.0,0.0,70.0,0.0,30.0,3.0,6.0,No,16/02/2019,08/12/2021,True,BEP,3,UG Year 3,ESE,150.0,0.22666666666666666,2.0,False
BEP3171,2022/3,management,Management,Stage Three Modules,15.0,2,The Economy of Space,15.0,30.0,24.0,126.0,0.0,50.0,0.0,50.0,2.0,6.0,No,17/01/2022,15/08/2022,True,BEP,3,UG Year 3,ESE,150.0,0.16,2.0,False
BEP3172,2022/3,management,Management,Stage Three Modules,15.0,"1, 2 and 3",Future 17: Sustainable Development Goals Challenge,15.0,48.0,32.0,118.0,,100.0,0.0,0.0,2.0,6.0,Yes,14/12/2021,09/05/2022,True,BEP,3,UG Year 3,ESE,150.0,0.21333333333333335,1.0,False
BUS3000A,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study and Work Placement),120.0,20.0,0.0,0.0,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BUS,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BUS3000B,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study),120.0,80.0,,,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BUS,3,UG Year 3,ESE,1200.0,,1.0,False
BUS3000C,2022/3,management,Management,Stage Three Modules,120.0,"1, 2 and 3",Year Abroad (Work Placement),120.0,20.0,,,,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,10/03/2021,True,BUS,3,UG Year 3,ESE,,,1.0,False
BUS3000E,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Work Placement),120.0,15.0,,,1200.0,75.0,0.0,25.0,3.0,6.0,No,05/01/2021,08/09/2021,True,BUS,3,UG Year 3,ESE,1200.0,,2.0,False
BUS3000F,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Study and Work Placement,120.0,15.0,,,1200.0,75.0,0.0,25.0,3.0,6.0,No,05/01/2021,08/09/2021,True,BUS,3,UG Year 3,ESE,1200.0,,2.0,False
BUS3001,2022/3,management,Management,Stage Three Modules,30.0,1 and 2,Dissertation,30.0,80.0,19.0,281.0,0.0,100.0,0.0,0.0,1.0,6.0,No,01/09/2009,02/05/2023,True,BUS,3,UG Year 3,ESE,300.0,0.06333333333333334,1.0,False
BUS3002,2022/3,management,Management,Stage Three Modules,120.0,1 and 2,Business School Industrial Experience,120.0,120.0,8.0,92.0,1100.0,100.0,0.0,0.0,2.0,6.0,No,01/09/2011,21/08/2020,True,BUS,3,UG Year 3,ESE,1200.0,0.006666666666666667,1.0,False
ENG1002,2022/3,engineering,Engineering,,30.0,1 and 2,Engineering Mathematics and Scientific Computing,30.0,200.0,120.0,180.0,0.0,30.0,70.0,0.0,2.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,300.0,0.4,2.0,False
ENG1005,2022/3,engineering,Engineering,,30.0,1 and 2,Multi-Disciplinary Group Challenge Project,30.0,240.0,70.0,230.0,,50.0,0.0,50.0,6.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,300.0,0.23333333333333334,2.0,False
ENG1006,2022/3,engineering,Engineering,,15.0,1,Entrepreneurship 1,15.0,225.0,27.0,123.0,0.0,100.0,0.0,0.0,6.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.18,1.0,False
ENG1007,2022/3,engineering,Engineering,,15.0,1 and 2,Fundamentals of Mechanics,15.0,240.0,44.0,106.0,0.0,40.0,60.0,0.0,4.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.29333333333333333,2.0,False
ENG1008,2022/3,engineering,Engineering,,15.0,1 and 2,Fundamentals of Materials,15.0,240.0,44.0,106.0,0.0,45.0,55.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.29333333333333333,2.0,False
ENG1009,2022/3,engineering,Engineering,,15.0,1 and 2,Fundamentals of Electronics,15.0,,76.0,74.0,0.0,45.0,55.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.5066666666666667,2.0,False
ECM1102,2022/3,engineering,Engineering,,30.0,1,Core Engineering 1,30.0,195.0,130.0,170.0,0.0,24.0,70.0,6.0,7.0,4.0,No,,,True,ECM,1,UG Year 1,ESE,300.0,0.43333333333333335,3.0,False
ECM1106,2022/3,engineering,Engineering,,15.0,2,Electronics for Engineers: Core Engineering 2,15.0,206.0,34.0,116.0,0.0,10.0,60.0,30.0,3.0,1.0,No,,,True,ECM,1,UG Year 1,ESE,150.0,0.22666666666666666,3.0,False
ECM1107,2022/3,engineering,Engineering,,15.0,2,Materials and Manufacturing: Core Engineering 2,15.0,171.0,28.0,122.0,0.0,30.0,70.0,0.0,3.0,1.0,No,,,True,ECM,1,UG Year 1,ESE,150.0,0.18666666666666668,2.0,False
ECM1108,2022/3,engineering,Engineering,,15.0,2,Engineering Mechanics: Core Engineering 2,15.0,173.0,40.0,110.0,0.0,30.0,70.0,0.0,5.0,1.0,No,,,True,ECM,1,UG Year 1,ESE,150.0,0.26666666666666666,2.0,False
ECM1110,2022/3,engineering,Engineering,,30.0,1 and 2,Engineering Mathematics,30.0,195.0,100.0,200.0,0.0,20.0,80.0,0.0,3.0,4.0,No,,,True,ECM,1,UG Year 1,ESE,300.0,0.3333333333333333,2.0,False
ECM1111,2022/3,engineering,Engineering,,15.0,1 and 2,Entrepreneurship Skills Development 1,15.0,225.0,45.0,105.0,0.0,100.0,0.0,0.0,9.0,4.0,No,,,True,ECM,1,UG Year 1,ESE,150.0,0.3,1.0,False
ENG2001,2022/3,engineering,Engineering,,30.0,1 and 2,Civil Engineering Challenge Project,30.0,60.0,100.0,200.0,0.0,100.0,0.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.3333333333333333,1.0,False
ENG2003,2022/3,engineering,Engineering,,30.0,1 and 2,Electronic Engineering Challenge Project,30.0,30.0,70.0,230.0,,100.0,0.0,0.0,6.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.23333333333333334,1.0,False
ENG2004,2022/3,engineering,Engineering,,15.0,2,Entrepreneurship 2,15.0,250.0,25.0,125.0,0.0,100.0,0.0,0.0,5.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16666666666666666,1.0,False
ENG2005,2022/3,engineering,Engineering,,30.0,1 and 2,Entrepreneurship Challenge Project,30.0,20.0,55.0,245.0,0.0,100.0,0.0,0.0,5.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.18333333333333332,1.0,False
ENG2006,2022/3,engineering,Engineering,,15.0,2,Industry 4.0,15.0,200.0,24.0,126.0,,100.0,0.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16,1.0,False
ENG2007,2022/3,engineering,Engineering,,15.0,1,Introduction to Fluid Dynamics,15.0,,50.0,100.0,,30.0,70.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,2.0,False
ENG2008,2022/3,engineering,Engineering,,15.0,1,Microcontroller Engineering,15.0,15.0,63.0,87.0,0.0,40.0,60.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.42,2.0,False
ENG2009,2022/3,engineering,Engineering,,15.0,1,Modelling of Engineering Systems,15.0,,33.0,117.0,,50.0,50.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.22,2.0,False
ENG2010,2022/3,engineering,Engineering,,15.0,1,Soil Mechanics,15.0,,57.0,93.0,,50.0,35.0,15.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.38,3.0,False
ENG2011,2022/3,engineering,Engineering,,15.0,1,Solid Mechanics,15.0,,25.0,125.0,0.0,20.0,80.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16666666666666666,2.0,False
ENG2012,2022/3,engineering,Engineering,,15.0,2,Structural Behaviour,15.0,160.0,39.0,111.0,,15.0,85.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.26,2.0,False
ENG2013,2022/3,engineering,Engineering,,30.0,1 and 2,Sustainable Design Challenge Project,30.0,,55.0,245.0,,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.18333333333333332,1.0,False
ENG2014,2022/3,engineering,Engineering,,15.0,2,Technology Entrepreneurship,15.0,20.0,19.0,131.0,,100.0,0.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.12666666666666668,1.0,False
ENG2015,2022/3,engineering,Engineering,,30.0,1 and 2,Management Challenge Project,30.0,,55.0,245.0,,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.18333333333333332,1.0,False
ENG2016,2022/3,engineering,Engineering,,15.0,1,Introduction in Economics and Company Finance,15.0,25.0,22.0,128.0,,50.0,50.0,0.0,2.0,4.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.14666666666666667,2.0,False
ENG2017,2022/3,engineering,Engineering,,15.0,1,Communication and Networking Technologies,15.0,20.0,30.0,120.0,0.0,40.0,60.0,0.0,4.0,2.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.2,2.0,False
ENG2118,2022/3,engineering,Engineering,,15.0,1,Analogue and Digital Electronics Design,15.0,24.0,50.0,100.0,,40.0,60.0,0.0,5.0,,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,2.0,False
ECM2102,2022/3,engineering,Engineering,,15.0,1,Management and Management Science,15.0,175.0,34.0,116.0,0.0,40.0,60.0,0.0,3.0,5.0,No,,,True,ECM,2,UG Year 2,ESE,150.0,0.22666666666666666,2.0,False
ECM2105,2022/3,engineering,Engineering,,15.0,2,Control Engineering,15.0,182.0,33.0,117.0,0.0,30.0,70.0,0.0,2.0,2.0,No,,,True,ECM,2,UG Year 2,ESE,150.0,0.22,2.0,False
ECM2106,2022/3,engineering,Engineering,,15.0,2,Manufacturing Systems,15.0,17.0,22.0,138.0,0.0,30.0,70.0,0.0,3.0,5.0,No,,,True,ECM,2,UG Year 2,ESE,160.0,0.1375,2.0,False
ECM2115,2022/3,engineering,Engineering,,15.0,2,"PICS, Microcontrollers and Microprocessors",15.0,33.0,51.0,99.0,0.0,40.0,60.0,0.0,4.0,5.0,No,,,True,ECM,2,UG Year 2,ESE,150.0,0.34,2.0,False
ECM2121,2022/3,engineering,Engineering,,15.0,2,Entrepreneurship 2,15.0,200.0,55.0,95.0,0.0,100.0,0.0,0.0,5.0,5.0,No,,,True,ECM,2,UG Year 2,ESE,150.0,0.36666666666666664,1.0,False
ENG3001,2022/3,engineering,Engineering,,15.0,2,Construction Project Management,15.0,,50.0,100.0,,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3333333333333333,1.0,False
ENG3002,2022/3,engineering,Engineering,,15.0,2,Decision Making Systems & Decision Theory,15.0,35.0,22.0,128.0,0.0,0.0,100.0,0.0,1.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.14666666666666667,1.0,False
ENG3003,2022/3,engineering,Engineering,,15.0,1,Digital Engineering and Building Information Modelling,15.0,,33.0,117.0,,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,1.0,False
ENG3004,2022/3,engineering,Engineering,,15.0,1,Engineering Electromagnetics,15.0,30.0,42.0,108.0,0.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.28,2.0,False
ENG3005,2022/3,engineering,Engineering,,15.0,1,Fluid Dynamics and CFD,15.0,,50.0,100.0,,60.0,40.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3333333333333333,2.0,False
ENG3006,2022/3,engineering,Engineering,,15.0,2,Geotechnical Engineering and Foundation Design,15.0,,48.0,102.0,,30.0,50.0,20.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.32,3.0,False
ENG3007,2022/3,engineering,Engineering,,15.0,2,Global Entrepreneurial Marketing,15.0,15.0,11.0,139.0,0.0,100.0,0.0,0.0,1.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.07333333333333333,1.0,False
ENG3008A,2022/3,engineering,Engineering,,15.0,1,Mechanical Design and Build: Part 1 - Research,15.0,27.0,18.0,132.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,1.0,False
ENG3008B,2022/3,engineering,Engineering,,15.0,2,Mechanical Design and Build: Part 2 - Development,15.0,27.0,33.0,117.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,1.0,False
ENG3010,2022/3,engineering,Engineering,,15.0,2,Industrial Awareness & Problem Solving,15.0,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3,1.0,False
ENG3011,2022/3,engineering,Engineering,,15.0,2,Management and Leadership,15.0,35.0,11.0,139.0,0.0,60.0,40.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.07333333333333333,2.0,False
ENG3012,2022/3,engineering,Engineering,,15.0,1,Mechatronics,15.0,40.0,33.0,,117.0,25.0,70.0,5.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,3.0,False
ENG3013A,2022/3,engineering,Engineering,,15.0,1,Civil Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,1.0,False
ENG3013B,2022/3,engineering,Engineering,,15.0,2,Civil Design and Build: Part 2 - Development,15.0,,33.0,117.0,,100.0,0.0,0.0,3.0,,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,1.0,False
ENG3014,2022/3,engineering,Engineering,,15.0,1,Structural Engineering,15.0,,35.0,115.0,0.0,35.0,65.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.23333333333333334,2.0,False
ENG3015,2022/3,engineering,Engineering,,15.0,2,Structural Dynamics,15.0,,40.0,110.0,,30.0,70.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.26666666666666666,2.0,False
ENG3016,2022/3,engineering,Engineering,,15.0,2,Thermodynamics and Heat Transfer,15.0,,43.0,107.0,,15.0,70.0,15.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.2866666666666667,3.0,False
ENG3017,2022/3,engineering,Engineering,,15.0,1,Quality Control and Improvement,15.0,35.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ENG3018,2022/3,engineering,Engineering,,15.0,2,Control Engineering,15.0,180.0,32.0,118.0,0.0,25.0,75.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.21333333333333335,2.0,False
ENG3019A,2022/3,engineering,Engineering,,15.0,1,Management Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,2.0,False
ENG3019B,2022/3,engineering,Engineering,,15.0,2,Management Design and Build: Part 2 - Development,15.0,,33.0,117.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,2.0,False
ENG3020A,2022/3,engineering,Engineering,,15.0,1,Entrepreneurship Design and Build: Part 1 - Research,15.0,,13.0,137.0,,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.08666666666666667,1.0,False
ENG3020B,2022/3,engineering,Engineering,,15.0,2,Entrepreneurship Design and Build: Part 2 - Development,15.0,,33.0,117.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,2.0,False
ENG3021A,2022/3,engineering,Engineering,,15.0,1,Electronic Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,70.0,0.0,30.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,2.0,False
ENG3021B,2022/3,engineering,Engineering,,15.0,2,Electronic Design and Build: Part 2 - Development,15.0,,33.0,0.0,117.0,50.0,0.0,50.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,2.0,False
ENG3207,2022/3,engineering,Engineering,,15.0,1,Practical Hydraulic Engineering,15.0,25.0,40.0,60.0,50.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.26666666666666666,2.0,False
ECM3130,2022/3,engineering,Engineering,,15.0,2,Engineering in Society and Company Finance,15.0,183.0,78.0,72.0,0.0,30.0,70.0,0.0,2.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.52,2.0,False
ECM3149,2022/3,engineering,Engineering,,45.0,"1, 2 and 3",Commercial and Industrial Experience and Individual Project (BEng/MEng),45.0,7.0,27.0,123.0,300.0,100.0,0.0,0.0,,6.0,No,,,True,ECM,3,UG Year 3,ESE,450.0,0.06,1.0,False
ECM3152,2022/3,engineering,Engineering,,15.0,1,Computational Engineering,15.0,79.0,31.0,119.0,29.0,100.0,0.0,0.0,3.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,179.0,0.17318435754189945,1.0,False
ECM3153,2022/3,engineering,Engineering,,15.0,1,Management of Product Development,15.0,82.0,22.0,128.0,0.0,40.0,60.0,0.0,3.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ECM3156,2022/3,engineering,Engineering,,15.0,1,Civil Engineering Hydraulics,15.0,47.0,54.0,96.0,0.0,30.0,40.0,30.0,5.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.36,3.0,False
ECM3158,2022/3,engineering,Engineering,,15.0,1,Water Resources and Pollution Control,15.0,28.0,48.0,102.0,0.0,30.0,70.0,0.0,3.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.32,2.0,False
ECM3159,2022/3,engineering,Engineering,,15.0,1,Management of Processes and People,15.0,26.0,24.0,126.0,0.0,40.0,60.0,0.0,3.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.16,2.0,False
ECM3160,2022/3,engineering,Engineering,,15.0,1,Materials,15.0,49.0,84.0,66.0,0.0,40.0,60.0,0.0,4.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.56,2.0,False
ECM3164,2022/3,engineering,Engineering,,15.0,1,Operations Management,15.0,39.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ECM3165,2022/3,engineering,Engineering,,15.0,2,Digital Signal Processing,15.0,20.0,45.0,105.0,0.0,40.0,60.0,0.0,5.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.3,2.0,False
ECM3166,2022/3,engineering,Engineering,,15.0,1,Communications Engineering,15.0,30.0,50.0,100.0,0.0,20.0,60.0,20.0,4.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.3333333333333333,3.0,False
ECM3172,2022/3,engineering,Engineering,,60.0,2 and 3,Study Abroad Semester,60.0,10.0,0.0,0.0,600.0,0.0,100.0,0.0,1.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,600.0,0.0,1.0,False
ECM3173,2022/3,engineering,Engineering,,15.0,1,Structural Dynamics,15.0,80.0,40.0,110.0,,25.0,75.0,0.0,2.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.26666666666666666,2.0,False
ECM3174,2022/3,engineering,Engineering,,120.0,1,Year in Industry,120.0,4.0,6.0,,,80.0,0.0,20.0,4.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,6.0,1.0,2.0,False
ECM3175,2022/3,engineering,Engineering,,30.0,"1, 2 and 3",Individual Project,30.0,106.0,27.0,300.0,0.0,100.0,0.0,0.0,2.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,327.0,0.08256880733944955,1.0,False
ECM3176,2022/3,engineering,Engineering,,15.0,1,Industrial Awareness and Problem Solving,15.0,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.3,1.0,False
ECM3177,2022/3,engineering,Engineering,,15.0,2,Market Research and Business Planning,15.0,50.0,12.0,138.0,0.0,100.0,0.0,0.0,2.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.08,1.0,False
EMP3001,2022/3,engineering,Engineering,,15.0,1,Commercial and Industrial Experience,15.0,31.0,9.0,61.0,80.0,100.0,0.0,0.0,2.0,6.0,No,,,True,EMP,3,UG Year 3,Unknown,150.0,0.06,1.0,False
EMP3003,2022/3,engineering,Engineering,,45.0,1 and 2,Professional Experience,45.0,1.0,20.0,350.0,80.0,90.0,0.0,10.0,5.0,6.0,No,,,True,EMP,3,UG Year 3,Unknown,450.0,0.044444444444444446,2.0,False
CMM1001,2022/3,communications,Communications,Stage One Modules,30.0,1,Perspectives on Communications,30.0,90.0,33.0,267.0,0.0,50.0,0.0,50.0,2.0,4.0,No,07/01/2020,03/02/2022,True,CMM,1,UG Year 1,ESE,300.0,0.11,2.0,False
CMM1002,2022/3,communications,Communications,Stage One Modules,30.0,2,Communications Challenges,30.0,90.0,33.0,267.0,0.0,90.0,0.0,10.0,3.0,4.0,No,07/01/2020,03/02/2022,True,CMM,1,UG Year 1,ESE,300.0,0.11,2.0,False
DRA1015,2022/3,communications,Communications,Stage One Modules,30.0,1,Theatre Histories,30.0,100.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,6.0,No,11/11/2019,11/11/2019,True,DRA,1,UG Year 1,HASS,300.0,0.11,1.0,False
DRA1016,2022/3,communications,Communications,Stage One Modules,30.0,2,Performance Analysis,30.0,120.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,4.0,No,12/03/2020,06/05/2022,True,DRA,1,UG Year 1,HASS,300.0,0.11,1.0,False
DRA1017,2022/3,communications,Communications,Stage One Modules,30.0,1,Staging the Text,30.0,120.0,30.0,270.0,0.0,100.0,0.0,0.0,2.0,4.0,No,26/10/2020,28/02/2022,True,DRA,1,UG Year 1,HASS,300.0,0.1,1.0,False
DRA1018,2022/3,communications,Communications,Stage One Modules,30.0,1,The Creative Actor,30.0,130.0,99.0,201.0,0.0,100.0,0.0,0.0,2.0,4.0,No,28/10/2020,28/10/2020,True,DRA,1,UG Year 1,HASS,300.0,0.33,1.0,False
EAF1501,2022/3,communications,Communications,Stage One Modules,30.0,2,Major Debates in Film Theory,30.0,150.0,99.0,201.0,0.0,55.0,45.0,0.0,3.0,4.0,No,15/07/2020,14/02/2022,True,EAF,1,UG Year 1,HASS,300.0,0.33,2.0,False
EAF1504,2022/3,communications,Communications,Stage One Modules,30.0,1,Introduction to Film History,30.0,50.0,99.0,201.0,0.0,90.0,0.0,10.0,3.0,4.0,No,2011,22/02/2022,True,EAF,1,UG Year 1,HASS,300.0,0.33,2.0,False
EAF1506,2022/3,communications,Communications,Stage One Modules,30.0,1,Interrogating Screens,30.0,100.0,99.0,191.0,0.0,100.0,0.0,0.0,3.0,4.0,Yes,05/02/2019,13/02/2022,True,EAF,1,UG Year 1,HASS,290.0,0.3413793103448276,1.0,False
EAF1507,2022/3,communications,Communications,Stage One Modules,30.0,2,The Contemporary Film and Television Industries,30.0,120.0,99.0,201.0,0.0,100.0,0.0,0.0,3.0,4.0,No,16/01/2019,21/02/2021,True,EAF,1,UG Year 1,HASS,300.0,0.33,1.0,False
CMM2002,2022/3,communications,Communications,Stage Two Modules,30.0,1,Communications in the Workplace,30.0,90.0,30.0,190.0,80.0,70.0,0.0,30.0,4.0,5.0,No,07/01/2020,19/02/2021,True,CMM,2,UG Year 2,ESE,300.0,0.1,2.0,False
CMM2008,2022/3,communications,Communications,Stage Two Modules,30.0,2,Communications Research Methods,30.0,75.0,33.0,267.0,0.0,100.0,0.0,0.0,2.0,5.0,No,10/12/2021,10/02/2022,True,CMM,2,UG Year 2,ESE,300.0,0.11,1.0,False
DRA2028,2022/3,communications,Communications,Stage Two Modules,30.0,1,Performance and Participation,30.0,20.0,45.0,255.0,0.0,100.0,0.0,0.0,2.0,5.0,No,March 2012,16/02/2021,True,DRA,2,UG Year 2,HASS,300.0,0.15,1.0,False
DRA2044,2022/3,communications,Communications,Stage Two Modules,30.0,1,Acting Shakespeare,30.0,18.0,66.0,234.0,0.0,30.0,0.0,70.0,2.0,5.0,No,2009,25/03/2022,True,DRA,2,UG Year 2,HASS,300.0,0.22,2.0,False
DRA2045,2022/3,communications,Communications,Stage Two Modules,30.0,1,Theatre and Health,30.0,25.0,33.0,267.0,0.0,100.0,0.0,0.0,3.0,5.0,No,March 2013,19/02/2021,True,DRA,2,UG Year 2,HASS,300.0,0.11,1.0,False
DRA2061B,2022/3,communications,Communications,Stage Two Modules,30.0,2,Digital Theatrecrafts,30.0,18.0,95.0,205.0,0.0,100.0,0.0,0.0,2.0,5.0,No,2011,07/05/2021,True,DRA,2,UG Year 2,HASS,300.0,0.31666666666666665,1.0,False
DRA2072,2022/3,communications,Communications,Stage Two Modules,30.0,1,Culture in / as Performance,30.0,20.0,45.0,255.0,0.0,100.0,0.0,0.0,2.0,5.0,No,05/02/2014,19/02/2021,True,DRA,2,UG Year 2,HASS,300.0,0.15,1.0,False
DRA2083,2022/3,communications,Communications,Stage Two Modules,30.0,2,Intermedial Performance Practice,30.0,20.0,33.0,267.0,0.0,60.0,0.0,40.0,3.0,5.0,No,August 2012,22/02/2022,True,DRA,2,UG Year 2,HASS,300.0,0.11,2.0,False
DRA2086,2022/3,communications,Communications,Stage Two Modules,30.0,2,Voice for the Actor,30.0,20.0,66.0,234.0,0.0,40.0,0.0,60.0,2.0,5.0,No,02/02/2016,23/02/2021,True,DRA,2,UG Year 2,HASS,300.0,0.22,2.0,False
