module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok
LAW3190,2020/1,law,Law,Stage Three Modules,15.0,1,Artificial Intelligence and the Law,15,50,28,121,,80,0,20,2,6,No,05/02/2020,13/08/2020,True
LAW3700,2020/1,law,Law,Stage Three Modules,120.0,1 and 2,Law with Legal Placement: Placement Module,120,5,,,1200,100,0,0,3,6,No,18/08/2017,26/08/2020,True
LAW3701,2020/1,law,Law,Stage Three Modules,120.0,"1, 2 and 3",Law Placement,120,10,3,0,1197,65,0,35,4,6,No,08/03/2018,01/08/2020,True
LAWM640,2020/1,law,Law,Masters Modules,60.0,2 and 3,Dissertation,60,80,9,591,0,100,0,0,1,7,No,01/10/2003,13/08/2020,True
LAWM683,2020/1,law,Law,Masters Modules,30.0,2,International Criminal Law,30,12,33,267,0,100,0,0,1,7,No,01/11/2013,27/08/2019,True
LAWM686,2020/1,law,Law,Masters Modules,15.0,1,Approaches to Research in Law (ESRC),15,5,15,135,0,100,0,0,2,7,No,01/10/2008,13/08/2020,True
BEE1006,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Finance,15,374,22,128,0,0,100,0,2,4,Yes,01/09/1999,14/07/2020,True
BEE1022,2020/1,economics,Economics,Stage One Modules,15.0,1,Introduction to Statistics,15,350,32,118,0,0,80,20,3,4,No,01/09/2006,17/07/2020,True
BEE1023,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Econometrics,15,300,32,118,0,0,100,0,3,4,Yes,01/09/2006,20/07/2020,True
BEE1024,2020/1,economics,Economics,Stage One Modules,15.0,1,Mathematics for Economists,15,330,32,118,0,0,100,0,2,4,No,01/09/2007,12/11/2020,True
BEE1025,2020/1,economics,Economics,Stage One Modules,15.0,2,Statistics for Business and Management,15,300,32,118,0,10,90,0,3,4,No,01/09/2008,13/01/2021,True
BEE1029,2020/1,economics,Economics,Stage One Modules,30.0,1 and 2,Economic Principles,30,480,64,236,0,50,50,0,10,4,No,01/09/2012,12/11/2020,True
BEE1032,2020/1,economics,Economics,Stage One Modules,15.0,1,History of Economic Thought,15,250,30,120,0,20,80,0,2,4,No,02/07/2012,26/06/2020,True
BEE1034,2020/1,economics,Economics,Stage One Modules,15.0,1,Economics for Management,15,400,26,124,0,0,100,0,1,4,No,01/09/2012,12/11/2020,True
BEE1035,2020/1,economics,Economics,Stage One Modules,15.0,1,Basic Quantitative Methods,15,170,32,118,0,0,100,0,2,4,Yes,13/08/2015,19/10/2020,True
BEE1036,2020/1,economics,Economics,Stage One Modules,15.0,1,Economics I,15,300,32,118,0,100,0,0,3,4,No,11/03/2019,10/08/2020,True
BEE1037,2020/1,economics,Economics,Stage One Modules,15.0,2,Economics II,15,300,32,118,0,20,80,0,2,4,Yes,11/03/2019,04/01/2021,True
BEE1038,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Data Science in Economics,15,,27,123,,100,0,0,2,4,No,11/03/2019,11/03/2019,True
BEE1039,2020/1,economics,Economics,Stage One Modules,15.0,2,Introduction to Behavioural Economics,15,100,26,124,,0,80,20,2,4,No,11/03/2019,18/03/2021,True
BEE1040,2020/1,economics,Economics,Stage One Modules,15.0,2,Personal Finance,15,265,15,135,0,30,70,0,2,4,No,01/09/2003,11/08/2020,True
BEE2010,2020/1,economics,Economics,Stage Two Modules,15.0,2,Philosophy of Economics,15,70,27,123,0,30,70,0,2,5,No,01/01/1999,18/09/2020,True
BEE2020,2020/1,economics,Economics,Stage Two Modules,15.0,2,Introduction to Econometric Theory,15,40,25,125,0,0,100,0,2,5,No,01/09/2007,25/08/2020,True
BEE2021,2020/1,economics,Economics,Stage Two Modules,15.0,2,Policy Issues in the Global Economy,15,100,22,128,0,0,100,0,2,5,No,01/09/2009,11/02/2019,True
BEE2025,2020/1,economics,Economics,Stage Two Modules,30.0,1 and 2,Microeconomics II,30,364,54,246,0,0,100,0,4,5,No,25/09/2013,18/11/2020,True
BEE2026,2020/1,economics,Economics,Stage Two Modules,30.0,1 and 2,Macroeconomics II,30,320,45,255,0,0,100,0,4,5,No,23/09/2013,18/11/2020,True
BEE2027,2020/1,economics,Economics,Stage Two Modules,15.0,2,Financial Markets and Decisions I,15,240,20,130,0,0,100,0,2,5,Yes,19/11/2013,03/08/2020,True
BEE2030,2020/1,economics,Economics,Stage Two Modules,15.0,1,Economics and Ethics,15,120,32,118,0,20,0,80,2,5,No,30/04/2015,10/08/2020,True
BEE2031,2020/1,economics,Economics,Stage Two Modules,15.0,1,Econometrics,15,280,22,128,0,0,100,0,3,5,No,01/03/2016,28/09/2020,True
BEE2032,2020/1,economics,Economics,Stage Two Modules,15.0,2,Applied Econometrics,15,60,32,118,0,20,0,80,2,5,No,01/09/2014,20/02/2019,True
BEE2033,2020/1,economics,Economics,Stage Two Modules,15.0,1,Public Finance,15,,27,123,0,100,0,0,2,5,Yes,01/09/1976,26/08/2020,True
BEE2034,2020/1,economics,Economics,Stage Two Modules,15.0,1,Environmental Economics,15,50,27,123,0,30,70,0,2,5,No,09/02/2018,14/09/2020,True
BEE2035,2020/1,economics,Economics,Stage Two Modules,15.0,2,Family Economics and Policy,15,,28,122,0,0,100,0,2,5,Yes,09/03/2018,03/09/2020,True
BEE2037,2020/1,economics,Economics,Stage Two Modules,15.0,1,Money and Banking,15,280,27,123,0,40,60,0,3,5,Yes,15/03/2018,03/09/2020,True
BEE2038,2020/1,economics,Economics,Stage Two Modules,15.0,1,Intermediate Microeconomics,15,400,27,123,0,30,70,0,2,5,Yes,11/03/2019,14/08/2020,True
BEE2039,2020/1,economics,Economics,Stage Two Modules,15.0,2,Intermediate Macroeconomics,15,400,27,113,,30,70,0,4,5,No,01/09/2010,11/08/2020,True
BEE2040,2020/1,economics,Economics,Stage Two Modules,15.0,1,The Economics of Financial Crises,15,340,40,110,0,20,80,0,2,5,No,25/02/2020,18/11/2020,True
BEE2041,2020/1,economics,Economics,Stage Two Modules,15.0,2,Data Science in Economics,15,150,27,123,0,100,0,0,2,5,No,25/02/2020,09/03/2020,True
BEE3015,2020/1,economics,Economics,Stage Three Modules,30.0,1 and 2,Econometric Analysis,30,20,40,260,0,30,70,0,7,6,No,01/09/1998,27/07/2020,True
BEE3019,2020/1,economics,Economics,Stage Three Modules,15.0,1,Law and Economics,15,50,22,128,0,30,70,0,2,6,Yes,26/02/2015,05/08/2020,True
BEE3032,2020/1,economics,Economics,Stage Three Modules,15.0,2,Futures and Options,15,40,25,125,0,10,90,0,2,6,No,01/07/2012,24/07/2018,True
BEE3034,2020/1,economics,Economics,Stage Three Modules,15.0,1,Financial Markets and Decisions 2,15,100,20,130,0,20,80,0,2,6,No,01/09/2007,05/08/2020,True
BEE3042,2020/1,economics,Economics,Stage Three Modules,15.0,1,International Political Economy,15,75,25,125,0,20,80,0,2,6,Yes,01/09/2005,23/07/2020,True
BEE3045,2020/1,economics,Economics,Stage Three Modules,15.0,1,International Economics,15,121,25,125,0,50,50,0,2,6,Yes,01/09/2007,18/11/2020,True
BEE3047,2020/1,economics,Economics,Stage Three Modules,15.0,2,Public Economics 1,15,100,27,123,0,20,80,0,2,6,No,01/09/2007,24/01/2018,True
BEE3049,2020/1,economics,Economics,Stage Three Modules,15.0,2,"Behaviour, Decisions and Markets",15,100,27,123,0,50,50,0,3,6,No,01/09/2008,08/09/2020,True
BEE3052,2020/1,economics,Economics,Stage Three Modules,15.0,1,Development Economics,15,100,25,125,0,20,80,0,2,6,No,01/09/2011,18/11/2020,True
BEE3053,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economic Growth,15,197,27,123,0,20,80,0,2,6,No,01/09/2011,14/08/2020,True
BEE3054,2020/1,economics,Economics,Stage Three Modules,15.0,2,Advanced Mathematics for Economists,15,30,33,117,0,0,100,0,2,6,Yes,01/09/2011,14/12/2020,True
BEE3057,2020/1,economics,Economics,Stage Three Modules,15.0,1,Labour Economics,15,30,28,122,0,0,100,0,2,6,No,17/02/2020,16/09/2020,True
BEE3058,2020/1,economics,Economics,Stage Three Modules,15.0,2,Political Economics,15,,27,123,0,20,80,0,2,6,No,September 2012,10/12/12,True
BEE3059,2020/1,economics,Economics,Stage Three Modules,15.0,2,Asset Pricing,15,140,27,123,0,10,90,0,3,6,No,16/03/2015,09/10/2017,True
BEE3062,2020/1,economics,Economics,Stage Three Modules,15.0,1,Applied Economics for Business,15,,27,123,0,30,0,70,2,6,No,10/07/2015,08/09/2020,True
BEE3063,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economics of Management Strategy,15,150,24,126,0,25,70,5,3,6,No,14/03/2018,08/11/2018,True
BEE3065,2020/1,economics,Economics,Stage Three Modules,15.0,2,Causal Effects in Economics,15,50,32,118,0,15,85,0,2,6,Yes,28/02/2018,14/08/2020,True
BEE3066,2020/1,economics,Economics,Stage Three Modules,15.0,1,Machine Learning for Economics,15,40,27,123,,100,0,0,2,6,No,11/03/2019,11/03/2019,True
BEE3068,2020/1,economics,Economics,Stage Three Modules,30.0,,Economics Dissertation,30,50,5,295,,100,0,0,1,6,No,18/07/2019,18/11/2020,True
BEE3069,2020/1,economics,Economics,Stage Three Modules,15.0,2,Behavioural Economics: Theory and Practice,15,100,27,123,0,20,80,0,2,6,No,07/02/2020,09/03/2020,True
BEE3070,2020/1,economics,Economics,Stage Three Modules,15.0,2,Economic Analysis and Pandemics,15,75,27,123,,65,0,35,4,6,No,15/07/2020,15/07/2020,True
BEE3109,2020/1,economics,Economics,Stage Three Modules,15.0,1,"Bitcoin, Money and Trust",15,60,27,123,0,90,0,10,3,6,No,11/07/2018,11/07/2018,True
BEEM011,2020/1,economics,Economics,Masters Modules,15.0,1,Applied Econometrics 1,15,84,36,114,0,100,0,0,1,7,No,29/09/2016,08/09/2020,True
BEEM012,2020/1,economics,Economics,Masters Modules,15.0,2,Applied Econometrics 2,15,50,32,118,0,50,50,0,2,7,No,16/07/2014,21/01/2021,True
BEEM015,2020/1,economics,Economics,Masters Modules,15.0,2,Industrial Economics and Strategy,15,45,20,130,0,20,80,0,2,7,No,01/09/2009,17/10/2018,True
BEEM061,2020/1,economics,Economics,Masters Modules,15.0,1,Fundamentals of Financial Technology,15,30,27,123,0,80,20,0,2,7,No,20/08/2020,20/08/2020,True
BEEM062,2020/1,economics,Economics,Masters Modules,15.0,2,,,,,,,,,,,,,,,True
BEEM063,2020/1,economics,Economics,Masters Modules,30.0,2 and 3,Hackathon Project,30,30,12,288,0,100,0,0,3,7,No,20/08/2020,20/08/2020,True
BEEM100,2020/1,economics,Economics,Masters Modules,15.0,1,Macroeconomics,15,40,27,123,0,20,80,0,2,7,No,03/09/2007,30/08/2017,True
BEEM101,2020/1,economics,Economics,Masters Modules,15.0,1,Microeconomics,15,50,26,124,0,60,40,0,2,7,No,16/07/2014,16/09/2020,True
BEEM102,2020/1,economics,Economics,Masters Modules,15.0,1,Quantitative Research Techniques 1,15,40,27,123,0,30,70,0,3,7,No,17/07/2014,06/02/2019,True
BEEM103,2020/1,economics,Economics,Masters Modules,15.0,1,Optimisation Techniques for Economists,15,65,33,117,0,30,70,0,2,7,No,17/07/2014,13/08/2020,True
BEEM115,2020/1,economics,Economics,Masters Modules,60.0,"1, 2 and 3",Research Design and Dissertation,60,60,8,592,0,100,0,0,2,7,No,17/03/2014,25/09/2015,True
BEEM117,2020/1,economics,Economics,Masters Modules,15.0,2,Economics of Corporate Finance,15,53,20,130,0,0,100,0,2,7,No,16/07/2014,07/07/2020,True
BEEM120,2020/1,economics,Economics,Masters Modules,15.0,1,Macroeconomics of Money and Financial Markets,15,100,27,123,0,0,100,0,2,7,No,01/09/2008,02/09/2020,True
BEEM124,2020/1,economics,Economics,Masters Modules,45.0,3,Dissertation,45,50,8,442,0,100,0,0,2,7,No,17/07/2014,25/09/2015,True
BEEM125,2020/1,economics,Economics,Masters Modules,15.0,2,Experimental and Behavioural Economics,15,8,33,117,0,100,0,0,1,7,No,16/07/2014,09/10/2017,True
BEEM131,2020/1,economics,Economics,Masters Modules,15.0,2,Advanced Macroeconomics II,15,15,33,117,,45,55,0,1,7,No,29/02/2016,17/10/2018,True
BEEM136,2020/1,economics,Economics,Masters Modules,15.0,1,,,,,,,,,,,,,,,False
BEEM137,2020/1,economics,Economics,Masters Modules,15.0,1,Microeconomic Theory I,15,12,32,118,,0,100,0,2,7,No,04/04/2019,14/09/2020,True
BEEM138,2020/1,economics,Economics,Masters Modules,15.0,1,Macroeconomic Theory I,15,10,33,117,0,45,55,0,2,7,No,29/02/2016,27/02/2020,True
BEEM139,2020/1,economics,Economics,Masters Modules,15.0,1,Econometric Theory I,15,12,32,118,,30,70,0,3,7,No,04/04/2016,12/08/2020,True
BEEM140,2020/1,economics,Economics,Masters Modules,15.0,2,Microeconomic Theory II,15,,32,118,0,50,50,0,4,7,No,04/04/2016,28/02/2020,True
BEEM141,2020/1,economics,Economics,Masters Modules,15.0,2,Macroeconomic Theory II,15,12,32,118,0,45,55,0,2,7,No,29/02/2016,20/08/2019,True
BEEM142,2020/1,economics,Economics,Masters Modules,15.0,2,Econometric Theory II,15,12,32,118,,20,80,0,2,7,No,04/04/2016,20/08/2019,True
BEEM143,2020/1,economics,Economics,Masters Modules,15.0,2,Research Methods II,15,,33,117,0,45,55,0,2,7,No,24/06/2019,26/08/2020,True
BEEM144,2020/1,economics,Economics,Masters Modules,15.0,1,Topics in Microeconomic Theory I,15,12,33,117,0,45,55,0,2,7,No,24/06/2019,24/06/2019,True
BEEM145,2020/1,economics,Economics,Masters Modules,15.0,1,Topics in Macroeconomic Theory I,15,12,33,117,0,100,0,0,1,7,No,24/06/2019,02/09/2020,True
BEEM146,2020/1,economics,Economics,Masters Modules,15.0,1,Topics in Empirical Economics I,15,5,18,132,0,100,0,0,3,7,No,24/06/2019,07/10/2020,True
BEEM147,2020/1,economics,Economics,Masters Modules,15.0,2,Topics in Microeconomic Theory II,15,12,33,117,0,45,55,0,2,7,No,24/06/2019,24/06/2019,True
BEEM148,2020/1,economics,Economics,Masters Modules,15.0,2,Topics in Macroeconomic Theory II,15,12,33,117,0,100,0,0,2,7,No,24/06/2019,15/03/2021,True
BEEM149,2020/1,economics,Economics,Masters Modules,15.0,2,Topics in Empirical Economics II,15,12,33,117,0,45,55,0,2,7,No,24/06/2019,24/06/2019,True
BEEM150,2020/1,economics,Economics,Masters Modules,60.0,3,Dissertation,60,12,12,588,0,30,70,0,2,7,No,24/06/2019,24/06/2019,True
EAS1032,2020/1,english,English,Stage One Modules,30.0,1 and 2,Approaches to Criticism,30,300,67,232,0,55,45,0,3,4,No,2011,05/03/2020,True
EAS1035,2020/1,english,English,Stage One Modules,30.0,1,Beginnings: English Literature before 1800,30,282,44,256,0,25,65,10,3,4,No,2011,10/07/2020,True
EAS1037,2020/1,english,English,Stage One Modules,15.0,2,The Novel,15,179,27,122,0,90,0,10,2,4,No,2011,06/07/2020,True
EAS1038,2020/1,english,English,Stage One Modules,15.0,2,The Poem,15,260,26,123,0,40,50,10,3,4,No,01/01/2011,13/07/2020,True
EAS1040,2020/1,english,English,Stage One Modules,15.0,1 and 2,Academic English,15,,33,117,0,100,0,0,4,4,No,May 2013,13/07/2020,True
EAS1041,2020/1,english,English,Stage One Modules,15.0,2,Rethinking Shakespeare,15,145,30,119,0,90,0,10,2,4,No,01/02/2010,05/03/2020,True
EAS1042,2020/1,english,English,Stage One Modules,30.0,1,Write after Reading,30,30,33,267,0,95,0,5,4,4,No,01/10/2019,14/07/2020,True
EAS1044,2020/1,english,English,Stage One Modules,15.0,2,Imagine This: Prompts for Creative Writing,15,30,22,128,0,90,0,10,2,4,No,01/10/2019,27/06/2020,True
EAS2026,2020/1,english,English,Stage Two Modules,30.0,1,Desire and Power: English Literature 1570-1640,30,148,38,262,0,45,45,10,3,5,No,01/10/2011,07/07/2020,True
EAS2029,2020/1,english,English,Stage Two Modules,30.0,2,Revolutions and Evolutions 19C Writings,30,90,39,261,0,50,50,0,3,5,No,01/01/2012,27/07/2020,True
EAS2031,2020/1,english,English,Stage Two Modules,30.0,1,Creative Writing: Building a Story,30,95,40,260,0,100,0,0,3,5,No,27/02/2017,27/07/2020,True
EAS2032,2020/1,english,English,Stage Two Modules,30.0,1,Creative Writing: Making a Poem,30,50,40,260,0,90,0,10,3,5,No,27/02/2017,14/07/2020,True
EAS2033,2020/1,english,English,Stage Two Modules,15.0,2,British Cultures: The Exeter Seminar,15,15,40,110,0,100,0,0,3,5,No,01/05/2018,13/08/2020,True
EAS2035,2020/1,english,English,Stage Two Modules,30.0,1,Serious Play: Creative Writing Workshop,30,16,33,267,0,90,0,10,3,5,No,20/06/2019,14/07/2020,True
EAS2036,2020/1,english,English,Stage Two Modules,30.0,1,Theatrical Cultures in Early Modern England,30,50,53,247,0,40,40,20,4,5,No,2012,20/08/2020,True
EAS2071,2020/1,english,English,Stage Two Modules,30.0,1,Chaucer and His Contemporaries,30,45,40,260,0,45,45,10,3,6,No,01/10/2011,05/07/2020,True
EAS2080,2020/1,english,English,Stage Two Modules,30.0,2,Renaissance and Revolution,30,114,41,259,0,45,45,10,3,5,No,01/10/2011,27/07/2020,True
EAS2089,2020/1,english,English,Stage Two Modules,30.0,1,"Creative Industries: Their Past, Our Future",30,30,44,256,0,100,0,0,3,5,No,12/12/2016,27/07/2020,True
EAS2090,2020/1,english,English,Stage Two Modules,30.0,2,Humanities after the Human: Further Adventures in Critical Theory,30,80,38,261,0,45,45,10,3,5,No,01/12/2015,27/07/2020,True
EAS2102,2020/1,english,English,Stage Two Modules,30.0,2,Satire and the City: English Literature 1660-1750,30,70,39,261,0,90,0,10,3,5,No,01/10/2011,10/07/2020,True
EAS2103,2020/1,english,English,Stage Two Modules,30.0,1,Modernism and Modernity: Literature 1900-1960,30,112,39,261,0,45,45,10,3,5,No,01/10/2011,27/07/2020,True
EAS2104,2020/1,english,English,Stage Two Modules,30.0,2,Crossing the Water: Transatlantic Literary Relations,30,45,38,261,0,55,45,0,3,5,No,01/01/2012,27/07/2020,True
EAS2106,2020/1,english,English,Stage Two Modules,30.0,2,Romanticism,30,45,39,261,0,55,45,0,3,5,No,17/01/2014,27/07/2020,True
EAS2110,2020/1,english,English,Stage Two Modules,60.0,1,North American Study Term 1,60,14,0,0,600,100,0,0,1,5,No,01/07/2014,17/07/2019,True
EAS2111,2020/1,english,English,Stage Two Modules,60.0,2,North American Study Term 2,60,14,0,0,600,100,0,0,1,5,No,01/07/2014,17/07/2019,True
EAS2113,2020/1,english,English,Stage Two Modules,30.0,2,"Culture, Crisis and Ecology in a Postcolonial World",30,75,43,257,0,45,45,10,3,5,No,2016,27/07/2020,True
EAS3003,2020/1,english,English,Stage Three Modules,30.0,2,Dissertation,30,345,21,279,0,100,0,0,1,6,No,01/10/2011,27/07/2020,True
EAS3100,2020/1,english,English,Stage Three Modules,30.0,2,Hardy and Women Who Did: the Coming of Modernity,30,15,32,267,0,100,0,0,4,6,No,01/10/2011,20/08/2020,True
EAS3122,2020/1,english,English,Stage Three Modules,30.0,2,Creative Writing Dissertation,30,38,21,279,0,100,0,0,2,6,No,01/01/2011,27/07/2020,True
EAS3128,2020/1,english,English,Stage Three Modules,30.0,2,Writing the Short Film,30,25,33,267,0,100,0,0,3,6,No,01/10/2011,27/07/2020,True
EAS3167,2020/1,english,English,Stage Three Modules,30.0,1,James Joyce's Ulysses,30,15,33,267,0,100,0,0,3,6,No,01/10/2011,27/07/2020,True
EAS3179,2020/1,english,English,Stage Three Modules,30.0,1,Life and Death in Early Modern Literature,30,145,37,263,0,50,50,0,3,6,No,07/03/2014,27/07/2020,True
EAS3181,2020/1,english,English,Stage Three Modules,30.0,1,Visual and Literary Cultures of Realism,30,15,33,267,0,65,0,35,2,6,No,01/01/2017,27/07/2020,True
EAS3182,2020/1,english,English,Stage Three Modules,30.0,1,Encountering the Other in Medieval Literature,30,15,39,261,0,75,0,25,3,6,No,12/02/2018,27/07/2020,True
EAS3191,2020/1,english,English,Stage Three Modules,30.0,2,Writing for Children and Young Adults,30,,33,267,0,100,0,0,2,6,No,09/02/2018,27/07/2020,True
EAS3194,2020/1,english,English,Stage Three Modules,30.0,1,"Resource Fictions: Oil, Water and Conflict in the World-System",30,30,33,267,0,100,0,0,3,6,No,29/01/2018,27/07/2020,True
EAS3195,2020/1,english,English,Stage Three Modules,30.0,1,Acts of Writing: From Decolonisation to Globalisation,30,150,45,255,0,45,45,10,3,6,No,01/10/2011,27/07/2020,True
EAS3196,2020/1,english,English,Stage Three Modules,30.0,1,"Charles Dickens: Novelist, Journalist and Reformer",30,15,33,267,0,100,0,0,3,6,No,13/02/2018,27/07/2020,True
EAS3198,2020/1,english,English,Stage Three Modules,30.0,2,The Death of the Novel,30,15,33,267,0,100,0,0,3,6,No,14/01/2018,27/07/2020,True
EAS3219,2020/1,english,English,Stage Three Modules,30.0,1,"Virginia Woolf: Fiction, Feeling, Form",30,18,33,267,0,100,0,0,2,6,No,11/01/2013,27/07/2020,True
EAS3225,2020/1,english,English,Stage Three Modules,30.0,1,"'Reader, I Married Him': The Evolution of Romance Fiction from 1740 to the Present",30,30,46,254,0,100,0,0,3,6,No,19/01/2013,27/07/2020,True
EAS3228,2020/1,english,English,Stage Three Modules,30.0,2,Romance from Chaucer to Shakespeare,30,15,39,261,0,100,0,0,2,6,No,Jan 2013,09/07/2020,True
EAS3234,2020/1,english,English,Stage Three Modules,30.0,1,Citizens of the World,30,80,33,267,0,100,0,0,3,6,No,01/12/2014,08/07/2020,True
EAS3235,2020/1,english,English,Stage Three Modules,30.0,2,American Modern,30,16,33,267,0,100,0,0,2,6,No,01/01/2015,27/07/2020,True
EAS3237,2020/1,english,English,Stage Three Modules,30.0,2,The Rise of Science,30,15,33,267,0,90,0,10,4,6,No,20/01/2015,27/07/2020,True
EAS3241,2020/1,english,English,Stage Three Modules,30.0,1,Harlem and After: African American Literature 1925-present,30,15,33,267,0,100,0,0,2,6,No,08/12/2014,28/07/2020,True
EAS3245,2020/1,english,English,Stage Three Modules,30.0,2,The 21st Century Museum,30,,35,265,0,100,0,0,2,6,No,,02/11/2020,True
EAS3252,2020/1,english,English,Stage Three Modules,30.0,2,"Poison, Filth, Trash: Modernism, Censorship and Resistance",30,15,66,234,0,100,0,0,3,6,No,01/01/2020,28/07/2020,True
EAS3408,2020/1,english,English,Stage Three Modules,30.0,1,Poetry and Politics,30,32,44,256,0,100,0,0,2,6,Yes,08/02/2018,28/07/2020,True
EAS3409,2020/1,english,English,Stage Three Modules,30.0,1,"Ghosts, Witches and Demons: the Renaissance Supernatural",30,15,33,267,0,100,0,0,3,6,No,25/01/2016,05/03/2020,True
EASM023,2020/1,english,English,Masters Modules,60.0,2 and 3,Dissertation,60,50,14,586,0,100,0,0,1,7,No,12/01/2018,06/07/2020,True
EASM099,2020/1,english,English,Masters Modules,30.0,1,Making Progress? Literature in a Changing Environment,30,20,22,278,0,100,0,0,2,7,No,June 2013,27/07/2020,True
EASM100,2020/1,english,English,Masters Modules,30.0,2,The Cultures of American Modernism,30,15,22,278,0,100,0,0,2,7,No,19/09/2018,27/07/2020,True
EASM106,2020/1,english,English,Masters Modules,30.0,1,Criticism and Theory: Current Debates,30,15,22,278,0,100,0,0,2,7,No,June 2013,30/06/2020,True
EASM109,2020/1,english,English,Masters Modules,30.0,2,"Bodies Politic: Cultural and Sexual Politics in England, 1603-1679",30,15,22,278,0,100,0,0,2,7,No,October 2011,27/07/2020,True
EASM121,2020/1,english,English,Masters Modules,30.0,1,The Poetry of Events - Building a Plot,30,15,20,280,0,100,0,0,2,7,No,October 2011,27/07/2020,True
EASM123,2020/1,english,English,Masters Modules,60.0,3,Creative Writing Dissertation,60,25,3,597,0,100,0,0,2,7,No,October 2011,06/11/2018,True
EASM133,2020/1,english,English,Masters Modules,30.0,2,The Structures of Realism,30,15,22,278,0,100,0,0,2,7,No,21/01/2014,27/07/2020,True
EASM142,2020/1,english,English,Masters Modules,30.0,2,Revival and Return: Using the Past from Pope to Keats,30,15,22,278,0,100,0,0,2,7,No,October 2011,27/02/2020,True
EASM151,2020/1,english,English,Masters Modules,30.0,1,Modernism and Material Culture,30,15,22,278,0,100,0,0,2,7,No,May 2013,27/07/2020,True
EASM152,2020/1,english,English,Masters Modules,30.0,2,Criticism and Theory: Critical and Literary Theory in a Global Context,30,15,21,279,0,100,0,0,2,7,No,01/02/2012,07/07/2020,True
EASM154,2020/1,english,English,Masters Modules,30.0,1,The Body and Identity,30,15,20,280,0,100,0,0,2,7,No,June 2013,27/07/2020,True
EASM157,2020/1,english,English,Masters Modules,30.0,1,The Literature of Cold War America,30,15,22,278,0,100,0,0,2,7,No,08/05/2018,06/07/2020,True
EASM166,2020/1,english,English,Masters Modules,30.0,1,Prose Writing Workshop,30,15,22,278,0,100,0,0,2,7,No,01/05/2017,10/07/2020,True
EASM167,2020/1,english,English,Masters Modules,30.0,2,World Cinema / World Literature,30,15,55,245,0,100,0,0,2,7,No,08/05/2017,08/07/2020,True
EASM169,2020/1,english,English,Masters Modules,30.0,1,Publishing and Power: Black and Asian Literary Networks in the UK,30,16,22,278,0,100,0,0,2,7,No,15/02/2019,10/07/2020,True
EASM171,2020/1,english,English,Masters Modules,30.0,1,"Expanding Queerness: Critical Debates in Theory, Literature, Film and Television",30,16,42,258,0,100,0,0,2,7,No,13/02/2019,27/07/2020,True
EASM174,2020/1,english,English,Masters Modules,30.0,2,Writing Women in the English Middle Ages,30,15,22,278,0,100,0,0,2,7,No,17/02/2020,26/07/2020,True
GEO1105,2020/1,geography,Geography,Stage One Modules,15.0,2,"Geographies of Place, Identity and Culture",15,245,22,128,0,0,100,0,1,4,No,01/05/2009,16/01/2020,True
GEO1106,2020/1,geography,Geography,Stage One Modules,15.0,1,Geographies of Global Change,15,250,20,130,0,100,0,0,1,4,No,01/08/2011,13/07/2020,True
GEO1211,2020/1,geography,Geography,Stage One Modules,15.0,2,Earth System Science: The History of Our Planet,15,220,33,117,0,0,100,0,1,4,No,23/07/2014,14/07/2020,True
GEO1213,2020/1,geography,Geography,Stage One Modules,15.0,1,Earth System Science: Our Changing Planet,15,220,33,117,0,0,100,0,1,4,No,25/04/2017,14/07/2020,True
GEO1309,2020/1,geography,Geography,Stage One Modules,15.0,1 and 2,Study Skills for Human Geographers,15,155,13,137,0,60,0,40,3,4,No,01/08/2011,13/07/2020,True
GEO1310,2020/1,geography,Geography,Stage One Modules,15.0,1,Geographies of Environment and Sustainability,15,250,22,128,0,50,50,0,2,4,No,01/03/2011,13/07/2020,True
GEO1311,2020/1,geography,Geography,Stage One Modules,15.0,1 and 2,Study Skills for Physical Geographers,15,80,21,129,0,80,0,20,4,4,No,01/09/2011,16/09/2019,True
GEO1312,2020/1,geography,Geography,Stage One Modules,15.0,2,Fieldwork in Physical Geography,15,90,50,100,0,100,0,0,2,4,No,25/02/2019,03/12/2020,True
GEO1313,2020/1,geography,Geography,Stage One Modules,15.0,2,Learning through Place: Doing Human Geography,15,140,35,115,0,100,0,0,2,4,No,06/03/2019,02/12/2020,True
GEO1316,2020/1,geography,Geography,Stage One Modules,15.0,1,Concepts in Geography,15,270,22,128,0,100,0,0,2,4,Yes,01/05/2014,18/11/2020,True
GEO2120,2020/1,geography,Geography,Stage Two Modules,15.0,2,Political Geographies,15,80,23,127,0,100,0,0,2,5,No,01/02/2011,17/08/2020,True
GEO2131,2020/1,geography,Geography,Stage Two Modules,15.0,2,"Nature, Development and Justice",15,130,22,128,0,100,0,0,2,5,No,14/02/2014,09/08/2020,True
