module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok
CLAM043,2022/3,classics,Classics,Masters Modules,60.0,1 and 2,Dissertation in Classics and Ancient History,60,20,6,594,0,100,0,0,1,7,No,2005,10/08/2020,True
CLAM046,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,The City of Rome,30,,4,0,296,60,0,40,2,7,No,24/07/2014,13/10/2021,True
CLAM077,2022/3,classics,Classics,Masters Modules,15.0,2,Ancient Texts and their Interpretation,15,10,15,135,0,100,0,0,3,7,No,01/01/2019,10/08/2020,True
CLAM078,2022/3,classics,Classics,Masters Modules,15.0,1,Classical Reception: An Introduction,15,10,15,135,0,80,0,20,3,7,No,01/01/2019,10/08/2020,True
CLAM079,2022/3,classics,Classics,Masters Modules,15.0,1,Cultures of the Body in the Roman Empire,15,5,15,135,0,80,0,20,2,7,No,01/01/2019,10/08/2020,True
CLAM081,2022/3,classics,Classics,Masters Modules,15.0,2,Galen and Galenism,15,10,15,135,0,80,0,20,2,7,No,01/01/2019,12/07/2020,True
CLAM101,2022/3,classics,Classics,Masters Modules,15.0,1,"The Western Dragon in Lore, Literature and Art",15,10,15,135,0,80,0,20,2,7,No,Feb 2013,29/11/2018,True
CLAM105,2022/3,classics,Classics,Masters Modules,15.0,1,Migration and the Migrant through Ancient and Modern Eyes,15,16,15,135,0,100,0,0,2,7,No,Feb 2013,10/08/2020,True
CLAM106,2022/3,classics,Classics,Masters Modules,15.0,1,Ancient Philosophy,15,10,15,135,0,80,0,20,2,7,No,Feb 2013,10/08/2020,True
CLAM108,2022/3,classics,Classics,Masters Modules,15.0,1,"Rome: Globalisation, Materiality",15,10,15,135,0,80,0,20,2,7,No,Feb 2013,09/02/2022,True
CLAM111,2022/3,classics,Classics,Masters Modules,15.0,2,Ancient Drama in its Social and Cultural Context,15,10,15,135,0,80,0,20,2,7,Yes,28/08/2015,10/01/2019,True
CLAM204,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,Greek III,30,4,66,234,0,40,0,60,6,7,No,03/03/2016,19/08/2020,True
CLAM205,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,Greek IV,30,2,66,234,0,60,40,0,3,7,No,July 2013,06/05/2021,True
CLAM252,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,Classical Language and Texts: Latin II,30,2,66,234,0,0,100,0,3,7,No,23/02/2017,16/02/2022,True
CLAM254,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,Latin III,30,3,66,234,0,40,60,0,6,7,No,2011,19/08/2020,True
CLAM255,2022/3,classics,Classics,Masters Modules,30.0,1 and 2,Latin IV,30,1,66,234,0,60,40,0,3,7,No,2011,06/05/2021,True
CLAM260,2022/3,classics,Classics,Masters Modules,15.0,1,,,,,,,,,,,,,,,True
CLAM261,2022/3,classics,Classics,Masters Modules,15.0,2,Homers Odyssey and the Caribbean,15,15,15,135,0,80,0,20,2,7,No,11/05/2022,11/05/2022,True
THEM020,2022/3,classics,Classics,Masters Modules,60.0,"1, 2 and 3",Dissertation,60,6,5,595,0,100,0,0,1,7,No,2008,18/08/2020,True
THEM122,2022/3,classics,Classics,Masters Modules,30.0,1,Approaches to Biblical Studies,30,18,18,282,0,100,0,0,2,7,No,01/03/2014,10/02/2022,True
THEM123,2022/3,classics,Classics,Masters Modules,30.0,1,Reception of Christian and Jewish Traditions,30,5,19,281,0,100,0,0,3,7,No,01/02/2014,14/02/2022,True
THEM125,2022/3,classics,Classics,Masters Modules,15.0,2,Intermediate Biblical Hebrew,15,,22,128,0,40,60,0,3,7,No,01/02/2014,18/08/2020,True
THEM127,2022/3,classics,Classics,Masters Modules,15.0,1,Introducing Biblical Hebrew,15,5,33,117,0,40,60,0,3,7,No,01/02/2014,18/08/2020,True
THEM128,2022/3,classics,Classics,Masters Modules,30.0,2,"Theology, Ethics and Public Issues",30,5,18,282,0,90,0,10,2,7,No,01/02/2014,14/02/2022,True
THEM302,2022/3,classics,Classics,Masters Modules,15.0,1,Adventures in Ecotheology,15,6,16,134,0,100,0,0,3,7,No,29/12/2021,04/05/2022,True
THEM303,2022/3,classics,Classics,Masters Modules,15.0,1,Cultures of Age and Aging in the Bible and Beyond,15,6,15,135,0,80,0,20,2,7,No,07/01/2022,19/05/2022,True
THEM305,2022/3,classics,Classics,Masters Modules,15.0,2,Ecological Interpretation of the Bible,15,6,17,133,0,100,0,0,2,7,No,07/01/2022,04/05/2022,True
THEM306,2022/3,classics,Classics,Masters Modules,15.0,1,Heaven and Philosophy,15,6,16,134,0,80,0,20,2,7,No,07/01/2022,21/06/2022,True
THEM308,2022/3,classics,Classics,Masters Modules,15.0,2,"Religion, Mass Atrocity and Memory",15,6,16,134,0,100,0,0,2,7,No,15/02/2022,04/05/2022,True
THEM309,2022/3,classics,Classics,Masters Modules,15.0,2,Socialising (with) the Dead,15,6,17,133,0,100,0,0,2,7,No,07/01/2022,18/05/2022,True
THEM310,2022/3,classics,Classics,Masters Modules,15.0,2,"The First Tourists? Helena, Egeria and the Rise of Christian Pilgrimage",15,6,16,134,0,80,0,20,2,7,No,07/01/2022,23/06/2022,True
THEM311,2022/3,classics,Classics,Masters Modules,15.0,1,Theology and Trauma,15,6,15,135,0,100,0,0,1,7,No,01/12/2021,04/05/2022,True
BIO1331,2022/3,biosciences,Biosciences,Stage One Modules,15.0,1,Animals,15,150,32,118,0,20,80,0,2,4,No,01/05/2012,06/04/2022,True
BIO1332,2022/3,biosciences,Biosciences,Stage One Modules,15.0,1,Biochemistry,15,400,35,115,0,40,60,0,3,4,No,27/04/2012,19/04/2022,True
BIO1333,2022/3,biosciences,Biosciences,Stage One Modules,15.0,1,Fundamental Principles for Bioscientists,15,380,49,101,0,33,34,33,4,4,No,23/04/2012,11/05/2022,True
BIO1334,2022/3,biosciences,Biosciences,Stage One Modules,15.0,1,Genetics,15,400,33,117,0,30,70,0,2,4,No,26/04/2012,06/04/2022,True
BIO1336,2022/3,biosciences,Biosciences,Stage One Modules,15.0,2,Ecology,15,150,28,122,0,40,60,0,2,4,No,01/05/2012,06/04/2022,True
BIO1337,2022/3,biosciences,Biosciences,Stage One Modules,15.0,2,Microbiology,15,400,38,112,0,30,70,0,2,4,No,04/04/2012,30/01/2023,True
BIO1338,2022/3,biosciences,Biosciences,Stage One Modules,15.0,2,Plants,15,180,40,110,0,0,80,20,2,4,No,01/05/2012,07/04/2022,True
BIO1339,2022/3,biosciences,Biosciences,Stage One Modules,15.0,2,Cells,15,350,36,114,0,0,60,40,2,4,No,12/03/2013,06/04/2022,True
BIO1345,2022/3,biosciences,Biosciences,Stage One Modules,15.0,2,Structure and Reactivity of Organic Compounds I,15,60,43,107,0,40,60,0,4,4,No,24/04/2013,16/02/2022,True
BIO1347,2022/3,biosciences,Biosciences,Stage One Modules,30.0,1 and 2,General Chemistry,30,60,110,190,0,0,20,80,2,4,No,28/07/2021,06/04/2022,True
BIO2001,2022/3,biosciences,Biosciences,Stage Two Modules,,1 and 2,Preparing for Professional Placements,,40,12,18,0,100,0,0,1,5,No,21/02/2019,27/05/2022,True
BIO2066,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Forensic Science,15,200,26,124,0,100,0,0,2,5,No,01/10/2011,26/05/2022,True
BIO2068,2022/3,biosciences,Biosciences,Stage Two Modules,30.0,1 and 2,Forensic Science,30,100,48,252,0,100,0,0,3,5,No,01/11/2011,26/05/2022,True
BIO2071,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1 and 2,Research Skills and Bioethics,15,200,21,129,0,20,30,50,3,5,No,01/11/2011,26/05/2022,True
BIO2074,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Marine Biology,15,175,31,119,0,40,60,0,2,5,No,01/11/2011,26/05/2022,True
BIO2076,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Ecology and Environment,15,100,36,114,0,40,60,0,2,5,No,01/11/2011,26/05/2022,True
BIO2081,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,"1, 2 and 3",Coral Reef Field Course,15,40,60,90,0,90,10,0,3,5,No,01/12/2011,25/02/2022,True
BIO2082,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Animal Ecophysiology,15,100,36,114,0,40,60,0,3,5,No,01/11/2011,27/05/2022,True
BIO2085,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Structure and Reactivity of Organic Compounds II,15,75,37,113,0,40,60,0,5,5,No,01/11/2011,27/05/2022,True
BIO2086,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Metabolism,15,80,35,115,0,30,70,0,2,5,No,01/11/2011,27/05/2022,True
BIO2088,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Advanced Cell Biology,15,260,29,121,0,30,70,0,2,5,No,01/11/2011,27/05/2022,True
BIO2089,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Molecular Biology of the Gene,15,140,36,114,0,40,60,0,2,5,No,01/11/2011,01/06/2022,True
BIO2090,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1,Analytical Techniques in Biochemistry,15,80,39,111,0,50,50,0,3,5,No,01/02/2013,01/06/2022,True
BIO2091,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Bioinorganic Chemistry,15,50,31,119,0,40,60,0,3,5,No,01/02/2013,06/06/2022,True
BIO2092,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,,,,,,,,,,,,,,,True
BIO2093,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Modern Theories of Evolution,15,90,32,118,0,40,60,0,2,5,No,01/02/2013,07/06/2022,True
BIO2096,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,3,Practical Skills in Field Ecology,15,40,79,71,0,80,0,20,3,5,No,01/02/2013,07/06/2022,True
BIO2099,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Molecular Plant Science,15,50,40,110,0,0,60,40,2,5,No,01/03/2018,07/06/2022,True
BIO2101,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,2,Advanced Microbiology,15,280,37,113,0,40,60,0,2,5,No,10/12/2021,07/06/2022,True
BIO2106,2022/3,biosciences,Biosciences,Stage Two Modules,15.0,1 and 2,Employability and Workplace Learning,15,30,12,100,38,70,0,30,2,5,No,18/03/2022,07/06/2022,True
BIO3037,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Ecology of Environmental Change,15,75,22,128,0,40,60,0,2,6,No,01/12/2011,04/05/2022,True
BIO3041,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Pharmacology and Medicinal Chemistry,15,100,21,129,0,40,60,0,3,6,No,01/11/2011,05/05/2022,True
BIO3046,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Frontiers in Plant Biology,15,25,22,128,0,40,60,0,2,6,No,21/02/2020,04/05/2022,True
BIO3047,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Advanced Applications of Physiology,15,50,23,127,0,40,60,0,2,6,Yes,12/02/2021,10/05/2022,True
BIO3048,2022/3,biosciences,Biosciences,Stage Three Modules,30.0,"1, 2 and 3",Learning from Professional Placement Experience,30,40,4,16,280,80,0,20,2,6,No,10/03/2022,10/03/2022,True
BIO3049,2022/3,biosciences,Biosciences,Stage Three Modules,90.0,"1, 2 and 3",Professional Placement and Report,90,40,4,20,876,90,0,10,3,6,No,10/03/2022,10/03/2022,True
BIO3062,2022/3,biosciences,Biosciences,Stage Three Modules,120.0,1,One Year Study Abroad,120,30,0,0,1200,100,0,0,1,6,No,01/11/2011,01/03/2022,True
BIO3067,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Ecotoxicology,15,85,20,130,0,40,60,0,2,6,No,01/12/2011,04/05/2022,True
BIO3073,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Specialist Topics in Chemical Sciences,15,20,24,126,0,0,100,0,1,6,No,01/12/2011,01/03/2022,True
BIO3077,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Frontiers in Molecular Cell Biology,15,36,35,115,0,10,60,30,4,6,No,01/12/2011,04/05/2022,True
BIO3078,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Cellular Basis of Immunity,15,120,22,128,0,40,60,0,2,6,No,01/12/2011,04/05/2022,True
BIO3082,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Science Communication,15,70,21,129,0,100,0,0,3,6,No,24/11/2011,11/05/2022,True
BIO3083,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Current Issues in Marine Biology,15,70,25,125,0,40,60,0,2,6,No,01/12/2011,05/05/2022,True
BIO3085,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Horizons of Biochemical Research,15,50,24,126,0,70,0,30,3,6,Yes,01/01/2012,10/05/2022,True
BIO3086,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Cell Biology of Disease,15,75,24,126,0,30,60,10,3,6,No,27/02/2012,02/03/2022,True
BIO3089,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Organic Synthesis and Drug Design,15,30,22,128,0,40,60,0,3,6,No,03/01/2014,04/05/2022,True
BIO3090,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Secondary Metabolites,15,30,19,131,0,40,60,0,3,6,No,07/02/2014,10/05/2022,True
BIO3091,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,1,Animal Developmental Biology,15,20,20,130,0,20,60,20,3,6,No,01/01/2014,03/03/2022,True
BIO3092,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Bioinformatics,15,45,30,120,0,100,0,0,2,6,No,29/01/2014,22/05/2022,True
BIO3093,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Energy Metabolism,15,60,21,129,0,40,60,0,3,6,No,11/12/2013,11/05/2022,True
BIO3096,2022/3,biosciences,Biosciences,Stage Three Modules,45.0,"1, 2 and 3",Biosciences Research Project,45,200,235,215,0,85,0,15,3,6,No,25/02/2015,18/02/2022,True
BIO3097,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Living in a Microbial World,15,50,22,128,0,100,0,0,2,6,Yes,01/02/2016,22/02/2022,True
BIO3131,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,2,Trends in Ecology and Evolution,15,45,24,126,0,100,0,0,2,6,No,01/10/2009,20/02/2022,True
BIO3910,2022/3,biosciences,Biosciences,Stage Three Modules,5.0,3,Professional Development Experience,5,5,10,40,0,50,0,50,2,6,No,13/07/2015,29/10/2020,True
BIO3911,2022/3,biosciences,Biosciences,Stage Three Modules,10.0,3,Professional Development Experience,10,5,20,80,0,50,0,50,2,6,No,13/07/2015,13/07/2015,True
BIO3912,2022/3,biosciences,Biosciences,Stage Three Modules,15.0,3,Professional Development Experience,15,15,30,120,0,50,0,50,2,6,No,13/07/2015,13/07/2015,True
BIOM052,2022/3,biosciences,Biosciences,Masters Modules,60.0,"1, 2 and 3",Academic Research Project,60,32,20,580,0,90,0,10,2,7,No,25/03/2014,06/07/2018,True
BIOM509,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,Professional Skills,15,30,55,95,0,100,0,0,5,7,No,01/07/2012,10/05/2022,True
BIOM514,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Secondary Metabolites,15,10,19,131,0,100,0,0,3,7,No,17/07/2015,11/05/2022,True
BIOM515,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Cellular Basis of Immunity,15,5,22,128,0,100,0,0,2,7,No,24/11/2015,04/05/2022,True
BIOM516,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Bioinformatics,15,5,30,120,0,100,0,0,2,7,No,29/01/2014,10/05/2022,True
BIOM517,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Energy Metabolism,15,5,21,129,0,100,0,0,3,7,No,24/11/2015,11/05/2022,True
BIOM518,2022/3,biosciences,Biosciences,Masters Modules,75.0,"1, 2 and 3",Research Project,75,40,30,720,0,90,0,10,4,7,No,10/12/2018,18/08/2020,True
BIOM527,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Research Grant Proposal,15,40,16,134,0,100,0,0,1,7,No,10/12/2018,13/08/2020,True
BIOM534,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Medical Mycology,15,10,36,114,0,100,0,0,4,7,No,17/10/2019,18/05/2022,True
BIOM536,2022/3,biosciences,Biosciences,Masters Modules,60.0,1 and 2,Project 1 - Medical Mycology,60,10,30,570,0,70,0,30,3,7,No,17/10/2019,14/08/2020,True
BIOM537,2022/3,biosciences,Biosciences,Masters Modules,60.0,3,Project 2 - Fungal Immunology,60,10,30,570,0,70,0,30,3,7,No,17/10/2019,14/08/2020,True
BIOM538,2022/3,biosciences,Biosciences,Masters Modules,120.0,"1, 2 and 3",Extended Medical Mycology Project,120,5,54,1146,0,70,0,30,3,7,No,17/10/2019,21/08/2020,True
BIOM543,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Ecology of Environmental Change,15,5,22,128,0,100,0,0,2,7,No,06/03/2021,04/05/2022,True
BIOM544,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Ecotoxicology,15,5,20,130,0,100,0,0,2,7,No,06/03/2021,04/05/2022,True
BIOM545,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Frontiers in Plant Biology,15,5,22,128,0,60,0,40,2,7,No,06/03/2021,04/05/2022,True
BIOM546,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Living in a Microbial World,15,5,22,128,0,100,0,0,2,7,No,06/03/2021,10/05/2022,True
BIOM547,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Frontiers in Molecular Cell Biology,15,5,35,115,0,70,0,30,4,7,No,06/03/2021,04/05/2022,True
BIOM548,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Cell Biology of Disease,15,5,30,120,0,90,0,10,3,7,Yes,06/03/2021,10/05/2022,True
BIOM549,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,Advanced Laboratory Skills,15,22,85,65,0,90,,10,5,,No,01/03/2021,20/10/2022,True
BIOM550,2022/3,biosciences,Biosciences,Masters Modules,45.0,"1, 2 and 3",Research Project 1,45,10,235,215,0,75,0,25,3,7,No,06/03/2021,09/06/2022,True
BIOM553,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Current Issues in Marine Biology,15,5,25,125,0,100,0,0,2,7,Yes,06/03/2021,05/05/2022,True
BIOM554,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Advanced Applications of Physiology,15,5,23,127,0,100,0,0,2,7,Yes,06/03/2021,10/05/2022,True
BIOM560,2022/3,biosciences,Biosciences,Masters Modules,90.0,2 and 3,Research Project,90,10,90,810,0,84,0,16,5,7,No,23/05/2013,12/05/2022,True
BIOM567,2022/3,biosciences,Biosciences,Masters Modules,15.0,3,Application of Genomics in Infectious Disease,15,40,18,132,0,100,0,0,2,7,Yes,01/12/2015,09/06/2022,True
BIOM568,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Blue Planet,15,75,36,114,0,70,0,30,2,7,No,15/04/2019,11/05/2022,True
BIOM700Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,The Principles of Medical Mycology,15,40,20,130,0,100,0,0,1,7,Yes,09/03/2022,09/08/2022,True
BIOM701Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,Medically Important Fungi,15,40,20,130,0,100,0,0,1,7,Yes,11/03/2022,08/08/2022,True
BIOM702Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,Fungal Diseases,15,40,20,130,0,100,0,0,1,7,Yes,11/03/2022,08/08/2022,True
BIOM703Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,1 and 2,Diagnosis and Antifungal Therapy,15,40,20,130,0,100,0,0,1,7,Yes,09/03/2022,10/08/2022,True
BIOM704Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,Molecular Mycology,15,,,,,,,,,,,,,True
BIOM705Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,Immunology of Fungal Diseases,15,,,,,,,,,,,,,True
BIOM706Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,Fungal Diseases in Specific Patient Populations,15,,,,,,,,,,,,,True
BIOM707Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,Microscopy and Histology,15,,,,,,,,,,,,,True
BIOM708Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,Medical Mycology Diagnostic Aspects,15,,,,,,,,,,,,,True
BIOM709Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,,,,,,,,,,,,,,,,True
BIOM710Z,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Research Methodology and Grant Proposal,15,40,16,134,,100,0,0,2,7,Yes,14/03/2022,10/08/2022,True
BIOM711Z,2022/3,biosciences,Biosciences,Masters Modules,45.0,"1, 2 and 3",Research Project,45,40,20,430,0,100,0,0,2,7,Yes,14/04/2022,10/08/2022,True
JBIM001,2022/3,biosciences,Biosciences,Masters Modules,60.0,3,Dissertation/Research Project,60,15,20,580,0,100,0,0,2,7,Yes,03/08/2018,26/04/2022,True
JBIM002,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Fieldwork Statistics and Experimental Design,15,15,30,120,0,100,0,0,1,7,Yes,04/06/2018,26/04/2022,True
JBIM003,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Island Biogeography,15,15,30,120,0,75,0,25,2,7,Yes,04/06/2018,26/04/2022,True
JBIM004,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Island Ecology,15,20,30,120,0,50,50,0,2,7,Yes,04/06/2018,24/05/2019,True
JBIM005,2022/3,biosciences,Biosciences,Masters Modules,15.0,1,Biodiversity and Evolution on Islands,15,20,30,120,0,40,60,0,2,7,Yes,04/08/2018,24/05/2019,True
JBIM006,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Invasion and Extinction on Islands,15,20,30,120,0,100,0,0,1,7,Yes,04/08/2018,24/05/2019,True
JBIM007,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Global Conservation Strategies and Legislation,15,20,30,120,0,50,0,50,2,7,Yes,08/04/2018,24/05/2019,True
JBIM008,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Islands and Climate Change,15,20,30,120,0,25,75,0,2,7,Yes,04/08/2018,24/05/2019,True
JBIM009,2022/3,biosciences,Biosciences,Masters Modules,15.0,2,Island Conservation in Action,15,20,75,75,0,0,0,100,1,7,Yes,04/08/2018,11/11/2022,True
MTH0001,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH0002,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH0003,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH0004,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH0005,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH1000,2022/3,mathematics,Mathematics,,0.0,1 and 2,,,,,,,,,,,,,,,True
MTH1001,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH1002,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH1003,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH1004,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH1100,2022/3,mathematics,Mathematics,,0.0,1 and 2,,,,,,,,,,,,,,,True
MTH2003,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH2004,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH2005,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH2006,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTH2008,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH2009,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH2010,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH2011,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH2100,2022/3,mathematics,Mathematics,,0.0,1 and 2,,,,,,,,,,,,,,,True
MTH3001,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3004,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3006,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3007,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3008,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3011,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3012,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3019,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3022,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3024,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3025,2022/3,mathematics,Mathematics,,60.0,1,,,,,,,,,,,,,,,True
MTH3026,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3028,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3030,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3032,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3035,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3038,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3039,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3040,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3041,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTH3042,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3044,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3045,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3047,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTH3100,2022/3,mathematics,Mathematics,,120.0,"1, 2 and 3",,,,,,,,,,,,,,,True
MTHM001,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTHM002,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTHM003,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTHM004,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTHM005,2022/3,mathematics,Mathematics,,30.0,1 and 2,,,,,,,,,,,,,,,True
MTHM006,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTHM007,2022/3,mathematics,Mathematics,,15.0,1 and 2,,,,,,,,,,,,,,,True
MTHM008,2022/3,mathematics,Mathematics,,15.0,1,,,,,,,,,,,,,,,True
MTHM009,2022/3,mathematics,Mathematics,,15.0,2,,,,,,,,,,,,,,,True
MTHM017,2022/3,mathematics,Mathematics,,15.0,"1, 2 and 3",,,,,,,,,,,,,,,True
